Entry	Entry Name	Gene Names	Protein names	Organism	Length	Subcellular location [CC]	Keywords	Gene Ontology (biological process)	Gene Ontology (cellular component)
Q46817	GHXQ_ECOLI	ghxQ ygfQ ygfR b4464 JW5467	Guanine/hypoxanthine permease GhxQ	Escherichia coli (strain K12)	455	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24214977}; Multi-pass membrane protein {ECO:0000269|PubMed:24214977}.	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	guanine import across plasma membrane [GO:0098710]; hypoxanthine transport [GO:0035344]	membrane [GO:0016020]; plasma membrane [GO:0005886]
Q46829	BGLA_ECOLI	bglA bglD yqfC b2901 JW2869	6-phospho-beta-glucosidase BglA (EC 3.2.1.86) (Phospho-beta-glucosidase A)	Escherichia coli (strain K12)	479		3D-structure;Glycosidase;Hydrolase;Reference proteome	carbohydrate catabolic process [GO:0016052]	cytosol [GO:0005829]
Q46855	YQHC_ECOLI	yqhC b3010 JW5849	HTH-type transcriptional regulator YqhC	Escherichia coli (strain K12)	318		Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]	
Q46916	GUDP_ECOLI	gudP ygcZ b2789 JW2760	Probable galactarate/D-glucarate transporter GudP	Escherichia coli (strain K12)	450	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	D-glucarate metabolic process [GO:0042836]; galactarate metabolic process [GO:0019580]; monoatomic anion transmembrane transport [GO:0098656]	plasma membrane [GO:0005886]
Q47140	HCAF_ECOLI	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	3-phenylpropionate/cinnamic acid dioxygenase subunit beta (EC 1.14.12.19)	Escherichia coli (strain K12)	172		3D-structure;Aromatic hydrocarbons catabolism;Dioxygenase;NAD;Oxidoreductase;Reference proteome	3-phenylpropionate catabolic process [GO:0019380]	3-phenylpropionate dioxygenase complex [GO:0009334]
Q47141	HCAR_ECOLI	hcaR phdR yfhT b2537 JW2521	Hca operon transcriptional activator HcaR	Escherichia coli (strain K12)	296		Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]	protein-DNA complex [GO:0032993]
Q47157	YAFO_ECOLI	yafO b0233 JW0223	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)	Escherichia coli (strain K12)	132		DNA damage;DNA repair;Endonuclease;Hydrolase;Nuclease;Reference proteome;RNA-binding;SOS response;Stress response;Toxin-antitoxin system	DNA repair [GO:0006281]; negative regulation of translation [GO:0017148]; regulation of DNA-templated transcription [GO:0006355]; regulation of growth [GO:0040008]; SOS response [GO:0009432]	toxin-antitoxin complex [GO:0110001]
Q47538	TAUB_ECOLI	tauB ssiB yaiQ b0366 JW0358	Taurine import ATP-binding protein TauB (EC 7.6.2.7)	Escherichia coli (strain K12)	255	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01714}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01714}.	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport	cellular response to sulfur starvation [GO:0010438]; taurine transmembrane transport [GO:0015734]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]
Q47690	MMUM_ECOLI	mmuM yagD b0261 JW0253	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	Escherichia coli (strain K12)	310		3D-structure;Amino-acid biosynthesis;Metal-binding;Methionine biosynthesis;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;Zinc	DNA damage response [GO:0006974]; methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]; S-methylmethionine cycle [GO:0033528]; S-methylmethionine metabolic process [GO:0033477]	
A5A618	YNHF_ECOLI	ynhF b4602 JW1649.1	Uncharacterized protein YnhF	Escherichia coli (strain K12)	29	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:19121005, ECO:0000305|PubMed:21778229}; Single-pass membrane protein {ECO:0000269|PubMed:19121005, ECO:0000269|PubMed:21778229}. Note=May be able to insert into the membrane in both orientations.	3D-structure;Cell inner membrane;Cell membrane;Formylation;Membrane;Reference proteome;Stress response;Transmembrane;Transmembrane helix	cellular response to hypoxia [GO:0071456]	cytochrome complex [GO:0070069]; membrane [GO:0016020]; plasma membrane [GO:0005886]
C1P607	IBSA_ECOLI	ibsA b4667 JW2058.1	Small toxic protein IbsA	Escherichia coli (strain K12)	19		Reference proteome;Toxin-antitoxin system	programmed cell death [GO:0012501]	
C1P615	IBSC_ECOLI	ibsC b4665 JW2879.1	Small toxic protein IbsC	Escherichia coli (strain K12)	19		Reference proteome;Toxin-antitoxin system	programmed cell death [GO:0012501]	
C1P616	IBSD_ECOLI	ibsD b4664 JW3023.1	Small toxic protein IbsD	Escherichia coli (strain K12)	19	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Membrane;Reference proteome;Toxin-antitoxin system;Transmembrane;Transmembrane helix		membrane [GO:0016020]
C1P617	IBSE_ECOLI	ibsE b4666 JW3023.2	Small toxic protein IbsE	Escherichia coli (strain K12)	19		Reference proteome;Toxin-antitoxin system	programmed cell death [GO:0012501]	
O32528	YPDI_ECOLI	ypdI b2376 JW2373	Probable lipoprotein YpdI	Escherichia coli (strain K12)	91	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	colanic acid biosynthetic process [GO:0009242]	plasma membrane [GO:0005886]
O52982	YFJS_ECOLI	yfjS b2636 JW5921	Lipoprotein YfjS	Escherichia coli (strain K12)	147	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:15252048}; Lipid-anchor {ECO:0000305|PubMed:15252048}.	Cell inner membrane;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal		plasma membrane [GO:0005886]
P00960	SYGA_ECOLI	glyQ glyS(A) b3560 JW3531	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	Escherichia coli (strain K12)	303	SUBCELLULAR LOCATION: Cytoplasm.	3D-structure;Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome	glycyl-tRNA aminoacylation [GO:0006426]	cytosol [GO:0005829]; glycine-tRNA ligase complex [GO:0009345]
P03030	LYSR_ECOLI	lysR b2839 JW2807	Transcriptional activator protein LysR	Escherichia coli (strain K12)	311	SUBCELLULAR LOCATION: Cytoplasm.	Activator;Cytoplasm;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	lysine biosynthetic process via diaminopimelate [GO:0009089]; positive regulation of gene expression [GO:0010628]	cytoplasm [GO:0005737]
P03813	YGEA_ECOLI	ygeA b2840 JW2808	Broad specificity amino-acid racemase YgeA (EC 5.1.1.10)	Escherichia coli (strain K12)	230		Isomerase;Reference proteome		
P03825	GSPB_ECOLI	gspB pinO pioO pno b3322 JW3284	Putative general secretion pathway protein B	Escherichia coli (strain K12)	139	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255}.	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix		plasma membrane [GO:0005886]
P04128	FIMA1_ECOLI	fimA pilA b4314 JW4277	Type-1 fimbrial protein, A chain (Type-1A pilin)	Escherichia coli (strain K12)	182	SUBCELLULAR LOCATION: Fimbrium.	3D-structure;Disulfide bond;Fimbrium;Reference proteome;Signal	cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]	pilus [GO:0009289]
P04846	NLPA_ECOLI	nlpA b3661 JW3635	Lipoprotein 28	Escherichia coli (strain K12)	272	SUBCELLULAR LOCATION: Cell inner membrane; Lipid-anchor.	Cell inner membrane;Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	D-methionine transmembrane transport [GO:0048473]; methionine import across plasma membrane [GO:1903692]; methionine transport [GO:0015821]	plasma membrane [GO:0005886]
P04949	FLIC_ECOLI	fliC flaF hag b1923 JW1908	Flagellin	Escherichia coli (strain K12)	498	SUBCELLULAR LOCATION: Secreted. Bacterial flagellum.	3D-structure;Bacterial flagellum;Direct protein sequencing;Reference proteome;Secreted	bacterial-type flagellum-dependent cell motility [GO:0071973]	bacterial-type flagellum [GO:0009288]; extracellular region [GO:0005576]
P05052	APPY_ECOLI	appY b0564 JW0553	HTH-type transcriptional regulator AppY (M5 polypeptide)	Escherichia coli (strain K12)	249		DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	cellular response to phosphate starvation [GO:0016036]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]; response to X-ray [GO:0010165]	
P05827	ILVY_ECOLI	ilvY b3773 JW3746	HTH-type transcriptional regulator IlvY	Escherichia coli (strain K12)	297	SUBCELLULAR LOCATION: Cytoplasm.	Activator;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Cytoplasm;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	amino acid biosynthetic process [GO:0008652]; branched-chain amino acid biosynthetic process [GO:0009082]; regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]
P06282	CDH_ECOLI	cdh b3918 JW3889	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	Escherichia coli (strain K12)	251	SUBCELLULAR LOCATION: Cell inner membrane; Single-pass membrane protein.	Cell inner membrane;Cell membrane;Hydrolase;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transmembrane;Transmembrane helix	CDP-diacylglycerol catabolic process [GO:0046342]; phospholipid biosynthetic process [GO:0008654]	plasma membrane [GO:0005886]
P06846	EBGR_ECOLI	ebgR b3075 JW3046	HTH-type transcriptional regulator EbgR (Ebg operon repressor)	Escherichia coli (strain K12)	327		DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]	
P06966	DICA_ECOLI	dicA b1570 JW1562	HTH-type transcriptional regulator DicA (Repressor protein of division inhibition gene dicA)	Escherichia coli (strain K12)	135		Cell cycle;Cell division;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	cell division [GO:0051301]; DNA-templated transcription [GO:0006351]	
P07000	PLDB_ECOLI	pldB b3825 JW5584	Lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)	Escherichia coli (strain K12)	340	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein.	Cell inner membrane;Cell membrane;Hydrolase;Lipid biosynthesis;Lipid metabolism;Membrane;Reference proteome	glycerophospholipid metabolic process [GO:0006650]	membrane [GO:0016020]; plasma membrane [GO:0005886]
P07026	SDIA_ECOLI	sdiA b1916 JW1901	Regulatory protein SdiA	Escherichia coli (strain K12)	240		3D-structure;Activator;Cell cycle;Cell division;DNA-binding;Reference proteome;Transcription;Transcription regulation	cell division [GO:0051301]; positive regulation of DNA-templated transcription initiation [GO:2000144]	
P07654	PSTA_ECOLI	pstA phoT b3726 JW3704	Phosphate transport system permease protein PstA	Escherichia coli (strain K12)	296	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:15919996}.	Cell inner membrane;Cell membrane;Membrane;Phosphate transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	DNA damage response [GO:0006974]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]
P08550	CVPA_ECOLI	cvpA dedE b2313 JW2310	Colicin V production protein (Protein DedE) (Pur regulon 18 kDa protein)	Escherichia coli (strain K12)	162	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	toxin biosynthetic process [GO:0009403]	plasma membrane [GO:0005886]
P08555	DSDX_ECOLI	dsdX orf445 yfdA yfdD b2365 JW2362	D-serine transporter DsdX	Escherichia coli (strain K12)	445	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305}.	Amino-acid transport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	D-serine transmembrane transport [GO:0042942]; DNA damage response [GO:0006974]; gluconate transmembrane transport [GO:0035429]	plasma membrane [GO:0005886]
P08997	MASY_ECOLI	aceB mas b4014 JW3974	Malate synthase A (MSA) (EC 2.3.3.9)	Escherichia coli (strain K12)	533	SUBCELLULAR LOCATION: Cytoplasm.	3D-structure;Cytoplasm;Glyoxylate bypass;Reference proteome;Transferase;Tricarboxylic acid cycle	glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]
P09126	HEM4_ECOLI	hemD b3804 JW3776	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	Escherichia coli (strain K12)	246		Lyase;Porphyrin biosynthesis;Reference proteome	protoporphyrinogen IX biosynthetic process [GO:0006782]; uroporphyrinogen III biosynthetic process [GO:0006780]	
P09155	RND_ECOLI	rnd b1804 JW1793	Ribonuclease D (RNase D) (EC 3.1.13.5)	Escherichia coli (strain K12)	375	SUBCELLULAR LOCATION: Cytoplasm.	3D-structure;Cytoplasm;Direct protein sequencing;Exonuclease;Hydrolase;Nuclease;Reference proteome;tRNA processing	tRNA 3'-end processing [GO:0042780]	cytoplasm [GO:0005737]
P09163	YJAB_ECOLI	yjaB b4012 JW3972	Peptidyl-lysine N-acetyltransferase YjaB (EC 2.3.1.-) (KAT)	Escherichia coli (strain K12)	147		3D-structure;Acyltransferase;Reference proteome;Transferase		
P09424	MTLD_ECOLI	mtlD b3600 JW3574	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	Escherichia coli (strain K12)	382		Acetylation;Direct protein sequencing;NAD;Oxidoreductase;Reference proteome	mannitol catabolic process [GO:0019592]	cytosol [GO:0005829]
P09833	MODC_ECOLI	modC chlD narD b0765 JW0748	Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)	Escherichia coli (strain K12)	352	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein.	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Molybdenum;Nucleotide-binding;Reference proteome;Translocase;Transport	molybdate ion transport [GO:0015689]; tungstate ion transport [GO:0070614]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]
P0A6G3	PNCC_ECOLI	pncC ygaD b2700 JW2670	Nicotinamide-nucleotide amidohydrolase PncC (NMN amidohydrolase PncC) (EC 3.5.1.42) (NMN deamidase) (Nicotinamide-nucleotide amidase)	Escherichia coli (strain K12)	165		Hydrolase;Pyridine nucleotide biosynthesis;Reference proteome	pyridine nucleotide biosynthetic process [GO:0019363]	
P0A6G5	CITX_ECOLI	citX ybdU b0614 JW0606	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)	Escherichia coli (strain K12)	183		3D-structure;Nucleotidyltransferase;Reference proteome;Transferase	prosthetic group biosynthetic process [GO:0051191]	
P0A6L7	UXAB_ECOLI	uxaB b1521 JW1514	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	Escherichia coli (strain K12)	483		Direct protein sequencing;NAD;Oxidoreductase;Reference proteome	D-galacturonate catabolic process [GO:0019698]; mannitol catabolic process [GO:0019592]	cytosol [GO:0005829]
P0A6P7	ENGB_ECOLI	engB yihA b3865 JW5930	Probable GTP-binding protein EngB	Escherichia coli (strain K12)	210		3D-structure;Cell cycle;Cell division;GTP-binding;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Septation	division septum assembly [GO:0000917]	cytosol [GO:0005829]
P0A6S0	FLGH_ECOLI	flgH fla FVIII flaY b1079 JW5153	Flagellar L-ring protein (Basal body L-ring protein)	Escherichia coli (strain K12)	232	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Bacterial flagellum basal body {ECO:0000250}.	Bacterial flagellum;Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal	bacterial-type flagellum-dependent cell motility [GO:0071973]; response to osmotic stress [GO:0006970]	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]; cell outer membrane [GO:0009279]
P0A6W0	GLSA2_ECOLI	glsA2 yneH b1524 JW1517	Glutaminase 2 (EC 3.5.1.2)	Escherichia coli (strain K12)	308		Hydrolase;Reference proteome	glutamate biosynthetic process [GO:0006537]; L-glutamine catabolic process [GO:0006543]; negative regulation of growth [GO:0045926]	
P0A6W5	GREA_ECOLI	greA b3181 JW3148	Transcription elongation factor GreA (Transcript cleavage factor GreA)	Escherichia coli (strain K12)	158		3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation	DNA-templated transcription elongation [GO:0006354]; regulation of DNA-templated transcription elongation [GO:0032784]	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P0A7A2	GPMB_ECOLI	gpmB ytjC b4395 JW4358	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)	Escherichia coli (strain K12)	215		Glycolysis;Isomerase;Reference proteome	glycolytic process [GO:0006096]	cytoplasm [GO:0005737]
P0A7C6	PEPE_ECOLI	pepE b4021 JW3981	Peptidase E (EC 3.4.13.21) (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E)	Escherichia coli (strain K12)	229	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00510}.	Cytoplasm;Dipeptidase;Hydrolase;Protease;Reference proteome;Serine protease	proteolysis [GO:0006508]	cytoplasm [GO:0005737]
P0A7H6	RECR_ECOLI	recR b0472 JW0461	Recombination protein RecR	Escherichia coli (strain K12)	201		DNA damage;DNA recombination;DNA repair;Metal-binding;Reference proteome;Zinc;Zinc-finger	DNA recombination [GO:0006310]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; recombinational repair [GO:0000725]; response to UV [GO:0009411]	
