accession	status	total_energy	backbone_hbond	sidechain_hbond	vdw_clashes	electrostatics	solvation_polar	solvation_hydrophobic	entropy_mainchain	entropy_sidechain	error
Q9H2W2	success	263.02									
Q9H2W6	success	79.38									
Q9H2X0	success	599.87									RepairPDB_failed_using_unrepaired
Q9H2X3	success	246.26									RepairPDB_failed_using_unrepaired
Q9H2X6	success	1998.79									RepairPDB_failed_using_unrepaired
Q9H2X8	success	135.53									
Q9H2X9	success	494.01									RepairPDB_failed_using_unrepaired
Q9H2Y7	success	4159.33									RepairPDB_failed_using_unrepaired
Q9H2Y9	success	527.34									RepairPDB_failed_using_unrepaired
Q9H2Z4	success	498.71									
Q9H300	success	87.67									
Q9H305	success	189.11									
Q9H306	success	245.06									RepairPDB_failed_using_unrepaired
Q9H307	success	1225.51									RepairPDB_failed_using_unrepaired
Q9H310	success	-81.39									
Q9H313	success	-128.42									
Q9H320	success	500.02									
Q9H321	success	472.37									
Q9H322	success	169.11									
Q9H324	success	580.22									RepairPDB_failed_using_unrepaired
Q9H329	success	1228.48									RepairPDB_failed_using_unrepaired
Q9H330	success	546.58									RepairPDB_failed_using_unrepaired
Q9H334	success	944.14									RepairPDB_failed_using_unrepaired
Q9H336	success	267.17									RepairPDB_failed_using_unrepaired
Q9H339	success	-96.5									
Q9H340	success	-79.55									
Q9H341	success	-62.68									
Q9H342	success	34.07									
Q9H343	success	-82.34									
Q9H344	success	-111.28									
Q9H346	success	-75.94									
Q9H347	success	823.1									RepairPDB_failed_using_unrepaired
Q9H354	success	71.61									
Q9H361	success	427.39									RepairPDB_failed_using_unrepaired
Q9H379	success	53.6									
Q9H3A6	success	136.45									
Q9H3B2	success	22.62									
Q9H3C7	success	626.73									RepairPDB_failed_using_unrepaired
Q9H3D4	success	771.85									RepairPDB_failed_using_unrepaired
Q9H3E2	success	307.22									RepairPDB_failed_using_unrepaired
Q9H3F6	success	41.84									
Q9H3G5	success	79.32									RepairPDB_failed_using_unrepaired
Q9H3H1	success	173.97									RepairPDB_failed_using_unrepaired
Q9H3H3	success	35.09									
Q9H3H5	success	-124.99									
Q9H3H9	success	341.37									
Q9H3J6	success	60.68									
Q9H3K2	success	34.59									
Q9H3K6	success	-21.49									
Q9H3L0	success	111.63									
Q9H3M0	success	229.93									RepairPDB_failed_using_unrepaired
Q9H3M7	success	82.57									
Q9H3M9	success	262.09									RepairPDB_failed_using_unrepaired
Q9H3N1	success	165.55									
Q9H3N8	success	82.0									
Q9H3P2	success	561.76									RepairPDB_failed_using_unrepaired
Q9H3P7	success	310.83									RepairPDB_failed_using_unrepaired
Q9H3Q1	success	553.36									
Q9H3Q3	success	-114.51									
Q9H3R0	success	880.37									RepairPDB_failed_using_unrepaired
Q9H3R1	success	103.05									RepairPDB_failed_using_unrepaired
Q9H3R2	success	343.55									
Q9H3R5	success	126.49									RepairPDB_failed_using_unrepaired
Q9H3S1	success	278.55									RepairPDB_failed_using_unrepaired
Q9H3S3	success	92.74									
Q9H3S4	success	-46.46									
Q9H3S5	success	-109.62									
Q9H3S7	success	1552.52									RepairPDB_failed_using_unrepaired
Q9H3T2	success	816.5									RepairPDB_failed_using_unrepaired
Q9H3T3	success	705.12									RepairPDB_failed_using_unrepaired
Q9H3U1	success	91.96									RepairPDB_failed_using_unrepaired
Q9H3U5	success	-119.45									
Q9H3U7	success	332.22									RepairPDB_failed_using_unrepaired
Q9H3V2	success	27.56									
Q9H3W5	success	340.96									RepairPDB_failed_using_unrepaired
Q9H3Y0	success	75.34									
Q9H3Y6	success	149.24									RepairPDB_failed_using_unrepaired
Q9H3Y8	success	153.57									
Q9H3Z4	success	80.27									
Q9H3Z7	success	-22.06									
Q9H400	success	434.29									
Q9H410	success	293.16									
Q9H422	success	1912.94									RepairPDB_failed_using_unrepaired
Q9H425	success	390.42									
Q9H426	success	121.43									
Q9H427	success	75.4									
Q9H444	success	70.92									
Q9H446	success	37.83									
Q9H461	success	430.81									RepairPDB_failed_using_unrepaired
Q9H467	success	136.24									
Q9H469	success	-7.37									
Q9H477	success	-44.23									
Q9H478	success	63.9									
Q9H479	success	-50.85									
Q9H488	success	72.12									RepairPDB_failed_using_unrepaired
Q9H489	success	248.04									
Q9H490	success	-36.05									RepairPDB_failed_using_unrepaired
Q9H492	success	-26.63									
Q9H496	success	5.52									
Q9H497	success	61.87									
Q9H4A3	success	5389.72									RepairPDB_failed_using_unrepaired
Q9H4A4	success	41.64									RepairPDB_failed_using_unrepaired
Q9H4A5	success	18.36									
Q9H4A6	success	115.07									RepairPDB_failed_using_unrepaired
Q9H4A9	success	86.33									
Q9H4B0	success	-36.54									
Q9H4B4	success	283.73									RepairPDB_failed_using_unrepaired
Q9H4B6	success	308.94									
Q9H4B7	success	-54.4									
Q9H4B8	success	117.88									
Q9H4D0	success	553.42									RepairPDB_failed_using_unrepaired
Q9H4D5	success	490.02									RepairPDB_failed_using_unrepaired
Q9H4E5	success	24.65									
Q9H4E7	success	315.38									RepairPDB_failed_using_unrepaired
Q9H4F1	success	-3.64									
Q9H4F8	success	352.16									RepairPDB_failed_using_unrepaired
Q9H4G0	success	1008.26									RepairPDB_failed_using_unrepaired
Q9H4G1	success	-3.5									
Q9H4G4	success	-18.4									
Q9H4G8	success	26.74									
Q9H4H8	success	634.58									RepairPDB_failed_using_unrepaired
Q9H4I0	success	743.99									RepairPDB_failed_using_unrepaired
Q9H4I2	success	1309.42									RepairPDB_failed_using_unrepaired
Q9H4I3	success	119.35									RepairPDB_failed_using_unrepaired
Q9H4I8	success	-74.97									
Q9H4I9	success	83.63									
Q9H4K1	success	193.83									RepairPDB_failed_using_unrepaired
Q9H4K7	success	121.42									
Q9H4L4	success	475.54									RepairPDB_failed_using_unrepaired
Q9H4L5	success	738.24									RepairPDB_failed_using_unrepaired
Q9H4L7	success	775.57									RepairPDB_failed_using_unrepaired
Q9H4M3	success	-25.03									
Q9H4M7	success	1132.76									RepairPDB_failed_using_unrepaired
Q9H4M9	success	98.11									RepairPDB_failed_using_unrepaired
Q9H4P4	success	-11.42									
Q9H4Q3	success	1045.64									RepairPDB_failed_using_unrepaired
Q9H4Q4	success	254.68									
Q9H4R4	success	101.55									
Q9H4S2	success	350.19									
Q9H4T2	success	335.82									RepairPDB_failed_using_unrepaired
Q9H4W6	success	429.19									
Q9H4X1	success	117.9									
Q9H4Y5	success	-70.01									
Q9H4Z2	success	2346.37									RepairPDB_failed_using_unrepaired
Q9H4Z3	success	310.71									RepairPDB_failed_using_unrepaired
Q9H501	success	1044.35									RepairPDB_failed_using_unrepaired
Q9H503	success	-28.14									
Q9H511	success	203.37									RepairPDB_failed_using_unrepaired
Q9H521	success	-11.81									
Q9H553	success	32.27									RepairPDB_failed_using_unrepaired
Q9H560	success	-26.79									
Q9H568	success	-65.79									
Q9H579	success	191.56									RepairPDB_failed_using_unrepaired
Q9H582	success	2970.56									RepairPDB_failed_using_unrepaired
Q9H583	success	361.66									RepairPDB_failed_using_unrepaired
Q9H596	success	-25.83									
Q9H598	success	115.49									RepairPDB_failed_using_unrepaired
Q9H5F2	success	127.02									
Q9H5H4	success	668.82									RepairPDB_failed_using_unrepaired
Q9H5I1	success	142.69									RepairPDB_failed_using_unrepaired
Q9H5I5	success	651.85									RepairPDB_failed_using_unrepaired
Q9H5J0	success	651.99									
Q9H5J4	success	-69.64									
Q9H5J8	success	309.76									
Q9H5K3	success	-21.1									
Q9H5L6	success	443.4									RepairPDB_failed_using_unrepaired
Q9H5N1	success	380.6									RepairPDB_failed_using_unrepaired
Q9H5P4	success	1406.15									RepairPDB_failed_using_unrepaired
Q9H5Q4	success	162.7									RepairPDB_failed_using_unrepaired
Q9H5U6	success	240.56									RepairPDB_failed_using_unrepaired
Q9H5V7	success	466.22									
Q9H5V8	success	459.99									RepairPDB_failed_using_unrepaired
Q9H5V9	success	86.3									
Q9H5X1	success	-12.72									
Q9H5Y7	success	844.65									RepairPDB_failed_using_unrepaired
Q9H5Z1	success	128.79									RepairPDB_failed_using_unrepaired
Q9H5Z6	success	310.2									
Q9H606	success	213.42									
Q9H607	success	194.32									
Q9H609	success	124.45									
Q9H611	success	250.35									RepairPDB_failed_using_unrepaired
Q9H628	success	-5.64									
Q9H633	success	53.15									
Q9H649	success	-53.72									
Q9H665	success	160.26									
Q9H668	success	109.38									RepairPDB_failed_using_unrepaired
Q9H672	success	-58.64									
Q9H693	success	199.89									
Q9H694	success	1192.25									RepairPDB_failed_using_unrepaired
Q9H6A0	success	92.72									RepairPDB_failed_using_unrepaired
Q9H6A9	success	2390.72									RepairPDB_failed_using_unrepaired
Q9H6B1	success	499.93									
Q9H6B4	success	138.93									
Q9H6B9	success	-101.26									
Q9H6D3	success	-70.92									
Q9H6D7	success	138.51									RepairPDB_failed_using_unrepaired
Q9H6D8	success	158.54									
Q9H6E4	success	-36.21									
Q9H6E5	success	508.12									RepairPDB_failed_using_unrepaired
Q9H6F2	success	39.67									
Q9H6F5	success	505.12									
Q9H6H4	success	181.31									
Q9H6I2	success	550.01									
Q9H6J7	success	43.94									
Q9H6K1	success	150.93									
Q9H6K4	success	1.8									
Q9H6K5	success	2640.14									
Q9H6L2	success	-13.84									
Q9H6L4	success	-40.72									
Q9H6L5	success	475.05									
Q9H6N6	success	612.92									RepairPDB_failed_using_unrepaired
Q9H6P5	success	61.32									
Q9H6Q3	success	117.19									
Q9H6Q4	success	113.43									RepairPDB_failed_using_unrepaired
Q9H6R0	success	106.29									RepairPDB_failed_using_unrepaired
Q9H6R3	success	128.67									RepairPDB_failed_using_unrepaired
Q9H6R4	success	205.72									RepairPDB_failed_using_unrepaired
Q9H6R6	success	148.16									RepairPDB_failed_using_unrepaired
Q9H6R7	success	641.11									RepairPDB_failed_using_unrepaired
Q9H6S0	success	670.78									RepairPDB_failed_using_unrepaired
Q9H6S1	success	425.89									RepairPDB_failed_using_unrepaired
Q9H6S3	success	375.19									RepairPDB_failed_using_unrepaired
Q9H6T0	success	375.36									RepairPDB_failed_using_unrepaired
Q9H6T3	success	444.41									RepairPDB_failed_using_unrepaired
Q9H6U6	success	801.51									RepairPDB_failed_using_unrepaired
Q9H6U8	success	146.4									RepairPDB_failed_using_unrepaired
Q9H6V9	success	-62.7									
Q9H6W3	success	374.69									RepairPDB_failed_using_unrepaired
Q9H6X2	success	360.07									RepairPDB_failed_using_unrepaired
Q9H6X4	success	187.41									
Q9H6X5	success	1059.63									
Q9H6Y2	success	65.89									
Q9H6Y5	success	310.8									
Q9H6Y7	success	166.2									
Q9H6Z4	success	619.41									
Q9H6Z9	success	-67.86									
Q9H706	success	1109.35									RepairPDB_failed_using_unrepaired
Q9H707	success	505.31									RepairPDB_failed_using_unrepaired
Q9H714	success	709.02									RepairPDB_failed_using_unrepaired
Q9H720	success	55.35									RepairPDB_failed_using_unrepaired
Q9H741	success	14.95									
Q9H756	success	181.22									
Q9H765	success	-30.13									
Q9H772	success	36.02									
Q9H773	success	56.97									
Q9H777	success	85.0									RepairPDB_failed_using_unrepaired
Q9H788	success	281.27									RepairPDB_failed_using_unrepaired
Q9H790	success	165.52									RepairPDB_failed_using_unrepaired
Q9H792	success	3293.32									RepairPDB_failed_using_unrepaired
Q9H799	success	438.61									RepairPDB_failed_using_unrepaired
Q9H7B2	success	114.43									RepairPDB_failed_using_unrepaired
Q9H7B4	success	55.56									RepairPDB_failed_using_unrepaired
Q9H7B7	success	76.69									
Q9H7C4	success	463.07									RepairPDB_failed_using_unrepaired
Q9H7C9	success	-21.58									
Q9H7D0	success	642.13									RepairPDB_failed_using_unrepaired
Q9H7D7	success	452.99									RepairPDB_failed_using_unrepaired
Q9H7E2	success	991.92									RepairPDB_failed_using_unrepaired
Q9H7E9	success	201.2									
Q9H7F0	success	452.15									RepairPDB_failed_using_unrepaired
Q9H7F4	success	-13.03									
Q9H7H0	success	143.79									RepairPDB_failed_using_unrepaired
Q9H7J1	success	121.01									
Q9H7L2	success	112.53									
Q9H7L9	success	222.24									RepairPDB_failed_using_unrepaired
Q9H7M6	success	199.2									RepairPDB_failed_using_unrepaired
Q9H7M9	success	127.2									
Q9H7N4	success	2768.03									RepairPDB_failed_using_unrepaired
Q9H7P6	success	170.12									
Q9H7P9	success	2349.38									RepairPDB_failed_using_unrepaired
Q9H7R0	success	582.96									RepairPDB_failed_using_unrepaired
Q9H7R5	success	626.64									RepairPDB_failed_using_unrepaired
Q9H7S9	success	1068.47									
Q9H7T0	success	347.66									RepairPDB_failed_using_unrepaired
Q9H7T3	success	388.87									
Q9H7T9	success	588.81									
Q9H7U1	success	1659.31									RepairPDB_failed_using_unrepaired
Q9H7V2	success	343.38									
Q9H7X0	success	-6.72									
Q9H7X2	success	143.77									
Q9H7X3	success	291.46									
Q9H7X7	success	-12.19									
Q9H7Y0	success	25.54									
Q9H7Z3	success	608.03									RepairPDB_failed_using_unrepaired
Q9H7Z6	success	146.39									RepairPDB_failed_using_unrepaired
Q9H7Z7	success	12.17									
Q9H808	success	402.1									RepairPDB_failed_using_unrepaired
Q9H813	success	161.01									RepairPDB_failed_using_unrepaired
Q9H814	success	452.46									RepairPDB_failed_using_unrepaired
Q9H816	success	210.77									
Q9H819	success	309.02									RepairPDB_failed_using_unrepaired
Q9H825	success	150.22									
Q9H832	success	86.3									
Q9H840	success	45.35									
Q9H841	success	11.0									
Q9H845	success	100.86									RepairPDB_failed_using_unrepaired
Q9H853	success	130.74									
Q9H857	success	148.03									RepairPDB_failed_using_unrepaired
Q9H867	success	-23.26									
Q9H869	success	953.48									RepairPDB_failed_using_unrepaired
Q9H871	success	98.79									RepairPDB_failed_using_unrepaired
Q9H875	success	139.13									RepairPDB_failed_using_unrepaired
Q9H892	success	67.05									RepairPDB_failed_using_unrepaired
Q9H898	success	130.71									
Q9H8E8	success	743.57									RepairPDB_failed_using_unrepaired
Q9H8G1	success	492.25									RepairPDB_failed_using_unrepaired
Q9H8G2	success	477.71									
Q9H8H0	success	267.61									RepairPDB_failed_using_unrepaired
Q9H8H2	success	739.08									RepairPDB_failed_using_unrepaired
Q9H8H3	success	-64.62									
Q9H8J5	success	519.26									
Q9H8K7	success	316.52									
Q9H8L6	success	654.2									RepairPDB_failed_using_unrepaired
Q9H8M1	success	111.35									
Q9H8M2	success	680.75									RepairPDB_failed_using_unrepaired
Q9H8M5	success	802.46									RepairPDB_failed_using_unrepaired
Q9H8M7	success	119.14									RepairPDB_failed_using_unrepaired
Q9H8M9	success	119.2									
Q9H8N7	success	658.79									
Q9H8P0	success	-63.59									
Q9H8Q6	success	88.61									
Q9H8S5	success	39.18									
Q9H8S9	success	-37.31									
Q9H8T0	success	101.01									
Q9H8U3	success	271.52									
Q9H8V3	success	495.28									RepairPDB_failed_using_unrepaired
Q9H8V8	success	162.9									
Q9H8W2	success	148.74									
Q9H8W3	success	160.15									
Q9H8W4	success	51.33									
Q9H8W5	success	378.0									RepairPDB_failed_using_unrepaired
Q9H8X2	success	126.67									RepairPDB_failed_using_unrepaired
Q9H8X3	success	146.27									
Q9H8X9	success	170.39									
Q9H8Y1	success	542.98									RepairPDB_failed_using_unrepaired
Q9H8Y5	success	620.71									RepairPDB_failed_using_unrepaired
Q9H8Y8	success	476.41									
Q9H900	success	189.37									RepairPDB_failed_using_unrepaired
Q9H902	success	127.84									
Q9H903	success	13.5									
Q9H910	success	251.97									
Q9H920	success	-14.69									
Q9H930	success	473.56									RepairPDB_failed_using_unrepaired
Q9H936	success	-15.88									
Q9H939	success	105.88									RepairPDB_failed_using_unrepaired
Q9H944	success	-11.52									
Q9H963	success	49.68									
Q9H967	success	484.98									RepairPDB_failed_using_unrepaired
Q9H972	success	540.61									RepairPDB_failed_using_unrepaired
Q9H974	success	71.24									RepairPDB_failed_using_unrepaired
