accession	ft_transit	ft_signal	cc_subcellular_location
Q9Y697	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:19454487, ECO:0000269|PubMed:23593335, ECO:0000269|PubMed:26702583, ECO:0000269|PubMed:30817134, ECO:0000269|PubMed:9885568}.; SUBCELLULAR LOCATION: [Isoform Cytosolic]: Cytoplasm, cytosol {ECO:0000269|PubMed:23593335, ECO:0000269|PubMed:30817134, ECO:0000269|PubMed:9885568}. Nucleus {ECO:0000269|PubMed:19454487, ECO:0000269|PubMed:23593335, ECO:0000269|PubMed:9885568}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:30817134}.
Q9Y6C9			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:36264797}; Multi-pass membrane protein {ECO:0000255}.
Q9Y6E7	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03161, ECO:0000269|PubMed:16959573, ECO:0000269|PubMed:17715127"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03161, ECO:0000269|PubMed:16079181, ECO:0000269|PubMed:16959573, ECO:0000269|PubMed:17715127}.
Q9Y6G3	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P0C2B9"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9Y6H1			SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23303788}. Mitochondrion {ECO:0000269|PubMed:25662902}. Mitochondrion intermembrane space {ECO:0000269|PubMed:25662902}. Note=Mainly localized in the intermembrane space. {ECO:0000269|PubMed:25662902}.
Q9Y6H3			
Q9Y6J8			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:21262771}.
Q9Y6M9			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.
Q9Y6N1	"TRANSIT 1..75; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15229189, ECO:0000269|PubMed:9878253, ECO:0000305|PubMed:35750769}; Single-pass membrane protein {ECO:0000269|PubMed:9878253}; Intermembrane side {ECO:0000269|PubMed:9878253}.
Q9Y6N5	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q9Y3B7	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9Y3D9			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.
Q9Y3E2			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22746225}.
Q9Y5J9			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Intermembrane side {ECO:0000250}.
Q9Y5R4			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18541145}.
Q9Y6I8			SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9Y3B1			
Q9Y3D5	"TRANSIT 1..40; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.
A0A0B4J2F0			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:31653868}; Single-pass membrane protein {ECO:0000255}.
A3KMH1	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:30204880}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion {ECO:0000269|PubMed:30204880}. Peroxisome {ECO:0000269|PubMed:30204880}. Note=Localizes to peroxisomes in a PEX7-dependent manner. {ECO:0000269|PubMed:30204880}.
A4D1E9			SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:17054726}. Chromosome {ECO:0000269|PubMed:17054726}. Note=Found in the dense fibrillar compartment region of the nucleolus. At the onset of mitosis moves to the chromosome surface and remains there until anaphase. Gradually re-assembles into the nucleolus at late anaphase to telophase.
A6NFY7			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:19465911}.
A6NJ78	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:31665743, ECO:0000269|PubMed:32371392}.
A6NK06			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P54987}.
A6NK58	"TRANSIT 1..31; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:28628643, ECO:0000269|PubMed:28757203}.
A8MUP2	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:28887308"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25023281, ECO:0000269|PubMed:28887308}.
A8MXV4			SUBCELLULAR LOCATION: Peroxisome {ECO:0000250|UniProtKB:P11930}.
O00142	"TRANSIT 1..33; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:9989599"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:9989599}.
O00154			SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: [Isoform 6]: Cytoplasm, cytosol {ECO:0000305|PubMed:12435388}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12435388}.; SUBCELLULAR LOCATION: [Isoform 5]: Mitochondrion {ECO:0000269|PubMed:12435388}.
O00217	"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P42028"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.
O00330	"TRANSIT 1..53; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
O00408			SUBCELLULAR LOCATION: [Isoform PDE2A3]: Cell membrane {ECO:0000269|PubMed:19632989, ECO:0000269|PubMed:28463107}; Lipid-anchor {ECO:0000269|PubMed:19632989}.; SUBCELLULAR LOCATION: [Isoform PDE2A2]: Mitochondrion matrix {ECO:0000250|UniProtKB:Q922S4}. Mitochondrion inner membrane {ECO:0000269|PubMed:28463107}. Mitochondrion outer membrane {ECO:0000269|PubMed:28463107}.; SUBCELLULAR LOCATION: [Isoform PDE2A1]: Cytoplasm {ECO:0000269|PubMed:19632989, ECO:0000269|PubMed:28463107}.; SUBCELLULAR LOCATION: [Isoform 5]: Mitochondrion {ECO:0000305}.
O00411	"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:23283301, ECO:0000269|PubMed:29445193}.
O00429			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11514614, ECO:0000269|PubMed:12618434, ECO:0000269|PubMed:9786947}. Golgi apparatus {ECO:0000269|PubMed:20688057, ECO:0000269|PubMed:9348079, ECO:0000269|PubMed:9570752}. Endomembrane system {ECO:0000269|PubMed:11514614, ECO:0000269|PubMed:9348079, ECO:0000269|PubMed:9472031, ECO:0000269|PubMed:9570752}; Peripheral membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:26122121, ECO:0000269|PubMed:27145208, ECO:0000269|PubMed:27145933, ECO:0000269|PubMed:28969390}; Peripheral membrane protein. Peroxisome {ECO:0000269|PubMed:12499366, ECO:0000269|PubMed:12618434}. Membrane, clathrin-coated pit {ECO:0000250|UniProtKB:O35303}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:O35303}. Note=Mainly cytosolic. Recruited by RALA and RALBP1 to mitochondrion during mitosis (PubMed:21822277). Translocated to the mitochondrial membrane through O-GlcNAcylation and interaction with FIS1. Colocalized with MARCHF5 at mitochondrial membrane (PubMed:17606867). Localizes to mitochondria at sites of division (PubMed:15208300). Localizes to mitochondria following necrosis induction. Recruited to the mitochondrial outer membrane by interaction with MIEF1. Mitochondrial recruitment is inhibited by C11orf65/MFI (By similarity). Associated with peroxisomal membranes, partly recruited there by PEX11B. May also be associated with endoplasmic reticulum tubules and cytoplasmic vesicles and found to be perinuclear (PubMed:9422767, PubMed:9570752). In some cell types, localizes to the Golgi complex (By similarity). Binds to phospholipid membranes (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q8K1M6, ECO:0000269|PubMed:15208300, ECO:0000269|PubMed:17606867, ECO:0000269|PubMed:21822277, ECO:0000269|PubMed:9422767, ECO:0000269|PubMed:9570752}.
O00483			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:23746447, ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.
O00746	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000305|PubMed:10799505"""		SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:10799505, ECO:0000269|PubMed:18635542, ECO:0000305|PubMed:23150663}; Peripheral membrane protein. Mitochondrion matrix {ECO:0000269|PubMed:10799505, ECO:0000305|PubMed:18635542}. Mitochondrion outer membrane {ECO:0000269|PubMed:10799505, ECO:0000305|PubMed:23150663}. Note=Predominantly localized in the mitochondrion intermembrane space (PubMed:18635542). Colocalizes with OPA1 in mitochondria (Probable) (PubMed:24970086). Phospholipid binding mediates mitochondrial inner membrane binding (Probable) (PubMed:18635542). Fully membrane-bound, when attached simultaneously to inner membrane (IM) and outer membrane (OM) through the formation of contact sites between IM and OM (Probable) (PubMed:17028143). The additional binding to OM may depend on the availability or accessibility of cardiolipin and/or other anionic phospholipids in the IM outer leaflet and the OM inner leaflet (Probable). {ECO:0000269|PubMed:17028143, ECO:0000269|PubMed:18635542, ECO:0000269|PubMed:24970086, ECO:0000305|PubMed:23150663}.
O00763	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:E9Q4Z2"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:10677481}.
O14521	"TRANSIT 1..56; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072, ECO:0000269|PubMed:9533030}; Multi-pass membrane protein {ECO:0000255}.
O14548	"TRANSIT 1..55; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:27545886}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q99KD6}.
O14561	"TRANSIT 1..68; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:19892738, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:28892042}.
O14832	"TRANSIT 1..30; /note=""Peroxisome""; /evidence=""ECO:0000250|UniProtKB:P57093"""		SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:9326939}.
O14874	"TRANSIT 1..30; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q00972, ECO:0000305|PubMed:24449431}. Note=Detected in the cytosolic compartment of liver cells. {ECO:0000250|UniProtKB:Q00972}.
O14880			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:27184847}; Multi-pass membrane protein {ECO:0000255}.
O14925			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25997101}; Multi-pass membrane protein {ECO:0000255}.
O14949			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P08525}; Single-pass membrane protein {ECO:0000250|UniProtKB:P08525}.
O14957			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P37299}; Single-pass membrane protein {ECO:0000250|UniProtKB:P37299}.
O15091	"TRANSIT 1..45; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18984158}.
O15229			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03018, ECO:0000269|PubMed:9237672}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03018, ECO:0000269|PubMed:9237672}.
O15239			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.
O15270			SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P97363}; Single-pass membrane protein {ECO:0000250|UniProtKB:P97363}.
O15382	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:O35854"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:O35854}.
O15527			SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:17148573}. Nucleus speckle {ECO:0000269|PubMed:17148573}. Nucleus matrix {ECO:0000269|PubMed:17148573}. Note=Together with APEX1 is recruited to nuclear speckles in UVA-irradiated cells.; SUBCELLULAR LOCATION: [Isoform 1A]: Nucleus.; SUBCELLULAR LOCATION: [Isoform 2A]: Mitochondrion.
O15528	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion membrane.
O43169			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:P04166}.
O43181	"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11181577, ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:31206022}; Peripheral membrane protein {ECO:0000269|PubMed:12611891}; Matrix side {ECO:0000269|PubMed:12611891}. Note=The interaction with BCAP31 mediates mitochondria localization. {ECO:0000269|PubMed:31206022}.
O43236			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P28661}. Cell projection, cilium, flagellum {ECO:0000269|PubMed:25588830, ECO:0000269|PubMed:36135717}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:15116257}. Cell projection, axon {ECO:0000250|UniProtKB:P28661}. Cell projection, dendrite {ECO:0000250|UniProtKB:P28661}. Perikaryon {ECO:0000250|UniProtKB:P28661}. Synapse {ECO:0000269|PubMed:17296554}. Note=In platelets, found in areas surrounding alpha-granules (PubMed:15116257). Found in the sperm annulus, a fibrous ring structure connecting the midpiece and the principal piece of the sperm flagellum (PubMed:25588830, PubMed:36135717). Expressed and colocalized with SLC6A3 and SNCA in axon terminals, especially at the varicosities (By similarity). {ECO:0000250|UniProtKB:P28661, ECO:0000269|PubMed:15116257, ECO:0000269|PubMed:25588830, ECO:0000269|PubMed:36135717}.; SUBCELLULAR LOCATION: [Isoform ARTS]: Mitochondrion {ECO:0000269|PubMed:11146656, ECO:0000269|PubMed:15029247, ECO:0000269|PubMed:21695558}. Nucleus {ECO:0000269|PubMed:11146656, ECO:0000269|PubMed:15029247}. Note=While predominantly localized in the mitochondria under resting conditions, translocates into the nucleus after TGF-beta treatment and apoptosis induction. {ECO:0000269|PubMed:11146656}.
O43272	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix.
A1L188			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:27499296}.
O15235	"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.
O43325			SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19022914}.
A0A087WU62			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
A6NC05			
A6NNL5		"SIGNAL 1..26; /evidence=""ECO:0000255"""	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
A8MSI8			
B4DEF8			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
B4DJ38			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.
G3V325			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305}.
H0UI37			
O43464	"TRANSIT 1..31; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion intermembrane space. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Predominantly present in the intermembrane space. Released into the cytosol following apoptotic stimuli, such as UV treatment, and stimulation of mitochondria with caspase-8 truncated BID/tBID.; SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum {ECO:0000269|PubMed:10644717}.
O43488	"TRANSIT 1..38; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255}. Golgi apparatus {ECO:0000250|UniProtKB:Q8CG45}. Cytoplasm {ECO:0000269|PubMed:9576847}.
O43521			SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Associated with intracytoplasmic membranes. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform BimEL]: Mitochondrion. Note=Translocates from microtubules to mitochondria on loss of cell adherence.; SUBCELLULAR LOCATION: [Isoform BimL]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform BimS]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform Bim-alpha1]: Mitochondrion.
O43572	"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11248059}. Membrane {ECO:0000269|PubMed:11248059}. Cytoplasm {ECO:0000269|PubMed:11248059}. Note=Predominantly mitochondrial but also membrane associated and cytoplasmic.
O43615	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10339406}; Peripheral membrane protein {ECO:0000269|PubMed:10339406}; Matrix side {ECO:0000269|PubMed:10339406}. Mitochondrion matrix {ECO:0000269|PubMed:10339406}.
O43674	"TRANSIT 1..46; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.
O43676			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.
O43678			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.
O43708			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O43715			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15735003, ECO:0000269|PubMed:23931759}. Mitochondrion intermembrane space {ECO:0000269|PubMed:23931759}.
O43716			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03149, ECO:0000269|PubMed:19805282}.
O43766	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03123"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03123}.
O43772			SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
O43819	"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15229189, ECO:0000269|PubMed:35750769}; Single-pass membrane protein {ECO:0000255}.
O43837	"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion.
O43847		"SIGNAL 1..20; /evidence=""ECO:0000255"""	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:28017472}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q8BHG1}.
O43865			SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:27995898, ECO:0000269|PubMed:28647132}. Cytoplasm, cytosol {ECO:0000269|PubMed:27995898}. Apical cell membrane {ECO:0000250|UniProtKB:B5DFN2}; Peripheral membrane protein {ECO:0000305}. Microsome {ECO:0000250|UniProtKB:Q80SW1}. Note=Associates with membranes when phosphorylated, probably through interaction with ITPR1 (By similarity). Localizes to mitochondria-associated endoplasmic reticulum membranes (MAMs) (PubMed:27995898). Localization to MAMs is greatly reduced under apoptotic stress conditions (PubMed:27995898). {ECO:0000250|UniProtKB:Q80SW1, ECO:0000269|PubMed:27995898}.
O43920			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}. Mitochondrion intermembrane space {ECO:0000305}.
O60218			SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:21585341}. Secreted {ECO:0000269|PubMed:21585341}. Note=Secreted through a lysosome-mediated non-classical pathway.
O60220			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11489896}; Peripheral membrane protein {ECO:0000269|PubMed:11489896}; Intermembrane side {ECO:0000269|PubMed:11489896}.
O60238			SUBCELLULAR LOCATION: Nucleus envelope. Endoplasmic reticulum. Mitochondrion outer membrane. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Colocalizes with SPATA18 at the mitochondrion outer membrane.
O60260			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:10319893, ECO:0000269|PubMed:16955485, ECO:0000269|PubMed:17846173, ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19029340, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:19501131, ECO:0000269|PubMed:22082830, ECO:0000269|PubMed:23620051, ECO:0000269|PubMed:23933751, ECO:0000269|PubMed:24898855}. Nucleus {ECO:0000269|PubMed:16955485}. Endoplasmic reticulum {ECO:0000269|PubMed:19501131}. Mitochondrion {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19029340, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:20889974, ECO:0000269|PubMed:22082830, ECO:0000269|PubMed:23620051, ECO:0000269|PubMed:23754282, ECO:0000269|PubMed:23933751, ECO:0000269|PubMed:24898855}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q9WVS6}. Cell projection, neuron projection {ECO:0000269|PubMed:12925569}. Postsynaptic density {ECO:0000250|UniProtKB:Q9WVS6}. Presynapse {ECO:0000250|UniProtKB:Q9WVS6}. Note=Mainly localizes in the cytosol (PubMed:19029340, PubMed:19229105). Co-localizes with SYT11 in neutrites (PubMed:12925569). Co-localizes with SNCAIP in brainstem Lewy bodies (PubMed:10319893, PubMed:11431533). Translocates to dysfunctional mitochondria that have lost the mitochondrial membrane potential; recruitment to mitochondria is PINK1-dependent (PubMed:18957282, PubMed:19966284, PubMed:23620051, PubMed:24898855). Mitochondrial localization also gradually increases with cellular growth (PubMed:22082830). {ECO:0000269|PubMed:10319893, ECO:0000269|PubMed:11431533, ECO:0000269|PubMed:12925569, ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19029340, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:19966284, ECO:0000269|PubMed:22082830, ECO:0000269|PubMed:23620051, ECO:0000269|PubMed:24898855}.
