accession	n_domains	top_superfamily	source
Q9NS98	3	2.130.10.10	InterPro_Gene3D
Q9NSA0	1	1.20.1250.20	InterPro_Gene3D
Q9NSA1	1	2.80.10.50	InterPro_Gene3D
Q9NSA2	3	1.10.287.70	InterPro_Gene3D
Q9NSA3	1	1.10.10.490	InterPro_Gene3D
Q9NSB2	3	1.20.5.1160	InterPro_Gene3D
Q9NSB4	3	1.20.5.1160	InterPro_Gene3D
Q9NSB8	2	1.20.5.1700	InterPro_Gene3D
Q9NSC2	8	3.30.160.60	InterPro_Gene3D
Q9NSC5	2	1.20.5.1700	InterPro_Gene3D
Q9NSC7	1	3.90.1480.20	InterPro_Gene3D
Q9NSD4	11	3.30.160.60	InterPro_Gene3D
Q9NSD7	1	1.20.1070.10	InterPro_Gene3D
Q9NSD9	4	3.30.56.10	InterPro_Gene3D
Q9NSE2	2	1.10.750.20	InterPro_Gene3D
Q9NSE4	5	1.10.10.830	CATH_pilot
Q9NSI5	2	2.60.40.10	InterPro_Gene3D
Q9NSI6	5	1.20.920.10	InterPro_Gene3D
Q9NSI8	2	1.10.150.50	InterPro_Gene3D
Q9NSJ1	13	3.30.160.60	InterPro_Gene3D
Q9NSK0	1	1.25.40.10	InterPro_Gene3D
Q9NSN8	1	2.30.42.10	InterPro_Gene3D
Q9NSP4	1	3.40.50.300	InterPro_Gene3D
Q9NSQ0	1	6.10.250.1770	InterPro_Gene3D
Q9NST1	2	3.40.1090.10	InterPro_Gene3D
Q9NSU2	1	3.30.420.10	InterPro_Gene3D
Q9NSV4	6	1.10.20.40	InterPro_Gene3D
Q9NSY0	2	1.10.510.10	InterPro_Gene3D
Q9NSY1	1	1.10.510.10	InterPro_Gene3D
Q9NSY2	1	3.30.530.20	InterPro_Gene3D
Q9NT22	1	1.10.287.1490	InterPro_Gene3D
Q9NT62	1	3.30.1460.50	InterPro_Gene3D
Q9NT68	12	2.10.25.10	InterPro_Gene3D
Q9NT99	2	2.60.40.10	InterPro_Gene3D
Q9NTG1	2	1.10.287.70	InterPro_Gene3D
Q9NTG7	2	3.30.1600.10	CATH_pilot
Q9NTI2	4	2.70.150.10	InterPro_Gene3D
Q9NTI5	3	1.25.10.10	InterPro_Gene3D
Q9NTI7	1	3.30.200.20	InterPro_Gene3D
Q9NTJ3	6	1.20.1060.20	InterPro_Gene3D
Q9NTJ4	4	1.20.1270.50	InterPro_Gene3D
Q9NTK5	6	1.10.150.300	InterPro_Gene3D
Q9NTM9	1	3.20.20.380	InterPro_Gene3D
Q9NTN9	3	2.130.10.10	InterPro_Gene3D
Q9NTQ9	1	1.20.1440.80	InterPro_Gene3D
Q9NTU7	1	2.60.120.40	InterPro_Gene3D
Q9NTW7	11	3.30.160.60	InterPro_Gene3D
Q9NTX5	1	3.90.226.10	CATH_pilot
Q9NTX7	2	3.30.40.10	InterPro_Gene3D
Q9NTZ6	5	3.30.70.330	InterPro_Gene3D
Q9NU02	4	1.10.238.10	InterPro_Gene3D
Q9NU19	3	1.10.10.750	InterPro_Gene3D
Q9NU22	9	3.40.50.300	InterPro_Gene3D
Q9NU39	1	1.10.10.10	InterPro_Gene3D
Q9NU63	7	3.30.160.60	InterPro_Gene3D
Q9NUA8	11	3.30.160.60	InterPro_Gene3D
Q9NUB1	2	3.30.300.30	CATH_pilot
Q9NUD5	1	4.10.60.10	InterPro_Gene3D
Q9NUG4	3	1.20.1160.20	InterPro_Gene3D
Q9NUH8	1	1.10.10.1740	InterPro_Gene3D
Q9NUI1	1	3.40.50.720	InterPro_Gene3D
Q9NUJ1	1	3.40.50.1820	CATH_pilot
Q9NUJ7	1	3.20.20.190	InterPro_Gene3D
Q9NUK0	2	3.30.1370.210	InterPro_Gene3D
Q9NUL3	4	3.30.160.20	InterPro_Gene3D
Q9NUL7	2	3.40.50.300	CATH_pilot
Q9NUP9	2	1.10.287.650	InterPro_Gene3D
Q9NUQ7	1	3.90.70.130	InterPro_Gene3D
Q9NUQ8	2	3.40.50.300	InterPro_Gene3D
Q9NUT2	2	1.20.1560.10	CATH_pilot
Q9NUU7	3	3.40.50.300	InterPro_Gene3D
Q9NUV7	3	3.40.640.10	InterPro_Gene3D
Q9NUV9	1	3.40.50.300	InterPro_Gene3D
Q9NUW8	2	3.30.870.10	InterPro_Gene3D
Q9NUX5	2	2.40.50.140	InterPro_Gene3D
Q9NUY8	2	1.10.472.80	InterPro_Gene3D
Q9NUZ1	3	1.20.140.10	InterPro_Gene3D
Q9NV06	2	2.130.10.10	InterPro_Gene3D
Q9NV23	1	3.40.50.1820	InterPro_Gene3D
Q9NV31	1	3.10.290.10	InterPro_Gene3D
Q9NV35	1	3.90.79.10	InterPro_Gene3D
Q9NV58	3	1.20.120.1750	InterPro_Gene3D
Q9NV66	2	3.20.20.70	InterPro_Gene3D
Q9NV70	1	2.30.29.90	InterPro_Gene3D
Q9NV72	10	3.30.160.60	InterPro_Gene3D
Q9NV79	1	3.40.50.150	InterPro_Gene3D
Q9NV88	3	3.40.50.10890	InterPro_Gene3D
Q9NVA2	1	3.40.50.300	InterPro_Gene3D
Q9NVC3	1	1.20.1740.10	InterPro_Gene3D
Q9NVD3	2	3.90.1410.10	InterPro_Gene3D
Q9NVD7	2	1.10.418.10	InterPro_Gene3D
Q9NVE4	1	1.20.58.1520	InterPro_Gene3D
Q9NVE5	2	3.90.70.10	InterPro_Gene3D
Q9NVE7	4	1.20.1700.10	InterPro_Gene3D
Q9NVF9	4	3.30.200.20	InterPro_Gene3D
Q9NVG8	3	1.10.472.80	InterPro_Gene3D
Q9NVH0	1	3.30.420.10	CATH_pilot
Q9NVH1	1	1.10.287.110	CATH_pilot
Q9NVH6	2	3.30.2020.30	CATH_pilot
Q9NVI7	1	3.40.50.300	CATH_pilot
Q9NVJ2	1	3.40.50.300	InterPro_Gene3D
Q9NVM4	4	2.70.160.11	InterPro_Gene3D
Q9NVM6	2	1.10.287.110	InterPro_Gene3D
Q9NVN3	4	1.25.10.10	InterPro_Gene3D
Q9NVN8	2	1.10.1580.10	InterPro_Gene3D
Q9NVP1	2	3.40.50.300	InterPro_Gene3D
Q9NVP2	1	2.60.40.1490	InterPro_Gene3D
Q9NVP4	1	1.25.40.20	InterPro_Gene3D
Q9NVQ4	2	2.40.128.180	InterPro_Gene3D
Q9NVR0	4	1.25.40.420	InterPro_Gene3D
Q9NVR7	1	2.160.20.70	InterPro_Gene3D
Q9NVS2	1	4.10.640.10	CATH_pilot
Q9NVS9	1	2.30.110.10	CATH_pilot
Q9NVT9	1	1.25.10.10	InterPro_Gene3D
Q9NVV4	2	1.10.1410.10	CATH_pilot
Q9NVV9	1	6.20.210.20	InterPro_Gene3D
Q9NVW2	1	3.30.40.10	InterPro_Gene3D
Q9NVX2	1	2.130.10.10	InterPro_Gene3D
Q9NVX7	3	1.25.40.420	InterPro_Gene3D
Q9NVZ3	1	2.30.29.30	InterPro_Gene3D
Q9NW07	9	3.30.160.60	InterPro_Gene3D
Q9NW08	8	2.40.270.10	InterPro_Gene3D
Q9NW13	4	3.30.70.330	InterPro_Gene3D
Q9NW38	3	3.10.110.10	InterPro_Gene3D
Q9NW61	1	2.30.29.30	InterPro_Gene3D
Q9NW64	2	3.30.70.330	InterPro_Gene3D
Q9NW68	1	1.10.3970.10	InterPro_Gene3D
Q9NW81	1	3.80.10.10	CATH_pilot
Q9NW82	3	2.130.10.10	InterPro_Gene3D
Q9NWB1	1	3.30.70.330	InterPro_Gene3D
Q9NWF9	2	1.20.120.1750	InterPro_Gene3D
Q9NWH9	2	1.10.720.30	InterPro_Gene3D
Q9NWK9	1	3.30.60.190	InterPro_Gene3D
Q9NWL6	3	3.40.50.620	InterPro_Gene3D
Q9NWM0	3	3.50.50.60	InterPro_Gene3D
Q9NWM3	1	1.10.8.10	InterPro_Gene3D
Q9NWM8	2	1.10.238.10	InterPro_Gene3D
Q9NWS1	1	1.10.486.10	InterPro_Gene3D
Q9NWS9	5	1.10.4020.10	InterPro_Gene3D
Q9NWT1	2	2.130.10.10	InterPro_Gene3D
Q9NWT6	2	1.10.287.1010	InterPro_Gene3D
Q9NWU1	2	3.40.47.10	CATH_pilot
Q9NWU5	1	3.90.470.10	CATH_pilot
Q9NWV8	1	3.40.50.410	InterPro_Gene3D
Q9NWW6	1	3.40.50.300	InterPro_Gene3D
Q9NWW9	1	3.90.1720.10	InterPro_Gene3D
Q9NWX5	2	1.10.750.20	InterPro_Gene3D
Q9NWX6	1	3.30.70.3000	CATH_pilot
Q9NWZ3	3	1.10.510.10	InterPro_Gene3D
Q9NWZ5	2	3.40.50.2020	InterPro_Gene3D
Q9NX01	1	3.40.30.10	InterPro_Gene3D
Q9NX02	3	1.10.533.10	InterPro_Gene3D
Q9NX07	2	3.30.70.330	InterPro_Gene3D
Q9NX09	1	3.90.470.40	InterPro_Gene3D
Q9NX18	1	1.10.150.250	CATH_pilot
Q9NX20	1	3.90.1170.10	CATH_pilot
Q9NX24	1	3.30.1330.30	InterPro_Gene3D
Q9NX36	1	1.10.287.110	CATH_pilot
Q9NX38	1	2.40.50.100	InterPro_Gene3D
Q9NX45	1	4.10.280.10	InterPro_Gene3D
Q9NX46	1	1.10.4080.10	InterPro_Gene3D
Q9NX47	1	3.30.40.10	CATH_pilot
Q9NX52	1	1.20.1540.10	InterPro_Gene3D
Q9NX55	1	1.10.8.10	InterPro_Gene3D
Q9NX57	1	3.40.50.300	InterPro_Gene3D
Q9NX58	2	1.10.10.2100	InterPro_Gene3D
Q9NX62	2	3.30.540.10	InterPro_Gene3D
Q9NX65	8	1.10.10.60	InterPro_Gene3D
Q9NX74	2	3.20.20.70	CATH_pilot
Q9NXA8	2	3.30.1600.10	CATH_pilot
Q9NXC2	2	3.30.360.10	InterPro_Gene3D
Q9NXC5	1	2.130.10.10	InterPro_Gene3D
Q9NXD2	1	2.30.29.30	InterPro_Gene3D
Q9NXF1	1	1.25.10.10	InterPro_Gene3D
Q9NXG2	1	3.30.2300.10	InterPro_Gene3D
Q9NXG6	3	1.10.238.10	InterPro_Gene3D
Q9NXH3	1	1.10.150.220	InterPro_Gene3D
Q9NXH8	1	3.40.50.300	InterPro_Gene3D
Q9NXH9	3	3.30.56.70	CATH_pilot
Q9NXI6	1	3.30.40.10	InterPro_Gene3D
Q9NXJ5	1	3.40.630.20	InterPro_Gene3D
Q9NXK8	1	3.80.10.10	InterPro_Gene3D
Q9NXL2	4	1.20.1270.60	InterPro_Gene3D
Q9NXL9	3	2.40.50.140	InterPro_Gene3D
Q9NXN4	2	3.40.220.10	InterPro_Gene3D
Q9NXP7	2	1.10.340.70	InterPro_Gene3D
Q9NXR1	1	6.10.250.1080	InterPro_Gene3D
Q9NXR5	1	1.25.40.20	InterPro_Gene3D
Q9NXR8	2	3.30.40.10	InterPro_Gene3D
Q9NXS2	1	3.40.630.10	InterPro_Gene3D
Q9NXS3	4	1.25.40.420	InterPro_Gene3D
Q9NXT0	12	3.30.160.60	InterPro_Gene3D
Q9NXU5	1	3.40.50.300	InterPro_Gene3D
Q9NXV2	3	3.30.70.2000	InterPro_Gene3D
Q9NXW2	1	1.10.287.110	InterPro_Gene3D
Q9NXW9	2	2.60.120.590	InterPro_Gene3D
Q9NXZ2	3	3.30.1370.10	InterPro_Gene3D
Q9NY12	1	2.40.10.230	InterPro_Gene3D
Q9NY15	22	2.10.25.10	InterPro_Gene3D
Q9NY25	1	3.10.100.10	InterPro_Gene3D
Q9NY28	2	2.80.10.50	InterPro_Gene3D
Q9NY30	1	3.90.640.90	InterPro_Gene3D
Q9NY33	3	3.30.540.30	InterPro_Gene3D
Q9NY35	1	1.20.140.150	InterPro_Gene3D
Q9NY37	2	1.10.287.770	InterPro_Gene3D
Q9NY43	1	1.10.10.60	InterPro_Gene3D
Q9NY46	12	1.10.238.10	InterPro_Gene3D
Q9NY47	2	3.30.450.20	InterPro_Gene3D
Q9NY56	1	2.40.128.20	InterPro_Gene3D
Q9NY57	4	1.10.510.10	InterPro_Gene3D
Q9NY59	2	3.60.10.10	InterPro_Gene3D
Q9NY64	1	1.20.1250.20	InterPro_Gene3D
Q9NY65	3	1.10.287.600	InterPro_Gene3D
Q9NY72	1	2.60.40.10	InterPro_Gene3D
Q9NY91	1	1.20.1730.10	InterPro_Gene3D
Q9NY93	2	3.40.50.300	InterPro_Gene3D
Q9NY97	1	3.90.550.50	InterPro_Gene3D
Q9NY99	1	2.30.42.10	InterPro_Gene3D
Q9NYA1	2	2.60.200.40	InterPro_Gene3D
Q9NYA4	1	3.30.40.10	InterPro_Gene3D
Q9NYB0	3	1.10.10.2170	InterPro_Gene3D
Q9NYB5	3	1.20.1250.20	InterPro_Gene3D
Q9NYB9	2	2.30.30.40	InterPro_Gene3D
Q9NYC9	19	1.10.287.2620	InterPro_Gene3D
Q9NYD6	1	1.10.10.60	InterPro_Gene3D
Q9NYF5	1	1.10.555.10	InterPro_Gene3D
Q9NYG5	1	3.30.40.10	InterPro_Gene3D
Q9NYG8	1	1.10.287.70	InterPro_Gene3D
Q9NYH9	3	1.25.40.10	InterPro_Gene3D
Q9NYI0	2	1.10.1000.11	InterPro_Gene3D
Q9NYJ7	7	2.10.25.10	InterPro_Gene3D
Q9NYJ8	2	1.10.8.10	InterPro_Gene3D
Q9NYK1	2	3.40.50.10140	InterPro_Gene3D
Q9NYK5	2	3.10.20.30	CATH_pilot
Q9NYL2	3	1.10.150.50	InterPro_Gene3D
Q9NYL4	1	3.10.50.40	InterPro_Gene3D
Q9NYL5	1	1.10.630.10	InterPro_Gene3D
Q9NYL9	1	3.80.10.10	InterPro_Gene3D
Q9NYM4	1	1.20.1070.10	InterPro_Gene3D
Q9NYM9	1	1.20.5.110	InterPro_Gene3D
Q9NYN1	1	3.40.50.300	InterPro_Gene3D
Q9NYQ3	1	3.20.20.70	CATH_pilot
Q9NYQ6	23	1.20.1070.10	InterPro_Gene3D
Q9NYQ7	21	1.20.1070.10	InterPro_Gene3D
Q9NYQ8	36	2.10.25.10	InterPro_Gene3D
Q9NYR8	1	3.40.50.720	InterPro_Gene3D
Q9NYR9	1	3.40.50.300	InterPro_Gene3D
Q9NYS0	1	3.40.50.300	InterPro_Gene3D
Q9NYS7	4	1.10.750.20	InterPro_Gene3D
Q9NYT0	3	1.10.10.10	InterPro_Gene3D
Q9NYT6	20	3.30.160.60	InterPro_Gene3D
Q9NYU1	1	3.90.550.10	InterPro_Gene3D
Q9NYU2	1	3.90.550.10	InterPro_Gene3D
Q9NYV4	2	1.10.510.10	InterPro_Gene3D
Q9NYV8	1	1.20.1070.10	InterPro_Gene3D
Q9NYV9	1	1.20.1070.10	InterPro_Gene3D
Q9NYW0	1	1.20.1070.10	InterPro_Gene3D
Q9NYW1	1	1.20.1070.10	InterPro_Gene3D
Q9NYW2	1	1.20.1070.10	InterPro_Gene3D
Q9NYW3	1	1.20.1070.10	InterPro_Gene3D
Q9NYW4	1	1.20.1070.10	InterPro_Gene3D
Q9NYW5	1	1.20.1070.10	InterPro_Gene3D
Q9NYW6	1	1.20.1070.10	InterPro_Gene3D
Q9NYW7	1	1.20.1070.10	InterPro_Gene3D
Q9NYW8	16	3.30.160.60	InterPro_Gene3D
Q9NYY1	1	1.20.1250.10	InterPro_Gene3D
Q9NYY3	5	1.10.510.10	InterPro_Gene3D
Q9NYZ2	2	1.50.40.10	CATH_pilot
Q9NYZ4	3	2.60.40.10	InterPro_Gene3D
Q9NZ01	1	3.10.20.90	InterPro_Gene3D
Q9NZ08	4	1.10.390.10	InterPro_Gene3D
Q9NZ09	1	1.20.120.1920	InterPro_Gene3D
Q9NZ20	2	1.20.90.10	InterPro_Gene3D
Q9NZ32	5	3.30.420.40	InterPro_Gene3D
Q9NZ45	1	3.40.5.90	CATH_pilot
Q9NZ52	4	1.20.5.170	InterPro_Gene3D
Q9NZ56	1	1.20.58.2220	InterPro_Gene3D
Q9NZ71	5	1.20.1160.20	InterPro_Gene3D
Q9NZ72	1	6.10.280.30	InterPro_Gene3D
Q9NZ94	2	3.40.50.1820	InterPro_Gene3D
Q9NZA1	2	1.20.1050.10	InterPro_Gene3D
Q9NZB2	1	3.40.50.1010	InterPro_Gene3D
Q9NZB8	2	3.20.20.70	CATH_pilot
Q9NZC2	1	2.60.40.10	InterPro_Gene3D
Q9NZC3	1	3.20.20.190	InterPro_Gene3D
Q9NZC4	2	1.10.10.10	InterPro_Gene3D
Q9NZC7	3	2.20.70.10	InterPro_Gene3D
Q9NZC9	2	3.40.50.10810	InterPro_Gene3D
Q9NZD2	1	1.10.3520.10	InterPro_Gene3D
Q9NZD4	1	1.20.58.420	InterPro_Gene3D
Q9NZD8	1	3.40.50.1820	InterPro_Gene3D
Q9NZE8	1	4.10.410.60	CATH_pilot
Q9NZH6	1	2.80.10.50	InterPro_Gene3D
Q9NZH7	1	2.80.10.50	InterPro_Gene3D
Q9NZH8	1	2.80.10.50	InterPro_Gene3D
Q9NZI2	1	1.10.238.10	InterPro_Gene3D
Q9NZI6	1	1.10.150.50	InterPro_Gene3D
Q9NZI7	1	1.10.150.50	InterPro_Gene3D
Q9NZI8	5	3.30.1370.10	InterPro_Gene3D
Q9NZJ0	2	2.130.10.10	InterPro_Gene3D
Q9NZJ4	3	1.10.287.110	InterPro_Gene3D
Q9NZJ5	3	1.10.510.10	InterPro_Gene3D
Q9NZJ6	1	3.40.50.150	CATH_pilot
Q9NZJ7	1	1.50.40.10	CATH_pilot
Q9NZJ9	1	3.90.79.10	InterPro_Gene3D
Q9NZK5	1	3.20.20.140	InterPro_Gene3D
Q9NZK7	1	1.20.90.10	InterPro_Gene3D
Q9NZL3	19	3.30.160.60	InterPro_Gene3D
Q9NZL4	1	1.25.10.10	InterPro_Gene3D
Q9NZL6	3	1.10.840.10	InterPro_Gene3D
Q9NZL9	1	3.40.50.720	InterPro_Gene3D
Q9NZM1	6	2.60.40.150	InterPro_Gene3D
Q9NZM3	10	1.10.238.10	InterPro_Gene3D
Q9NZM6	1	1.10.287.70	InterPro_Gene3D
Q9NZN1	4	2.60.40.10	InterPro_Gene3D
Q9NZN3	4	1.10.238.10	InterPro_Gene3D
Q9NZN4	4	1.10.238.10	InterPro_Gene3D
Q9NZN5	4	1.10.167.10	InterPro_Gene3D
Q9NZN8	1	2.30.30.1020	InterPro_Gene3D
Q9NZN9	2	1.25.40.10	InterPro_Gene3D
Q9NZP0	1	1.20.1070.10	InterPro_Gene3D
Q9NZP2	1	1.20.1070.10	InterPro_Gene3D
Q9NZP5	1	1.20.1070.10	InterPro_Gene3D
Q9NZP8	6	2.10.70.10	InterPro_Gene3D
Q9NZQ0	2	1.10.287.110	InterPro_Gene3D
Q9NZQ3	1	2.30.30.40	InterPro_Gene3D
Q9NZQ7	2	2.60.40.10	InterPro_Gene3D
Q9NZQ9	1	3.80.10.10	InterPro_Gene3D
Q9NZR1	1	3.80.10.10	InterPro_Gene3D
Q9NZR2	53	2.10.25.10	InterPro_Gene3D
Q9NZR4	1	1.10.10.60	InterPro_Gene3D
Q9NZS2	1	3.10.100.10	InterPro_Gene3D
Q9NZS9	2	1.10.150.50	InterPro_Gene3D
Q9NZT1	2	1.10.238.10	InterPro_Gene3D
Q9NZU0	2	2.60.40.10	InterPro_Gene3D
Q9NZU1	2	2.60.40.10	InterPro_Gene3D
Q9NZU5	2	2.10.110.10	InterPro_Gene3D
Q9NZU7	2	1.10.238.10	InterPro_Gene3D
Q9NZV1	10	2.10.22.10	InterPro_Gene3D
Q9NZV7	6	3.30.160.60	InterPro_Gene3D
Q9NZV8	3	1.10.287.70	InterPro_Gene3D
Q9NZW5	4	1.10.287.650	InterPro_Gene3D
Q9NZZ3	1	6.10.140.1230	InterPro_Gene3D
Q9P015	1	3.100.10.10	CATH_pilot
Q9P016	1	3.10.590.10	InterPro_Gene3D
Q9P035	1	2.60.40.790	InterPro_Gene3D
Q9P086	1	1.10.287.3490	InterPro_Gene3D
Q9P0G3	2	2.40.10.10	InterPro_Gene3D
Q9P0J1	1	3.60.40.10	CATH_pilot
Q9P0J7	1	3.30.60.90	InterPro_Gene3D
Q9P0K1	3	2.10.25.10	InterPro_Gene3D
Q9P0K7	2	1.25.40.20	InterPro_Gene3D
Q9P0K8	1	1.10.10.10	InterPro_Gene3D
Q9P0L0	1	2.60.40.10	InterPro_Gene3D
Q9P0L1	15	1.10.4020.10	InterPro_Gene3D
Q9P0L2	4	1.10.510.10	InterPro_Gene3D
Q9P0L9	4	1.10.238.10	InterPro_Gene3D
Q9P0M2	1	3.90.1140.10	InterPro_Gene3D
Q9P0M4	1	2.10.90.10	InterPro_Gene3D
Q9P0M6	2	1.10.20.10	InterPro_Gene3D
Q9P0M9	1	2.40.50.100	CATH_pilot
Q9P0N8	1	3.30.40.10	InterPro_Gene3D
Q9P0N9	3	1.10.10.750	InterPro_Gene3D
Q9P0P0	1	3.30.40.10	InterPro_Gene3D
Q9P0R6	1	3.30.2280.10	InterPro_Gene3D
Q9P0S9	1	1.10.10.1740	CATH_pilot
Q9P0T4	4	3.30.160.60	InterPro_Gene3D
Q9P0U3	1	3.40.395.10	InterPro_Gene3D
Q9P0U4	1	3.30.40.10	InterPro_Gene3D
Q9P0V3	2	2.30.30.40	InterPro_Gene3D
Q9P0V8	2	2.60.40.10	InterPro_Gene3D
Q9P0V9	1	3.40.50.300	InterPro_Gene3D
Q9P0W0	1	1.20.1250.10	InterPro_Gene3D
Q9P0W2	1	1.10.30.10	InterPro_Gene3D
Q9P0X4	9	1.10.287.70	InterPro_Gene3D
Q9P0Z9	5	3.30.9.10	InterPro_Gene3D
Q9P104	2	2.30.29.30	InterPro_Gene3D
Q9P107	3	1.10.555.10	InterPro_Gene3D
Q9P121	3	2.60.40.10	InterPro_Gene3D
Q9P126	1	3.10.100.10	InterPro_Gene3D
Q9P1A2	1	1.25.10.10	InterPro_Gene3D
Q9P1F3	1	1.10.10.1540	InterPro_Gene3D
Q9P1P4	1	1.20.1070.10	InterPro_Gene3D
Q9P1P5	1	1.20.1070.10	InterPro_Gene3D
Q9P1Q0	2	1.20.1280.130	InterPro_Gene3D
Q9P1Q5	1	1.20.1070.10	InterPro_Gene3D
Q9P1U0	1	2.20.25.10	InterPro_Gene3D
Q9P1U1	7	2.30.36.70	InterPro_Gene3D
Q9P1V8	1	1.10.150.50	InterPro_Gene3D
Q9P1W8	3	2.60.40.10	InterPro_Gene3D
Q9P1W9	2	1.10.510.10	InterPro_Gene3D
Q9P1Y5	1	3.10.20.360	InterPro_Gene3D
Q9P1Y6	2	3.30.40.10	InterPro_Gene3D
Q9P1Z0	7	3.30.160.60	InterPro_Gene3D
Q9P1Z2	2	2.60.40.2840	InterPro_Gene3D
Q9P1Z3	3	1.10.287.630	InterPro_Gene3D
Q9P202	5	1.20.1160.20	InterPro_Gene3D
Q9P203	4	1.25.40.420	InterPro_Gene3D
Q9P209	2	1.10.287.1490	InterPro_Gene3D
Q9P212	10	1.10.238.10	InterPro_Gene3D
Q9P215	3	1.10.10.60	InterPro_Gene3D
Q9P218	8	2.60.120.200	InterPro_Gene3D
Q9P219	1	1.10.418.10	InterPro_Gene3D
Q9P225	19	1.10.287.2620	InterPro_Gene3D
Q9P227	3	1.10.555.10	InterPro_Gene3D
Q9P232	10	2.60.40.10	InterPro_Gene3D
Q9P241	7	1.20.1110.10	InterPro_Gene3D
Q9P243	11	3.30.160.60	InterPro_Gene3D
Q9P244	4	2.60.40.10	InterPro_Gene3D
Q9P246	4	1.10.150.50	InterPro_Gene3D
Q9P255	13	3.30.160.60	InterPro_Gene3D
Q9P258	2	2.130.10.30	InterPro_Gene3D
Q9P260	2	1.25.10.10	InterPro_Gene3D
Q9P265	4	3.30.300.30	InterPro_Gene3D
Q9P267	1	2.30.30.140	InterPro_Gene3D
Q9P272	2	3.40.50.150	InterPro_Gene3D
Q9P273	11	2.10.25.10	InterPro_Gene3D
Q9P275	1	3.90.70.10	InterPro_Gene3D
Q9P281	2	2.30.30.140	InterPro_Gene3D
Q9P283	8	2.130.10.10	InterPro_Gene3D
Q9P286	3	1.10.510.10	InterPro_Gene3D
Q9P289	3	1.10.12.70	InterPro_Gene3D
Q9P291	1	1.25.10.10	CATH_pilot
Q9P296	1	1.20.1070.10	InterPro_Gene3D
Q9P298	1	6.10.140.1320	InterPro_Gene3D
Q9P299	1	3.30.450.60	InterPro_Gene3D
Q9P2A4	2	2.30.30.40	InterPro_Gene3D
Q9P2B2	4	2.60.40.10	InterPro_Gene3D
Q9P2D0	4	1.25.40.20	InterPro_Gene3D
Q9P2D1	9	1.10.10.60	InterPro_Gene3D
Q9P2D3	3	1.25.10.10	InterPro_Gene3D
Q9P2D6	1	3.40.50.1820	InterPro_Gene3D
Q9P2D7	19	1.10.287.2620	InterPro_Gene3D
Q9P2E2	1	3.40.850.10	InterPro_Gene3D
Q9P2E3	3	3.40.50.300	InterPro_Gene3D
Q9P2E5	1	3.90.550.50	InterPro_Gene3D
Q9P2E7	6	2.60.40.60	InterPro_Gene3D
Q9P2E8	1	3.30.40.10	InterPro_Gene3D
Q9P2E9	1	1.10.287.1490	InterPro_Gene3D
Q9P2F6	2	1.10.555.10	InterPro_Gene3D
Q9P2F8	3	2.30.42.10	InterPro_Gene3D
Q9P2F9	11	3.30.160.60	InterPro_Gene3D
Q9P2G1	3	1.20.120.1750	InterPro_Gene3D
Q9P2G3	5	1.25.40.420	InterPro_Gene3D
Q9P2G9	4	1.25.40.420	InterPro_Gene3D
Q9P2H3	3	1.25.40.470	InterPro_Gene3D
Q9P2H5	2	3.90.70.10	InterPro_Gene3D
Q9P2I0	1	3.60.15.10	InterPro_Gene3D
Q9P2J2	7	2.60.40.10	InterPro_Gene3D
Q9P2J3	3	1.25.40.420	InterPro_Gene3D
Q9P2J5	5	1.10.730.10	InterPro_Gene3D
Q9P2J8	22	3.30.160.60	InterPro_Gene3D
Q9P2J9	1	3.60.40.10	CATH_pilot
Q9P2K1	2	2.60.40.150	InterPro_Gene3D
Q9P2K2	1	3.40.30.10	InterPro_Gene3D
Q9P2K3	3	1.10.10.60	InterPro_Gene3D
Q9P2K5	3	3.30.70.330	InterPro_Gene3D
Q9P2K6	2	2.120.10.80	InterPro_Gene3D
Q9P2K8	6	1.10.510.10	InterPro_Gene3D
Q9P2K9	2	1.20.1640.10	InterPro_Gene3D
Q9P2L0	4	1.25.40.470	InterPro_Gene3D
Q9P2M1	1	1.25.40.10	InterPro_Gene3D
Q9P2M4	3	1.10.10.750	InterPro_Gene3D
Q9P2N2	1	1.10.555.10	InterPro_Gene3D
Q9P2N4	17	2.20.100.10	InterPro_Gene3D
Q9P2N5	2	1.20.1390.10	InterPro_Gene3D
Q9P2N6	1	3.40.50.1820	InterPro_Gene3D
Q9P2N7	3	1.25.40.420	InterPro_Gene3D
Q9P2P1	6	1.10.340.70	InterPro_Gene3D
Q9P2P5	8	2.20.70.10	InterPro_Gene3D
Q9P2P6	3	2.60.200.20	InterPro_Gene3D
Q9P2Q2	3	1.20.80.10	InterPro_Gene3D
Q9P2R3	8	1.25.40.20	InterPro_Gene3D
Q9P2R6	4	1.10.10.60	InterPro_Gene3D
Q9P2R7	3	3.30.1490.20	CATH_pilot
Q9P2S2	9	2.10.25.10	InterPro_Gene3D
Q9P2S5	3	2.130.10.10	InterPro_Gene3D
Q9P2S6	6	1.25.40.20	InterPro_Gene3D
Q9P2T1	1	3.20.20.70	InterPro_Gene3D
Q9P2U7	2	1.20.1250.20	InterPro_Gene3D
Q9P2U8	2	1.20.1250.20	InterPro_Gene3D
Q9P2V4	3	2.60.40.10	InterPro_Gene3D
Q9P2W1	1	1.10.10.10	InterPro_Gene3D
Q9P2W3	1	4.10.260.10	InterPro_Gene3D
Q9P2W7	1	3.90.550.10	InterPro_Gene3D
