accession	source	n_domains	top_superfamily	cath_class	datasets
Q8NBC4	Chainsaw	0			proteome_bg
Q8NEA5	Chainsaw	1			proteome_bg
Q8ND82	Chainsaw	3			proteome_bg
Q8NB91	Chainsaw	3			proteome_bg
Q8NCE2	Chainsaw	1			proteome_bg
Q8NFC6	Chainsaw	1			proteome_bg
Q8NDY3	Chainsaw	1			proteome_bg
Q8N9M5	Chainsaw	1			proteome_bg
Q8N9N7	Chainsaw	1			proteome_bg
Q8NBS9	Chainsaw	3			proteome_bg
Q8NCQ2	Chainsaw	0			proteome_bg
Q8NBP5	Chainsaw	2			proteome_bg
Q8NC44	Chainsaw	2			proteome_bg
Q8N8V4	Chainsaw	2			proteome_bg
Q8ND83	Chainsaw	0			proteome_bg
Q8NA58	Chainsaw	3			proteome_bg
Q8NET8	Chainsaw	3			proteome_bg
Q8NEZ4	Chainsaw	2			proteome_bg
Q8NAG6	Chainsaw	2			proteome_bg
Q8N8J6	Chainsaw	3			proteome_bg
Q8N9K5	Chainsaw	3			proteome_bg
Q8ND71	Chainsaw	3			proteome_bg
Q8N8E1	Chainsaw	0			proteome_bg
Q8N944	Chainsaw	0			proteome_bg
Q8N8Y2	Chainsaw	1			proteome_bg
Q8NDW4	Chainsaw	4			proteome_bg
Q8NC26	Chainsaw	2			proteome_bg
Q8NCV1	Chainsaw	2			proteome_bg
Q8N8L2	Chainsaw	2			proteome_bg
Q8N8A6	Chainsaw	2			proteome_bg
Q8ND76	Chainsaw	2			proteome_bg
Q8NF50	Chainsaw	8			proteome_bg
Q8NEG5	Chainsaw	2			proteome_bg
Q8NE31	Chainsaw	2			proteome_bg
Q8N9H8	Chainsaw	5			proteome_bg
Q8NES3	Chainsaw	2			proteome_bg
Q8N9R8	Chainsaw	2			proteome_bg
Q8NDM7	Chainsaw	6			proteome_bg
Q8N7Q3	Chainsaw	3			proteome_bg
Q8N8Q9	Chainsaw	3			proteome_bg
Q8NEG2	Chainsaw	1			proteome_bg
Q8NEF3	Chainsaw	2			proteome_bg
Q8N883	Chainsaw	3			proteome_bg
Q8NEX6	Chainsaw	1			proteome_bg
Q8N987	Chainsaw	2			proteome_bg
Q8N8Z8	Chainsaw	3			proteome_bg
Q8N8F6	Chainsaw	1			proteome_bg
Q8NBS3	Chainsaw	3			proteome_bg
Q8NEM7	Chainsaw	2			proteome_bg
Q8N7X4	Chainsaw	2			proteome_bg
Q8NBL3	Chainsaw	2			proteome_bg
Q8NEH6	Chainsaw	1			proteome_bg
Q8N801	Chainsaw	0			proteome_bg
Q8N8V8	Chainsaw	0			proteome_bg
Q8N9T8	Chainsaw	4			proteome_bg
Q8N823	Chainsaw	3			proteome_bg
Q8NCL8	Chainsaw	1			proteome_bg
Q8NB66	Chainsaw	4			proteome_bg
Q8NBK3	Chainsaw	1			proteome_bg
Q8NCD3	Chainsaw	0			proteome_bg
Q8N998	Chainsaw	1			proteome_bg
Q8NAV2	Chainsaw	0			proteome_bg
Q8N8Y5	Chainsaw	1			proteome_bg
Q8NAC3	Chainsaw	5			proteome_bg
Q8N9Z0	Chainsaw	3			proteome_bg
Q8N957	Chainsaw	5			proteome_bg
Q8N9V6	Chainsaw	3			proteome_bg
Q8N9H9	Chainsaw	2			proteome_bg
Q8NC38	Chainsaw	0			proteome_bg
Q8NDG6	Chainsaw	6			proteome_bg
Q8NBJ4	Chainsaw	1			proteome_bg
Q8N8Q3	Chainsaw	1			proteome_bg
Q8N7P7	Chainsaw	1			proteome_bg
Q8NEM0	Chainsaw	2			proteome_bg
Q8N8L6	Chainsaw	1			proteome_bg
Q8NA97	Chainsaw	1			proteome_bg
Q8NEB9	Chainsaw	4			proteome_bg
Q8N865	Chainsaw	1			proteome_bg
Q8NBF4	Chainsaw	1			proteome_bg
Q8N9R0	Chainsaw	0			proteome_bg
Q8NB78	Chainsaw	4			proteome_bg
Q8NB16	Chainsaw	2			proteome_bg
Q8NBR9	Chainsaw	0			proteome_bg
Q8NAN2	Chainsaw	3			mito_bg
Q8NB25	Chainsaw	1			proteome_bg
Q8NCW0	Chainsaw	3			proteome_bg
Q8N7N1	Chainsaw	2			proteome_bg
Q8N8V2	Chainsaw	3			proteome_bg
Q8NDN9	Chainsaw	2			proteome_bg
Q8NBJ5	Chainsaw	2			proteome_bg
Q8N8R5	Chainsaw	1			matrix_bg,mito_bg
Q8N9W4	Chainsaw	1			proteome_bg
Q8NDQ6	Chainsaw	3			proteome_bg
Q8NDB6	Chainsaw	1			proteome_bg
Q8NB59	Chainsaw	2			proteome_bg
Q8ND04	Chainsaw	2			proteome_bg
Q8NAV1	Chainsaw	1			proteome_bg
Q8N9W7	Chainsaw	1			proteome_bg
Q8N9P6	Chainsaw	0			proteome_bg
Q8N7P3	Chainsaw	1			proteome_bg
Q8N7P1	Chainsaw	2			proteome_bg
Q8NDV2	Chainsaw	1			proteome_bg
Q8N878	Chainsaw	3			proteome_bg
Q8N8F7	Chainsaw	0			proteome_bg
Q8NA57	Chainsaw	0			proteome_bg
Q8NCS7	Chainsaw	3			proteome_bg
Q8NA47	Chainsaw	2			proteome_bg
Q8NA77	Chainsaw	1			proteome_bg
Q8N8S7	Chainsaw	2			proteome_bg
Q8N8H1	Chainsaw	0			proteome_bg
Q8N7X2	Chainsaw	0			proteome_bg
Q8NAJ2	Chainsaw	1			proteome_bg
Q8NBP0	Chainsaw	3			proteome_bg
Q8NAQ8	Chainsaw	0			proteome_bg
Q8NDL9	Chainsaw	2			proteome_bg
Q8ND90	Chainsaw	4			proteome_bg
Q8N9V7	Chainsaw	3			proteome_bg
Q8ND23	Chainsaw	3			proteome_bg
Q8NFD4	Chainsaw	1			proteome_bg
Q8NDV3	Chainsaw	4			proteome_bg
Q8NCE0	Chainsaw	1			proteome_bg
Q8N7H5	Chainsaw	3			proteome_bg
Q8N9I0	Chainsaw	3			proteome_bg
Q8N9P0	Chainsaw	0			proteome_bg
Q8NCG7	Chainsaw	3			proteome_bg
Q8NE86	Chainsaw	2			mito_bg
Q8NBF2	Chainsaw	3			proteome_bg
Q8NCL9	Chainsaw	2			proteome_bg
Q8NB14	Chainsaw	3			proteome_bg
Q8N9A8	Chainsaw	1			proteome_bg
Q8NC54	Chainsaw	0			proteome_bg
Q8N7L0	Chainsaw	1			proteome_bg
Q8NAU1	Chainsaw	1			proteome_bg
Q8NAT1	Chainsaw	3			proteome_bg
Q8NBI6	Chainsaw	1			proteome_bg
Q8NET4	Chainsaw	1			proteome_bg
Q8NAT2	Chainsaw	4			proteome_bg
Q8N9X3	Chainsaw	1			proteome_bg
Q8N807	Chainsaw	4			proteome_bg
Q8NEK8	Chainsaw	2			proteome_bg
Q8NDT2	Chainsaw	3			proteome_bg
Q8N7C7	Chainsaw	3			proteome_bg
Q8NEY3	Chainsaw	2			proteome_bg
Q8NFI4	Chainsaw	3			proteome_bg
Q8NEP9	Chainsaw	3			proteome_bg
Q8NA69	Chainsaw	0			proteome_bg
Q8N7S6	Chainsaw	1			proteome_bg
Q8NEE6	Chainsaw	1			proteome_bg
Q8N8X9	Chainsaw	2			proteome_bg
Q8NBX0	Chainsaw	2			proteome_bg
Q8NCK3	Chainsaw	4			proteome_bg
Q8ND77	Chainsaw	1			proteome_bg
Q8N9L9	Chainsaw	2			proteome_bg
Q8NCA5	Chainsaw	2			proteome_bg
Q8N8G6	Chainsaw	1			proteome_bg
Q8N7C3	Chainsaw	3			proteome_bg
Q8NC67	Chainsaw	2			proteome_bg
Q8NDC0	Chainsaw	0			proteome_bg
Q8N7U9	Chainsaw	1			proteome_bg
Q8N7W2	Chainsaw	1			proteome_bg
Q8NFA0	Chainsaw	6			proteome_bg
Q8NBT0	Chainsaw	1			proteome_bg
Q8N7X8	Chainsaw	1			proteome_bg
Q8N8J7	Chainsaw	1			proteome_bg
Q8NEA4	Chainsaw	2			proteome_bg
Q8NEZ5	Chainsaw	3			proteome_bg
Q8NEV8	Chainsaw	0			proteome_bg
Q8NAA4	Chainsaw	3			proteome_bg
Q8N8G2	Chainsaw	0			proteome_bg
Q8NDP4	Chainsaw	2			proteome_bg
Q8N988	Chainsaw	3			proteome_bg
Q8NCU7	Chainsaw	2			proteome_bg
Q8N8I6	Chainsaw	0			proteome_bg
Q8NA19	Chainsaw	4			proteome_bg
Q8NFH3	Chainsaw	1			proteome_bg
Q8N859	Chainsaw	2			proteome_bg
Q8NBL1	Chainsaw	2			proteome_bg
Q8N8D7	Chainsaw	1			proteome_bg
Q8N9N8	Chainsaw	1			proteome_bg
Q8NF86	Chainsaw	1			proteome_bg
Q8NCH0	Chainsaw	2			proteome_bg
Q8NCF0	Chainsaw	3			proteome_bg
Q8N945	Chainsaw	1			mito_bg
Q8N9V3	Chainsaw	3			proteome_bg
Q8N7R1	Chainsaw	0			proteome_bg
Q8NCQ3	Chainsaw	1			proteome_bg
Q8NFG4	Chainsaw	3			proteome_bg
Q8N8I0	Chainsaw	1			proteome_bg
Q8NCA9	Chainsaw	2			proteome_bg
Q8NE65	Chainsaw	2			proteome_bg
Q8NER1	Chainsaw	2			proteome_bg
Q8NBF1	Chainsaw	0			proteome_bg
Q8NBT2	Chainsaw	1			proteome_bg
Q8N8R7	Chainsaw	2			proteome_bg
Q8NEL9	Chainsaw	3			proteome_bg
Q8NEN0	Chainsaw	2			proteome_bg
Q8N7U7	Chainsaw	0			proteome_bg
Q8NCQ7	Chainsaw	1			proteome_bg
Q8NEB7	Chainsaw	3			proteome_bg
Q8N9Z2	Chainsaw	0			proteome_bg
Q8NCK7	Chainsaw	2			proteome_bg
Q8NA70	Chainsaw	1			proteome_bg
Q8NFI3	Chainsaw	3			proteome_bg
Q8N7R7	Chainsaw	2			proteome_bg
Q8N884	Chainsaw	2			proteome_bg
Q8N7C4	Chainsaw	1			proteome_bg
Q8NBM8	Chainsaw	3			proteome_bg
Q8NF67	Chainsaw	1			proteome_bg
Q8N8Z6	Chainsaw	3			proteome_bg
Q8NBH2	Chainsaw	4			proteome_bg
Q8NC74	Chainsaw	1			proteome_bg
Q8NBB4	Chainsaw	2			proteome_bg
Q8N7Z2	Chainsaw	1			proteome_bg
Q8NCX0	Chainsaw	1			proteome_bg
Q8NDX1	Chainsaw	2			proteome_bg
Q8NE71	Chainsaw	4			proteome_bg
Q8NEZ3	Chainsaw	4			proteome_bg
Q8N8K9	Chainsaw	3			proteome_bg
Q8N841	Chainsaw	1			proteome_bg
Q8NCM8	Chainsaw	7			proteome_bg
Q8NA66	Chainsaw	3			proteome_bg
Q8N9I5	Chainsaw	2			proteome_bg
Q8N816	Chainsaw	1			proteome_bg
Q8NET5	Chainsaw	1			proteome_bg
Q8N9S9	Chainsaw	3			proteome_bg
Q8NE28	Chainsaw	2			proteome_bg
Q8N8B7	Chainsaw	3			proteome_bg
Q8NCC5	Chainsaw	2			proteome_bg
Q8NDD1	Chainsaw	1			proteome_bg
Q8N960	Chainsaw	5			proteome_bg
Q8NA75	Chainsaw	1			proteome_bg
Q8NC06	Chainsaw	1			proteome_bg
Q8NEK5	Chainsaw	2			proteome_bg
Q8NA42	Chainsaw	3			proteome_bg
Q8NDX9	Chainsaw	1			proteome_bg
Q8NC42	Chainsaw	3			proteome_bg
Q8NDY8	Chainsaw	1			proteome_bg
Q8NC69	Chainsaw	2			proteome_bg
Q8NCN4	Chainsaw	1			proteome_bg
Q8NEM1	Chainsaw	3			proteome_bg
Q8N7Y1	Chainsaw	1			proteome_bg
Q8N9F8	Chainsaw	4			proteome_bg
Q8NFF2	Chainsaw	2			proteome_bg
Q8N967	Chainsaw	0			proteome_bg
Q8N9E0	Chainsaw	1			proteome_bg
Q8NEU8	Chainsaw	3			proteome_bg
Q8NBD8	Chainsaw	1			proteome_bg
Q8N814	Chainsaw	0			proteome_bg
Q8N912	Chainsaw	1			proteome_bg
Q8NEN9	Chainsaw	5			proteome_bg
Q8NCJ5	Chainsaw	2			proteome_bg
Q8NCU8	Chainsaw	0			proteome_bg
Q8NEY8	Chainsaw	1			proteome_bg
Q8N895	Chainsaw	2			proteome_bg
Q8N9Q2	Chainsaw	1			proteome_bg
Q8NDA2	Chainsaw	11			proteome_bg
Q8ND24	Chainsaw	2			proteome_bg
Q8NAF0	Chainsaw	3			proteome_bg
Q8NEG0	Chainsaw	1			proteome_bg
Q8NCW6	Chainsaw	2			proteome_bg
Q8N815	Chainsaw	2			proteome_bg
Q8N9F7	Chainsaw	1			proteome_bg
Q8N7X0	Chainsaw	4			proteome_bg
Q8NA61	Chainsaw	2			proteome_bg
Q8NDV1	Chainsaw	1			proteome_bg
Q8NAB2	Chainsaw	2			proteome_bg
Q8NEC7	Chainsaw	3			proteome_bg
Q8NDZ4	Chainsaw	3			proteome_bg
Q8NBZ7	Chainsaw	2			proteome_bg
Q8NEV1	Chainsaw	2			proteome_bg
Q8NAA5	Chainsaw	2			proteome_bg
Q8NFD2	Chainsaw	2			proteome_bg
Q8NBP7	Chainsaw	3			proteome_bg
Q8NEX9	Chainsaw	2			proteome_bg
Q8N813	Chainsaw	1			proteome_bg
Q8N9R6	Chainsaw	0			proteome_bg
Q8NEB5	Chainsaw	1			proteome_bg
Q8NA54	Chainsaw	4			proteome_bg
Q8NAP1	Chainsaw	2			proteome_bg
Q8NDX2	Chainsaw	2			proteome_bg
Q8N7H1	Chainsaw	0			proteome_bg
Q8N9B8	Chainsaw	2			proteome_bg
Q8NCU4	Chainsaw	1			proteome_bg
Q8NC51	Chainsaw	0			proteome_bg
Q8NB15	Chainsaw	2			proteome_bg
Q8N7F7	Chainsaw	2			proteome_bg
Q8N7Z5	Chainsaw	3			proteome_bg
Q8NF99	Chainsaw	3			proteome_bg
Q8NFH4	Chainsaw	1			proteome_bg
Q8N7M2	Chainsaw	3			proteome_bg
Q8ND94	Chainsaw	2			proteome_bg
Q8N9U9	Chainsaw	1			proteome_bg
Q8NFH8	Chainsaw	2			proteome_bg
Q8NE01	Chainsaw	4			proteome_bg
Q8N9W6	Chainsaw	1			proteome_bg
Q8NCR3	Chainsaw	1			proteome_bg
Q8N961	Chainsaw	4			proteome_bg
Q8NBB2	Chainsaw	0			proteome_bg
Q8NC24	Chainsaw	1			proteome_bg
Q8NA31	Chainsaw	3			proteome_bg
Q8NC56	Chainsaw	3			proteome_bg
Q8N9L1	Chainsaw	2			proteome_bg
Q8NA82	Chainsaw	0			proteome_bg
Q8NDZ2	Chainsaw	1			proteome_bg
Q8N812	Chainsaw	1			proteome_bg
Q8NEA6	Chainsaw	1			proteome_bg
Q8NE35	Chainsaw	3			proteome_bg
Q8N8E3	Chainsaw	1			proteome_bg
Q8N907	Chainsaw	2			proteome_bg
Q8NDV7	Chainsaw	0			proteome_bg
Q8NCG5	Chainsaw	2			proteome_bg
Q8NER5	Chainsaw	3			proteome_bg
Q8NAA6	Chainsaw	1			proteome_bg
Q8NEE0	Chainsaw	1			proteome_bg
Q8N806	Chainsaw	3			proteome_bg
Q8NAP8	Chainsaw	2			proteome_bg
Q8N8U2	Chainsaw	2			proteome_bg
Q8NEY1	Chainsaw	1			proteome_bg
Q8NCQ5	Chainsaw	3			proteome_bg
Q8N8U3	Chainsaw	2			proteome_bg
Q8NBZ0	Chainsaw	1			proteome_bg
Q8N8A2	Chainsaw	2			proteome_bg
Q8NDF8	Chainsaw	2			proteome_bg
Q8N9N2	Chainsaw	2			proteome_bg
Q8NCI6	Chainsaw	3			proteome_bg
Q8N7M0	Chainsaw	1			proteome_bg
Q8NEC5	Chainsaw	1			proteome_bg
Q8N8E2	Chainsaw	2			proteome_bg
Q8NCR9	Chainsaw	1			proteome_bg
Q8NBR0	Chainsaw	2			proteome_bg
Q8N831	Chainsaw	2			proteome_bg
Q8NEA9	Chainsaw	2			proteome_bg
Q8N8Q8	Chainsaw	2			mito_bg
Q8NBE8	Chainsaw	3			proteome_bg
Q8NBM4	Chainsaw	2			proteome_bg
Q8NA72	Chainsaw	1			proteome_bg
Q8NEV9	Chainsaw	1			proteome_bg
Q8N9X5	Chainsaw	1			proteome_bg
Q8NDX5	Chainsaw	1			proteome_bg
Q8NDI1	Chainsaw	3			proteome_bg
Q8NFH5	Chainsaw	2			proteome_bg
Q8NBR6	Chainsaw	2			proteome_bg
Q8N9G6	Chainsaw	0			proteome_bg
Q8N9M1	Chainsaw	2			proteome_bg
Q8NBQ5	Chainsaw	1			proteome_bg
Q8NDC4	Chainsaw	1			proteome_bg
Q8NCC3	Chainsaw	2			proteome_bg
Q8N910	Chainsaw	0			proteome_bg
Q8NDB2	Chainsaw	3			proteome_bg
Q8N954	Chainsaw	2			proteome_bg
Q8NBI5	Chainsaw	2			proteome_bg
Q8NB12	Chainsaw	2			proteome_bg
Q8NCP5	Chainsaw	2			proteome_bg
Q8N9V2	Chainsaw	3			proteome_bg
Q8NC01	Chainsaw	1			proteome_bg
Q8NEP3	Chainsaw	1			proteome_bg
Q8NBZ9	Chainsaw	0			proteome_bg
Q8ND30	Chainsaw	2			proteome_bg
Q8NEP7	Chainsaw	1			proteome_bg
Q8N9L7	Chainsaw	1			proteome_bg
Q8NCU1	Chainsaw	1			proteome_bg
Q8N8A8	Chainsaw	1			proteome_bg
Q8NBI3	Chainsaw	1			proteome_bg
Q8NE18	Chainsaw	3			proteome_bg
Q8ND07	Chainsaw	1			proteome_bg
Q8NDZ6	Chainsaw	1			proteome_bg
Q8NCN2	Chainsaw	1			proteome_bg
Q8NCS4	Chainsaw	1			proteome_bg
Q8NBT3	Chainsaw	2			proteome_bg
Q8NEQ5	Chainsaw	0			proteome_bg
Q8N8P6	Chainsaw	1			proteome_bg
Q8NEW0	Chainsaw	2			proteome_bg
Q8NET6	Chainsaw	2			proteome_bg
Q8NCM2	Chainsaw	3			proteome_bg
Q8NBV8	Chainsaw	2			proteome_bg
Q8NDH3	Chainsaw	2			proteome_bg
Q8NB50	Chainsaw	3			proteome_bg
Q8N8W4	Chainsaw	1			proteome_bg
Q8NEF9	Chainsaw	1			proteome_bg
Q8N9N5	Chainsaw	1			proteome_bg
Q8N976	Chainsaw	1			proteome_bg
Q8NE63	Chainsaw	1			proteome_bg
Q8N8C0	Chainsaw	2			proteome_bg
Q8NEJ0	Chainsaw	1			proteome_bg
Q8NA29	Chainsaw	2			proteome_bg
Q8ND25	Chainsaw	1			proteome_bg
Q8NDH2	Chainsaw	0			proteome_bg
Q8NCB2	Chainsaw	2			proteome_bg
Q8NDA8	Chainsaw	3			proteome_bg
Q8NB37	Chainsaw	1			proteome_bg
Q8N9Z9	Chainsaw	1			proteome_bg
Q8NBI2	Chainsaw	1			proteome_bg
Q8NBN3	Chainsaw	3			proteome_bg
Q8N8N0	Chainsaw	1			proteome_bg
Q8NA96	Chainsaw	1			proteome_bg
Q8NAE3	Chainsaw	1			proteome_bg
Q8NB90	Chainsaw	5			proteome_bg
Q8NDX6	Chainsaw	1			proteome_bg
Q8N9W8	Chainsaw	2			proteome_bg
Q8NB46	Chainsaw	2			proteome_bg
Q8N819	Chainsaw	2			proteome_bg
Q8N9T2	Chainsaw	1			proteome_bg
Q8N7X1	Chainsaw	1			proteome_bg
Q8NEZ2	Chainsaw	3			proteome_bg
Q8NA56	Chainsaw	2			proteome_bg
Q8N7G0	Chainsaw	2			proteome_bg
Q8NFD5	Chainsaw	2			proteome_bg
Q8NAM6	Chainsaw	2			proteome_bg
Q8N8J0	Chainsaw	2			proteome_bg
Q8N7J2	Chainsaw	0			proteome_bg
Q8N966	Chainsaw	2			proteome_bg
Q8N7U6	Chainsaw	4			proteome_bg
Q8NBJ7	Chainsaw	1			proteome_bg
Q8NC96	Chainsaw	1			proteome_bg
Q8NF64	Chainsaw	2			proteome_bg
Q8N9Y4	Chainsaw	0			proteome_bg
Q8NDY4	Chainsaw	1			proteome_bg
Q8N888	Chainsaw	0			proteome_bg
Q8NEQ6	Chainsaw	0			proteome_bg
Q8NEX5	Chainsaw	1			proteome_bg
Q8NBF6	Chainsaw	3			proteome_bg
Q8NEM8	Chainsaw	2			proteome_bg
Q8NE79	Chainsaw	2			proteome_bg
Q8N9I9	Chainsaw	3			proteome_bg
Q8N999	Chainsaw	3			proteome_bg
Q8NBJ9	Chainsaw	2			proteome_bg
Q8N808	Chainsaw	1			proteome_bg
Q8N8N7	Chainsaw	2			proteome_bg
Q8NCF5	Chainsaw	2			proteome_bg
Q8NEV4	Chainsaw	5			proteome_bg
Q8N8Q1	Chainsaw	1			proteome_bg
Q8NA03	Chainsaw	1			proteome_bg
Q8N8D1	Chainsaw	2			proteome_bg
Q8NAP3	Chainsaw	0			proteome_bg
Q8N9B4	Chainsaw	2			proteome_bg
Q8NES8	Chainsaw	1			proteome_bg
Q8NEJ9	Chainsaw	2			proteome_bg
Q8NB49	Chainsaw	5			proteome_bg
Q8N8U9	Chainsaw	5			proteome_bg
Q8N8Z3	Chainsaw	0			proteome_bg
Q8NFJ9	Chainsaw	3			proteome_bg
Q8NF91	Chainsaw	7			proteome_bg
Q8NCR0	Chainsaw	2			proteome_bg
Q8ND61	Chainsaw	4			proteome_bg
Q8NEG7	Chainsaw	3			proteome_bg
Q8NCT3	Chainsaw	1			proteome_bg
Q8N8M0	Chainsaw	2			proteome_bg
Q8NEY4	Chainsaw	2			proteome_bg
Q8NCL4	Chainsaw	3			proteome_bg
Q8NDH6	Chainsaw	1			proteome_bg
Q8NBQ7	Chainsaw	1			proteome_bg
Q8N7S2	Chainsaw	2			proteome_bg
Q8NDZ0	Chainsaw	2			proteome_bg
Q8N7K0	Chainsaw	3			proteome_bg
Q8N9C0	Chainsaw	9			proteome_bg
Q8NBV4	Chainsaw	1			proteome_bg
Q8N972	Chainsaw	2			proteome_bg
Q8NDW8	Chainsaw	3			proteome_bg
Q8N7R0	Chainsaw	1			proteome_bg
Q8N7Q2	Chainsaw	1			proteome_bg
Q8N9W5	Chainsaw	2			proteome_bg
Q8NCY6	Chainsaw	2			proteome_bg
Q8NBA8	Chainsaw	1			proteome_bg
Q8NAX2	Chainsaw	1			proteome_bg
Q8NFA2	Chainsaw	3			proteome_bg
Q8NGE7	Chainsaw	1			proteome_bg
Q8NHA6	Chainsaw	1			proteome_bg
Q8NGR8	Chainsaw	1			proteome_bg
Q8NGR2	Chainsaw	1			proteome_bg
Q8NGL9	Chainsaw	1			proteome_bg
Q8NG92	Chainsaw	1			proteome_bg
Q8NGH3	Chainsaw	1			proteome_bg
Q8NHG7	Chainsaw	1			proteome_bg
Q8NGJ1	Chainsaw	1			proteome_bg
Q8TBE1	Chainsaw	1			proteome_bg
Q8NHS2	Chainsaw	2			proteome_bg
Q8NGP2	Chainsaw	1			proteome_bg
Q8NG94	Chainsaw	1			proteome_bg
Q8NI99	Chainsaw	2			proteome_bg
Q8TAL6	Chainsaw	1			proteome_bg
Q8TC29	Chainsaw	1			proteome_bg
Q8NH72	Chainsaw	1			proteome_bg
Q8TAT2	Chainsaw	1			proteome_bg
Q8NFP0	Chainsaw	1			proteome_bg
Q8NHU3	Chainsaw	1			proteome_bg
Q8NGL0	Chainsaw	1			proteome_bg
Q8NI28	Chainsaw	1			proteome_bg
Q8TB33	Chainsaw	1			proteome_bg
Q8NGD3	Chainsaw	1			proteome_bg
Q8NGI4	Chainsaw	1			proteome_bg
Q8NGK5	Chainsaw	1			proteome_bg
Q8NGB2	Chainsaw	1			proteome_bg
Q8TAA9	Chainsaw	3			proteome_bg
Q8NHU0	Chainsaw	1			proteome_bg
Q8TBQ9	Chainsaw	1			proteome_bg
Q8NGV6	Chainsaw	1			proteome_bg
Q8NGI8	Chainsaw	1			proteome_bg
Q8TC27	Chainsaw	2			proteome_bg
Q8TBZ3	Chainsaw	1			proteome_bg
Q8NGG7	Chainsaw	1			proteome_bg
Q8NGT7	Chainsaw	1			proteome_bg
Q8TAV4	Chainsaw	3			proteome_bg
Q8TBB5	Chainsaw	1			proteome_bg
Q8NG35	Chainsaw	1			proteome_bg
Q8TAA1	Chainsaw	1			proteome_bg
Q8NH83	Chainsaw	1			proteome_bg
Q8NHS3	Chainsaw	2			proteome_bg
Q8NFQ8	Chainsaw	1			proteome_bg
Q8NH73	Chainsaw	1			proteome_bg
Q8TAQ2	Chainsaw	4			proteome_bg
Q8NGD4	Chainsaw	1			proteome_bg
Q8NGB8	Chainsaw	1			proteome_bg
Q8TB92	Chainsaw	1			proteome_bg
Q8NGF4	Chainsaw	1			proteome_bg
Q8NGJ5	Chainsaw	1			proteome_bg
Q8NH56	Chainsaw	1			proteome_bg
Q8TC07	Chainsaw	3			proteome_bg
Q8TBB1	Chainsaw	5			proteome_bg
Q8NGG3	Chainsaw	1			proteome_bg
Q8NFP7	Chainsaw	1			proteome_bg
Q8TAE7	Chainsaw	3			proteome_bg
Q8NFN8	Chainsaw	1			proteome_bg
Q8NGI3	Chainsaw	1			proteome_bg
Q8NGS2	Chainsaw	1			proteome_bg
Q8NG78	Chainsaw	1			proteome_bg
Q8NGE8	Chainsaw	1			proteome_bg
Q8NHS1	Chainsaw	1			proteome_bg
Q8NGF1	Chainsaw	1			proteome_bg
Q8TBY0	Chainsaw	4			proteome_bg
Q8NHC4	Chainsaw	1			proteome_bg
Q8TAF3	Chainsaw	3			proteome_bg
Q8NGQ3	Chainsaw	1			proteome_bg
Q8NGZ6	Chainsaw	1			proteome_bg
Q8NGD2	Chainsaw	1			proteome_bg
Q8TB68	Chainsaw	1			proteome_bg
Q8NHA4	Chainsaw	1			proteome_bg
Q8NGZ3	Chainsaw	1			proteome_bg
Q8NHJ6	Chainsaw	2			proteome_bg
Q8NGD0	Chainsaw	1			proteome_bg
Q8NFW8	Chainsaw	2			proteome_bg
Q8TAX7	Chainsaw	0			proteome_bg
Q8NGQ4	Chainsaw	1			proteome_bg
Q8TAX9	Chainsaw	2			proteome_bg
Q8NFX7	Chainsaw	1			proteome_bg
Q8NGE5	Chainsaw	1			proteome_bg
Q8NGP8	Chainsaw	1			proteome_bg
Q8NGX3	Chainsaw	1			proteome_bg
Q8TAU0	Chainsaw	1			proteome_bg
Q8NGT9	Chainsaw	1			proteome_bg
Q8TBZ0	Chainsaw	1			proteome_bg
Q8TAP4	Chainsaw	2			proteome_bg
Q8NGK1	Chainsaw	1			proteome_bg
Q8NHZ8	Chainsaw	1			proteome_bg
Q8NGL6	Chainsaw	1			proteome_bg
Q8NGJ6	Chainsaw	1			proteome_bg
Q8NG04	Chainsaw	2			proteome_bg
Q8NI36	Chainsaw	3			proteome_bg
Q8NH02	Chainsaw	1			proteome_bg
Q8NGP3	Chainsaw	1			proteome_bg
Q8TBM8	Chainsaw	3			proteome_bg
Q8NGF7	Chainsaw	1			proteome_bg
Q8NGC0	Chainsaw	1			proteome_bg
Q8TAG6	Chainsaw	0			proteome_bg
Q8NGG2	Chainsaw	1			proteome_bg
Q8NGA4	Chainsaw	1			proteome_bg
Q8NI38	Chainsaw	1			proteome_bg
Q8NGA5	Chainsaw	1			proteome_bg
Q8NI27	Chainsaw	5			proteome_bg
Q8TA86	Chainsaw	2			proteome_bg
Q8NGN6	Chainsaw	1			proteome_bg
Q8NGI9	Chainsaw	1			proteome_bg
Q8NH16	Chainsaw	1			proteome_bg
Q8TAE6	Chainsaw	1			proteome_bg
Q8NGZ5	Chainsaw	1			proteome_bg
Q8NG98	Chainsaw	1			proteome_bg
Q8NFR9	Chainsaw	4			proteome_bg
Q8NFU7	Chainsaw	2			proteome_bg
Q8NG83	Chainsaw	1			proteome_bg
Q8NH19	Chainsaw	1			proteome_bg
Q8TAT5	Chainsaw	3			proteome_bg
Q8TA94	Chainsaw	3			proteome_bg
Q8TAG9	Chainsaw	4			proteome_bg
Q8NG27	Chainsaw	2			proteome_bg
Q8NH60	Chainsaw	1			proteome_bg
Q8NGX5	Chainsaw	1			proteome_bg
Q8NFU0	Chainsaw	2			proteome_bg
Q8NHV4	Chainsaw	2			proteome_bg
