uniprot_accession	cluster_id	cluster_representative	cluster_size	organism	dataset_labels
Q9HCK5	1042	Q9UL18	4	unknown	background
Q9HCK8	68	Q9P2D1	18	unknown	background
Q9HCL0	10	Q9P2E7	59	unknown	background
Q9HCL2	3085	Q6NUI2	2	human	mito
Q9HCL3	3	Q96IR2	176	unknown	background
Q9HCM1	15081	Q9HCM1	1	unknown	background
Q9HCM2	250	O15031	8	unknown	background
Q9HCM3	15082	Q9HCM3	1	unknown	background
Q9HCM4	951	Q7Z6J6	4	unknown	background
Q9HCM7	15083	Q9HCM7	1	unknown	background
Q9HCM9	47	Q8NG06	21	unknown	background
Q9HCN2	15084	Q9HCN2	1	unknown	background
Q9HCN3	1889	A6NDV4	2	unknown	background
Q9HCN4	15085	Q9HCN4	1	unknown	background
Q9HCN6	82	O75019	16	unknown	background
Q9HCN8	3570	Q99470	2	unknown	background
Q9HCP0	396	P48730	7	unknown	background
Q9HCP6	15086	Q9HCP6	1	unknown	background
Q9HCQ5	661	Q6P9A2	5	unknown	background
Q9HCQ7	15087	Q9HCQ7	1	unknown	background
Q9HCR9	2097	O76074	2	unknown	background
Q9HCS2	132	Q86W10	13	unknown	background
Q9HCS4	1040	Q9UJU2	4	unknown	background
Q9HCS5	15088	Q9HCS5	1	unknown	background
Q9HCS7	15089	Q9HCS7	1	unknown	background
Q9HCT0	95	P10767	15	unknown	background
Q9HCU0	15090	Q9HCU0	1	unknown	background
Q9HCU4	159	AF-Q9NYQ7-F3-model_v6	11	unknown	background
Q9HCU5	15091	Q9HCU5	1	unknown	background
Q9HCU8	15092	Q9HCU8	1	unknown	background
Q9HCU9	15093	Q9HCU9	1	unknown	background
Q9HCX3	119	Q8TD17	14	unknown	background
Q9HCX4	486	P48995	6	unknown	background
Q9HCY8	15094	Q9HCY8	1	unknown	background
Q9HCZ1	3	Q96IR2	176	unknown	background
Q9HD15	15095	Q9HD15	1	unknown	background
Q9HD20	15096	Q9HD20	1	unknown	background
Q9HD23	15097	Q9HD23	1	human	mito
Q9HD26	15098	Q9HD26	1	unknown	background
Q9HD33	15099	Q9HD33	1	human	hsp60,matrix,mito
Q9HD34	15100	Q9HD34	1	human	matrix,mito
Q9HD36	15101	Q9HD36	1	human	mito
Q9HD40	15102	Q9HD40	1	unknown	background
Q9HD42	15103	Q9HD42	1	unknown	background
Q9HD43	15104	Q9HD43	1	unknown	background
Q9HD45	760	O15321	4	unknown	background
Q9HD47	15105	Q9HD47	1	unknown	background
Q9HD64	15106	Q9HD64	1	unknown	background
Q9HD67	15107	Q9HD67	1	unknown	background
Q9HD87	15108	Q9HD87	1	unknown	background
Q9HD89	3739	Q9HD89	2	unknown	background
Q9HD90	907	Q13562	4	unknown	background
Q9HDB5	1388	P58400	3	unknown	background
Q9HDB8	15109	Q9HDB8	1	unknown	background
Q9HDB9	148	P63128	12	unknown	background
Q9HDC5	987	Q96JJ6	4	unknown	background
Q9HDC9	15110	Q9HDC9	1	unknown	background
Q9HDD0	705	Q9NWW9	5	unknown	background
Q9N2J8	1392	P60508	3	unknown	background
Q9N2K0	1392	P60508	3	unknown	background
Q9NNW5	15111	Q9NNW5	1	unknown	background
Q9NNX1	15112	Q9NNX1	1	unknown	background
Q9NNX6	3679	Q9H2X3	2	unknown	background
Q9NNX9	15113	Q9NNX9	1	unknown	background
Q9NNZ3	15114	Q9NNZ3	1	human	mito
Q9NNZ6	15115	Q9NNZ6	1	unknown	background
Q9NP08	2024	O15522	2	unknown	background
Q9NP31	15116	Q9NP31	1	unknown	background
Q9NP50	15117	Q9NP50	1	unknown	background
Q9NP55	15118	Q9NP55	1	unknown	background
Q9NP56	3740	Q9NP56	2	unknown	background
Q9NP58	2063	O75027	2	human	mito
Q9NP59	15119	Q9NP59	1	unknown	background
Q9NP60	1774	Q9NPH3	3	unknown	background
Q9NP61	3741	Q9NP61	2	unknown	background
Q9NP62	3742	Q9NP62	2	unknown	background
Q9NP64	15120	Q9NP64	1	unknown	background
Q9NP66	3816	Q9P0W2	2	unknown	background
Q9NP70	15121	Q9NP70	1	unknown	background
Q9NP71	3743	Q9NP71	2	unknown	background
Q9NP72	384	P0C0E4	7	unknown	background
Q9NP73	15122	Q9NP73	1	unknown	background
Q9NP74	15123	Q9NP74	1	unknown	background
Q9NP77	296	A0A1W2PQJ5	7	unknown	background
Q9NP78	428	Q9NP78	7	unknown	background
Q9NP79	15124	Q9NP79	1	unknown	background
Q9NP80	15125	Q9NP80	1	human	mito
Q9NP81	15126	Q9NP81	1	human	hsp60,matrix,mito
Q9NP84	15127	Q9NP84	1	unknown	background
Q9NP85	837	P27105	4	unknown	background
Q9NP86	84	P0DP23	16	unknown	background
Q9NP87	3744	Q9NP87	2	unknown	background
Q9NP90	12	Q96DA2	57	unknown	background
Q9NP91	1008	Q9GZN6	4	unknown	background
Q9NP92	15128	Q9NP92	1	human	hsp60,matrix,mito
Q9NP94	15129	Q9NP94	1	unknown	background
Q9NP95	95	P10767	15	unknown	background
Q9NP97	3745	Q9NP97	2	unknown	background
Q9NP98	15130	Q9NP98	1	unknown	background
Q9NP99	15131	Q9NP99	1	unknown	background
Q9NPA0	15132	Q9NPA0	1	unknown	background
Q9NPA1	1566	Q86W47	3	unknown	background
Q9NPA2	67	Q9NRE1	18	unknown	background
Q9NPA3	15133	Q9NPA3	1	unknown	background
Q9NPA8	15134	Q9NPA8	1	unknown	background
Q9NPB0	15135	Q9NPB0	1	unknown	background
Q9NPB1	3385	Q8TCD5	2	human	matrix,mito
Q9NPB3	84	P0DP23	16	unknown	background
Q9NPB6	1773	Q9NPB6	3	unknown	background
Q9NPB8	15136	Q9NPB8	1	unknown	background
Q9NPB9	53	P25024	20	unknown	background
Q9NPC1	2922	Q15722	2	unknown	background
Q9NPC2	288	Q96T55	8	unknown	background
Q9NPC3	15137	Q9NPC3	1	unknown	background
Q9NPC4	3886	Q9UNA3	2	unknown	background
Q9NPC6	3394	Q8TDC0	2	unknown	background
Q9NPC7	15138	Q9NPC7	1	unknown	background
Q9NPC8	1021	Q9NPC8	4	unknown	background
Q9NPD3	15139	Q9NPD3	1	unknown	background
Q9NPD5	485	P46721	6	unknown	background
Q9NPD7	15140	Q9NPD7	1	unknown	background
Q9NPD8	37	P63279	23	unknown	background
Q9NPE2	15141	Q9NPE2	1	human	matrix,mito
Q9NPE3	15142	Q9NPE3	1	unknown	background
Q9NPE6	3383	Q8TC36	2	unknown	background
Q9NPF0	15143	Q9NPF0	1	unknown	background
Q9NPF2	519	Q8NET6	6	unknown	background
Q9NPF4	1202	P05852	3	unknown	background
Q9NPF5	15144	Q9NPF5	1	unknown	background
Q9NPF7	15145	Q9NPF7	1	unknown	background
Q9NPF8	2087	O75689	2	unknown	background
Q9NPG1	182	O75084	10	unknown	background
Q9NPG2	15146	Q9NPG2	1	unknown	background
Q9NPG3	3746	Q9NPG3	2	unknown	background
Q9NPG4	15147	Q9NPG4	1	unknown	background
Q9NPG8	15148	Q9NPG8	1	unknown	background
Q9NPH0	15149	Q9NPH0	1	human	mito
Q9NPH2	15150	Q9NPH2	1	unknown	background
Q9NPH3	1774	Q9NPH3	3	unknown	background
Q9NPH5	1053	Q9Y5S8	4	unknown	background
Q9NPH6	842	P31025	4	unknown	background
Q9NPH9	15151	Q9NPH9	1	unknown	background
Q9NPI0	15152	Q9NPI0	1	unknown	background
Q9NPI1	3709	Q9H8M2	2	unknown	background
Q9NPI5	3789	Q9NWW6	2	unknown	background
Q9NPI6	15153	Q9NPI6	1	unknown	background
Q9NPI7	15154	Q9NPI7	1	unknown	background
Q9NPI8	15155	Q9NPI8	1	unknown	background
Q9NPI9	86	Q99712	16	unknown	background
Q9NPJ1	15156	Q9NPJ1	1	unknown	background
Q9NPJ3	15157	Q9NPJ3	1	human	hsp60,matrix,mito
Q9NPJ4	15158	Q9NPJ4	1	unknown	background
Q9NPJ6	15159	Q9NPJ6	1	unknown	background
Q9NPJ8	3873	Q9UKK6	2	unknown	background
Q9NPL8	15160	Q9NPL8	1	human	mito
Q9NPP4	15161	Q9NPP4	1	unknown	background
Q9NPQ8	3780	Q9NVN3	2	unknown	background
Q9NPR2	531	Q9NTN9	6	unknown	background
Q9NPR9	3747	Q9NPR9	2	unknown	background
Q9NPU4	15162	Q9NPU4	1	unknown	background
Q9NPY3	15163	Q9NPY3	1	unknown	background
Q9NPZ5	1775	Q9NPZ5	3	unknown	background
Q9NQ03	413	Q6DD87	7	unknown	background
Q9NQ11	1017	Q9H7F0	4	unknown	background
Q9NQ25	15164	Q9NQ25	1	unknown	background
Q9NQ29	1776	Q9NQ29	3	unknown	background
Q9NQ30	15165	Q9NQ30	1	unknown	background
Q9NQ31	15166	Q9NQ31	1	unknown	background
Q9NQ32	15167	Q9NQ32	1	unknown	background
Q9NQ33	15168	Q9NQ33	1	unknown	background
Q9NQ34	3815	Q9P0T7	2	unknown	background
Q9NQ35	3748	Q9NQ35	2	unknown	background
Q9NQ36	1582	Q8IWY4	3	unknown	background
Q9NQ38	15169	Q9NQ38	1	unknown	background
Q9NQ39	2620	P46783	2	unknown	background
Q9NQ40	1766	Q9HAB3	3	unknown	background
Q9NQ48	15170	Q9NQ48	1	unknown	background
Q9NQ50	15171	Q9NQ50	1	human	matrix,mito
Q9NQ55	15172	Q9NQ55	1	unknown	background
Q9NQ60	15173	Q9NQ60	1	unknown	background
Q9NQ66	1022	Q9NQ66	4	unknown	background
Q9NQ69	3749	Q9NQ69	2	unknown	background
Q9NQ75	15174	Q9NQ75	1	unknown	background
Q9NQ76	15175	Q9NQ76	1	unknown	background
Q9NQ79	15176	Q9NQ79	1	unknown	background
Q9NQ84	1029	Q9NZD1	4	unknown	background
Q9NQ86	3750	Q9NQ86	2	unknown	background
Q9NQ87	1854	Q9Y5J3	3	unknown	background
Q9NQ88	15177	Q9NQ88	1	unknown	background
Q9NQ89	15178	Q9NQ89	1	unknown	background
Q9NQ90	279	Q75V66	8	unknown	background
Q9NQ92	15179	Q9NQ92	1	unknown	background
Q9NQ94	540	A0AV96	5	unknown	background
Q9NQA3	663	Q6VEQ5	5	unknown	background
Q9NQA5	3751	Q9NQA5	2	unknown	background
Q9NQB0	1040	Q9UJU2	4	unknown	background
Q9NQC1	1777	Q9NQC1	3	unknown	background
Q9NQC3	15180	Q9NQC3	1	unknown	background
Q9NQC7	15181	Q9NQC7	1	unknown	background
Q9NQC8	15182	Q9NQC8	1	unknown	background
Q9NQE7	15183	Q9NQE7	1	unknown	background
Q9NQE9	15184	Q9NQE9	1	human	mito
Q9NQF3	3752	Q9NQF3	2	unknown	background
Q9NQG1	15185	Q9NQG1	1	unknown	background
Q9NQG5	3554	Q96P16	2	unknown	background
Q9NQG6	3483	Q96C03	2	human	matrix,mito
Q9NQG7	15186	Q9NQG7	1	unknown	background
Q9NQH7	1283	P15034	3	human	hsp60,matrix,mito
Q9NQI0	32	P25888	25	unknown	background
Q9NQL2	3727	Q9HB90	2	unknown	background
Q9NQL9	15187	Q9NQL9	1	unknown	background
Q9NQM4	15188	Q9NQM4	1	unknown	background
Q9NQN1	1	Q8NGQ4	371	unknown	background
Q9NQP4	15189	Q9NQP4	1	unknown	background
Q9NQQ7	15190	Q9NQQ7	1	unknown	background
Q9NQR1	15191	Q9NQR1	1	unknown	background
Q9NQR4	1568	Q86X76	3	human	mito
Q9NQR7	15192	Q9NQR7	1	unknown	background
Q9NQR9	1715	Q9BUM1	3	unknown	background
Q9NQS1	15193	Q9NQS1	1	unknown	background
Q9NQS3	15194	Q9NQS3	1	unknown	background
Q9NQS5	15195	Q9NQS5	1	unknown	background
Q9NQS7	15196	Q9NQS7	1	unknown	background
Q9NQT4	15197	Q9NQT4	1	unknown	background
Q9NQT5	15198	Q9NQT5	1	unknown	background
Q9NQT6	15199	Q9NQT6	1	unknown	background
Q9NQT8	3668	Q9H1H9	2	unknown	background
Q9NQU5	141	O95747	12	unknown	background
Q9NQV5	15200	Q9NQV5	1	unknown	background
Q9NQV6	15201	Q9NQV6	1	unknown	background
Q9NQV7	136	Q9NQV7	13	unknown	background
Q9NQV8	15202	Q9NQV8	1	unknown	background
Q9NQW1	3753	Q9NQW1	2	unknown	background
Q9NQW5	136	Q9NQV7	13	unknown	background
Q9NQW6	15203	Q9NQW6	1	unknown	background
Q9NQW7	3754	Q9NQW7	2	unknown	background
Q9NQW8	2886	Q14028	2	unknown	background
Q9NQX0	15204	Q9NQX0	1	unknown	background
Q9NQX1	3	Q96IR2	176	unknown	background
Q9NQX3	2378	P12281	2	unknown	background
Q9NQX4	1778	Q9NQX4	3	unknown	background
Q9NQX5	15205	Q9NQX5	1	unknown	background
Q9NQX6	2	A6NM28	207	unknown	background
Q9NQX7	1130	O43736	3	unknown	background
Q9NQY0	15206	Q9NQY0	1	unknown	background
Q9NQZ2	15207	Q9NQZ2	1	unknown	background
Q9NQZ3	1025	Q9NR90	4	unknown	background
Q9NQZ5	15208	Q9NQZ5	1	human	mito
Q9NQZ6	15209	Q9NQZ6	1	unknown	background
Q9NQZ7	3755	Q9NQZ7	2	unknown	background
Q9NQZ8	2	A6NM28	207	unknown	background
Q9NR00	3756	Q9NR00	2	unknown	background
Q9NR09	366	AF-Q9NR09-F9-model_v6	7	unknown	background
Q9NR11	2	A6NM28	207	unknown	background
Q9NR12	1779	Q9NR12	3	unknown	background
Q9NR16	1023	Q9NR16	4	unknown	background
Q9NR19	630	P77495	5	unknown	background
Q9NR20	683	Q92630	5	unknown	background
Q9NR21	15210	Q9NR21	1	unknown	background
Q9NR22	525	Q99873	6	unknown	background
Q9NR23	3757	Q9NR23	2	unknown	background
Q9NR28	15211	Q9NR28	1	human	mito
Q9NR30	3588	Q9BQ39	2	unknown	background
Q9NR31	56	P36404	20	unknown	background
Q9NR33	3758	Q9NR33	2	unknown	background
Q9NR34	1024	Q9NR34	4	unknown	background
Q9NR45	15212	Q9NR45	1	unknown	background
Q9NR46	3923	Q9Y371	2	unknown	background
Q9NR48	15213	Q9NR48	1	unknown	background
Q9NR50	15214	Q9NR50	1	unknown	background
Q9NR55	15215	Q9NR55	1	unknown	background
Q9NR56	1520	Q5VZF2	3	unknown	background
Q9NR61	1780	Q9NR61	3	unknown	background
Q9NR63	1122	O43174	3	unknown	background
Q9NR64	79	Q9Y2M5	17	unknown	background
Q9NR71	15216	Q9NR71	1	unknown	background
Q9NR77	15217	Q9NR77	1	human	mito
Q9NR80	1124	O43307	3	unknown	background
Q9NR81	3759	Q9NR81	2	unknown	background
Q9NR82	575	O43525	5	unknown	background
Q9NR83	1548	Q6ZNC4	3	unknown	background
Q9NR90	1025	Q9NR90	4	unknown	background
Q9NR96	1781	Q9NR96	3	unknown	background
Q9NR97	1781	Q9NR96	3	unknown	background
Q9NR99	207	AF-Q9NR99-F6-model_v6	9	unknown	background
Q9NRA0	3799	Q9NYA1	2	human	mito
Q9NRA1	3760	Q9NRA1	2	unknown	background
Q9NRA2	292	Q9NRA2	8	unknown	background
Q9NRA8	15218	Q9NRA8	1	unknown	background
Q9NRB3	519	Q8NET6	6	unknown	background
Q9NRC1	3397	Q8TDW4	2	unknown	background
Q9NRC6	367	AF-Q9NRC6-F6-model_v6	7	unknown	background
Q9NRC8	3312	Q8N6T7	2	unknown	background
Q9NRC9	3761	Q9NRC9	2	unknown	background
Q9NRD0	15219	Q9NRD0	1	unknown	background
Q9NRD1	699	Q9H4M3	5	unknown	background
Q9NRD5	15220	Q9NRD5	1	human	mito
Q9NRD8	3762	Q9NRD9	2	unknown	background
Q9NRD9	3762	Q9NRD9	2	unknown	background
Q9NRE1	67	Q9NRE1	18	unknown	background
Q9NRE2	1782	Q9NRE2	3	unknown	background
Q9NRF2	1839	Q9UQQ2	3	unknown	background
Q9NRF8	1222	P0A7E5	3	unknown	background
Q9NRF9	15221	Q9NRF9	1	unknown	background
Q9NRG0	3758	Q9NR33	2	unknown	background
Q9NRG1	1186	P00492	3	unknown	background
Q9NRG4	1761	Q9H7B4	3	unknown	background
Q9NRG7	3763	Q9NRG7	2	human	mito
Q9NRG9	15222	Q9NRG9	1	unknown	background
Q9NRH1	15223	Q9NRH1	1	unknown	background
Q9NRH2	15224	Q9NRH2	1	unknown	background
Q9NRH3	49	Q9NRH3	21	unknown	background
Q9NRI5	15225	Q9NRI5	1	unknown	background
Q9NRI6	15226	Q9NRI6	1	unknown	background
Q9NRI7	15227	Q9NRI7	1	unknown	background
Q9NRJ1	15228	Q9NRJ1	1	unknown	background
Q9NRJ2	15229	Q9NRJ2	1	unknown	background
Q9NRJ3	3938	Q9Y4X3	2	unknown	background
Q9NRJ4	15230	Q9NRJ4	1	unknown	background
Q9NRJ5	1783	Q9NRJ5	3	unknown	background
Q9NRJ7	10	Q9P2E7	59	unknown	background
Q9NRK6	428	Q9NP78	7	human	mito
Q9NRL2	15231	Q9NRL2	1	unknown	background
Q9NRL3	1784	Q9NRL3	3	unknown	background
Q9NRM0	217	P11166	9	unknown	background
Q9NRM1	15232	Q9NRM1	1	unknown	background
Q9NRM2	15233	Q9NRM2	1	unknown	background
Q9NRM6	15234	Q9NRM6	1	unknown	background
Q9NRM7	3764	Q9NRM7	2	unknown	background
Q9NRN5	3117	Q6UWY5	2	unknown	background
Q9NRN7	15235	Q9NRN7	1	unknown	background
Q9NRN9	15236	Q9NRN9	1	human	matrix,mito
Q9NRP0	15237	Q9NRP0	1	unknown	background
Q9NRP2	15238	Q9NRP2	1	human	mito
Q9NRP4	15239	Q9NRP4	1	human	matrix,mito
Q9NRP7	15240	Q9NRP7	1	unknown	background
Q9NRQ2	572	O15162	5	unknown	background
Q9NRQ5	15241	Q9NRQ5	1	unknown	background
Q9NRR1	15242	Q9NRR1	1	unknown	background
Q9NRR2	165	P10323	11	unknown	background
Q9NRR3	15243	Q9NRR3	1	unknown	background
Q9NRR4	15244	Q9NRR4	1	unknown	background
Q9NRR5	670	Q8IYU4	5	unknown	background
Q9NRR6	15245	Q9NRR6	1	unknown	background
Q9NRR8	15246	Q9NRR8	1	unknown	background
Q9NRS4	165	P10323	11	unknown	background
Q9NRS6	15247	Q9NRS6	1	unknown	background
Q9NRU3	967	Q8NE01	4	unknown	background
Q9NRV9	15248	Q9NRV9	1	human	mito
Q9NRW1	12	Q96DA2	57	unknown	background
Q9NRW3	1046	Q9Y235	4	unknown	background
Q9NRW4	64	Q8WUJ0	18	unknown	background
Q9NRW7	15249	Q9NRW7	1	unknown	background
Q9NRX1	15250	Q9NRX1	1	unknown	background
Q9NRX2	2331	P0AG44	2	human	matrix,mito
Q9NRX3	1987	O00483	2	unknown	background
Q9NRX4	15251	Q9NRX4	1	unknown	background
Q9NRX5	667	Q86VE9	5	unknown	background
Q9NRX6	15252	Q9NRX6	1	unknown	background
Q9NRY2	15253	Q9NRY2	1	unknown	background
Q9NRY4	2860	Q13017	2	unknown	background
Q9NRY5	3765	Q9NRY5	2	unknown	background
Q9NRY6	572	O15162	5	human	mito
Q9NRY7	572	O15162	5	unknown	background
Q9NRZ5	3766	Q9NRZ7	2	human	mito
Q9NRZ7	3766	Q9NRZ7	2	unknown	background
Q9NRZ9	1026	Q9NRZ9	4	unknown	background
Q9NS00	15254	Q9NS00	1	unknown	background
Q9NS15	15255	Q9NS15	1	unknown	background
Q9NS18	802	P0AC62	4	human	matrix,mito
Q9NS23	1567	Q86WH2	3	unknown	background
Q9NS25	1028	Q9NY87	4	unknown	background
Q9NS26	1028	Q9NY87	4	unknown	background
Q9NS28	189	P49798	10	unknown	background
Q9NS37	15256	Q9NS37	1	unknown	background
Q9NS39	3767	Q9NS39	2	unknown	background
Q9NS56	15257	Q9NS56	1	unknown	background
Q9NS61	122	Q9UMX6	14	unknown	background
Q9NS62	15258	Q9NS62	1	unknown	background
Q9NS64	15259	Q9NS64	1	unknown	background
Q9NS66	1395	P60893	3	unknown	background
Q9NS67	1395	P60893	3	unknown	background
Q9NS68	3723	Q9HAV5	2	unknown	background
Q9NS69	15260	Q9NS69	1	human	mito
Q9NS71	15261	Q9NS71	1	unknown	background
Q9NS73	15262	Q9NS73	1	unknown	background
Q9NS75	3768	Q9NS75	2	unknown	background
Q9NS82	293	Q9NS82	8	unknown	background
Q9NS84	426	Q9GZX3	7	unknown	background
Q9NS85	3769	Q9NS85	2	unknown	background
Q9NS86	1131	O43813	3	unknown	background
Q9NS87	534	Q9Y496	6	unknown	background
Q9NS91	15263	Q9NS91	1	unknown	background
Q9NS93	15264	Q9NS93	1	unknown	background
Q9NS98	376	O95025	7	unknown	background
Q9NSA0	108	Q9Y226	15	unknown	background
Q9NSA1	1027	Q9NSA1	4	unknown	background
Q9NSA2	100	Q6PIU1	15	unknown	background
Q9NSA3	15265	Q9NSA3	1	unknown	background
Q9NSB2	3174	Q7RTS7	2	unknown	background
Q9NSB4	15266	Q9NSB4	1	unknown	background
Q9NSB8	1785	Q9NSB8	3	unknown	background
Q9NSC2	1006	Q9BXA9	4	unknown	background
Q9NSC5	1785	Q9NSB8	3	unknown	background
Q9NSC7	3859	Q9UJ37	2	unknown	background
Q9NSD4	3	Q96IR2	176	unknown	background
Q9NSD5	87	Q99884	16	unknown	background
Q9NSD7	3396	Q8TDU9	2	unknown	background
Q9NSD9	15267	Q9NSD9	1	unknown	background
Q9NSE2	754	O14508	4	unknown	background
Q9NSE4	2140	P00956	2	human	hsp60,matrix,mito
Q9NSG2	15268	Q9NSG2	1	unknown	background
Q9NSI2	15269	Q9NSI2	1	unknown	background
Q9NSI5	15270	Q9NSI5	1	unknown	background
Q9NSI6	1537	Q6RI45	3	unknown	background
Q9NSI8	3770	Q9NSI8	2	unknown	background
Q9NSJ1	2	A6NM28	207	unknown	background
Q9NSK0	937	Q6P597	4	unknown	background
Q9NSK7	15271	Q9NSK7	1	unknown	background
Q9NSN8	3771	Q9NSN8	2	unknown	background
Q9NSP4	15272	Q9NSP4	1	unknown	background
Q9NSQ0	15273	Q9NSQ0	1	unknown	background
Q9NST1	703	Q9NST1	5	unknown	background
Q9NSU2	3589	Q9BQ50	2	unknown	background
Q9NSV4	1144	O60879	3	unknown	background
Q9NSY0	3772	Q9NSY0	2	unknown	background
Q9NSY1	3773	Q9NSY1	2	unknown	background
Q9NSY2	1786	Q9NSY2	3	unknown	background
Q9NT22	15274	Q9NT22	1	unknown	background
Q9NT62	15275	Q9NT62	1	unknown	background
Q9NT68	660	Q6N022	5	unknown	background
Q9NT99	1771	Q9HBW1	3	unknown	background
Q9NTG1	15276	Q9NTG1	1	unknown	background
Q9NTG7	3258	Q8IXJ6	2	human	matrix,mito
Q9NTI2	149	P98198	12	unknown	background
Q9NTI5	2949	Q29RF7	2	unknown	background
Q9NTI7	15277	Q9NTI7	1	unknown	background
Q9NTJ3	15278	Q9NTJ3	1	unknown	background
Q9NTJ4	15279	Q9NTJ4	1	unknown	background
Q9NTJ5	3774	Q9NTJ5	2	unknown	background
Q9NTK1	15280	Q9NTK1	1	unknown	background
Q9NTK5	2270	P0ABU2	2	unknown	background
Q9NTM9	2733	P67826	2	unknown	background
Q9NTN3	3160	Q76EJ3	2	unknown	background
Q9NTN9	531	Q9NTN9	6	unknown	background
Q9NTQ9	54	P29033	20	unknown	background
Q9NTU4	15281	Q9NTU4	1	unknown	background
Q9NTU7	276	Q6UW01	8	unknown	background
Q9NTW7	15282	Q9NTW7	1	unknown	background
Q9NTX5	15283	Q9NTX5	1	human	hsp60,mito
Q9NTX7	15284	Q9NTX7	1	unknown	background
Q9NTX9	15285	Q9NTX9	1	unknown	background
Q9NTZ6	15286	Q9NTZ6	1	unknown	background
Q9NU02	15287	Q9NU02	1	unknown	background
Q9NU19	3775	Q9NU19	2	unknown	background
Q9NU22	368	AF-Q9NU22-F9-model_v6	7	unknown	background
Q9NU23	15288	Q9NU23	1	human	matrix,mito
Q9NU39	23	A0A1W2PRP0	27	unknown	background
Q9NU53	15289	Q9NU53	1	unknown	background
Q9NU63	15290	Q9NU63	1	unknown	background
Q9NUA8	15291	Q9NUA8	1	unknown	background
Q9NUB1	630	P77495	5	human	mito
Q9NUB4	15292	Q9NUB4	1	unknown	background
Q9NUC0	15293	Q9NUC0	1	unknown	background
Q9NUD5	15294	Q9NUD5	1	unknown	background
Q9NUD7	15295	Q9NUD7	1	unknown	background
Q9NUD9	15296	Q9NUD9	1	unknown	background
Q9NUE0	1589	Q8IZN3	3	unknown	background
Q9NUG4	3600	Q9BSQ5	2	unknown	background
Q9NUG6	15297	Q9NUG6	1	unknown	background
Q9NUH8	15298	Q9NUH8	1	unknown	background
Q9NUI1	1723	Q9BY49	3	unknown	background
Q9NUJ1	15299	Q9NUJ1	1	human	hsp60,matrix,mito
Q9NUJ3	651	Q5H9J9	5	unknown	background
Q9NUJ7	1444	Q0VAA5	3	unknown	background
Q9NUK0	1520	Q5VZF2	3	unknown	background
Q9NUL3	3776	Q9NUL3	2	unknown	background
Q9NUL5	15300	Q9NUL5	1	unknown	background
Q9NUL7	15301	Q9NUL7	1	human	matrix,mito
Q9NUM3	15302	Q9NUM3	1	unknown	background
Q9NUM4	1717	Q9BVX2	3	unknown	background
Q9NUN5	15303	Q9NUN5	1	unknown	background
Q9NUN7	15304	Q9NUN7	1	unknown	background
Q9NUP1	15305	Q9NUP1	1	unknown	background
Q9NUP7	15306	Q9NUP7	1	unknown	background
Q9NUP9	505	Q5EBL8	6	unknown	background
Q9NUQ2	15307	Q9NUQ2	1	human	mito
Q9NUQ3	15308	Q9NUQ3	1	unknown	background
Q9NUQ6	15309	Q9NUQ6	1	unknown	background
Q9NUQ7	15310	Q9NUQ7	1	unknown	background
Q9NUQ8	968	Q8NE71	4	unknown	background
Q9NUQ9	3657	Q9H0Q0	2	unknown	background
Q9NUR3	15311	Q9NUR3	1	unknown	background
Q9NUS5	15312	Q9NUS5	1	unknown	background
Q9NUT2	428	Q9NP78	7	human	mito
Q9NUU6	3481	Q96BN8	2	unknown	background
Q9NUU7	32	P25888	25	unknown	background
Q9NUV7	381	P0AB77	7	unknown	background
Q9NUV9	520	Q8NHV1	6	unknown	background
Q9NUW8	15313	Q9NUW8	1	unknown	background
Q9NUX5	15314	Q9NUX5	1	unknown	background
Q9NUY8	15315	Q9NUY8	1	unknown	background
Q9NUZ1	15316	Q9NUZ1	1	unknown	background
Q9NV06	15317	Q9NV06	1	unknown	background
Q9NV12	15318	Q9NV12	1	unknown	background
Q9NV23	15319	Q9NV23	1	unknown	background
Q9NV29	15320	Q9NV29	1	unknown	background
Q9NV31	15321	Q9NV31	1	unknown	background
Q9NV35	15322	Q9NV35	1	unknown	background
Q9NV39	15323	Q9NV39	1	unknown	background
Q9NV56	15324	Q9NV56	1	unknown	background
Q9NV58	3131	Q6ZMZ0	2	unknown	background
Q9NV64	3777	Q9NV64	2	unknown	background
Q9NV66	3087	Q6NUM6	2	unknown	background
Q9NV70	15325	Q9NV70	1	unknown	background
Q9NV72	3	Q96IR2	176	unknown	background
Q9NV79	3544	Q96MG8	2	unknown	background
Q9NV88	15326	Q9NV88	1	unknown	background
Q9NV92	3602	Q9BT67	2	unknown	background
Q9NV96	2972	Q3MIR4	2	unknown	background
Q9NVA1	15327	Q9NVA1	1	human	mito
Q9NVA2	134	Q8IYM1	13	unknown	background
Q9NVA4	1853	Q9Y519	3	unknown	background
Q9NVC3	1908	A6NNN8	2	unknown	background
Q9NVC6	15328	Q9NVC6	1	unknown	background
Q9NVD3	15329	Q9NVD3	1	unknown	background
Q9NVD7	1769	Q9HBI0	3	unknown	background
Q9NVE4	15330	Q9NVE4	1	unknown	background
Q9NVE5	15331	Q9NVE5	1	unknown	background
Q9NVE7	15332	Q9NVE7	1	unknown	background
Q9NVF7	15333	Q9NVF7	1	unknown	background
Q9NVF9	3778	Q9NVF9	2	unknown	background
Q9NVG8	15334	Q9NVG8	1	unknown	background
