uniprot_accession	domain_index	domain_start	domain_end	domain_length	cath_superfamily	domain_frac_helix	domain_frac_strand	domain_frac_coil	domain_mean_plddt	domain_min_plddt	domain_frac_plddt_gt70	domain_frac_plddt_gt90
Q9BYC2	1	37	272	236	3.40.1080.10	0.2458	0.3432	0.411	96.78	59.75	0.9958	0.9619
Q9BYC2	2	294	510	217	3.40.1080.10	0.1982	0.318	0.4839	95.97	42.34	0.9862	0.9355
Q9BYC9	1	62	123	62	1.10.1900.20	0.8226	0.0	0.1774	96.81	92.44	1.0	1.0
Q9BYD1	1	1	178	178	3.90.1180.10	0.382	0.1461	0.4719	93.19	54.81	0.9831	0.8146
Q9BYD2	1	94	151	58	3.40.5.10	0.3966	0.2414	0.3621	94.47	89.38	1.0	0.9483
Q9BYD3	1	45	294	250	3.40.1370.10	0.312	0.156	0.532	94.35	73.25	1.0	0.904
Q9BYD6	1	97	304	208	3.30.190.20	0.3846	0.2644	0.351	93.35	76.56	1.0	0.851
Q9BYD6	2	149	240	92	3.40.50.790	0.5	0.1413	0.3587	93.79	77.75	1.0	0.9239
Q9BYT8	1	185	696	512	1.10.1370.10	0.5762	0.0977	0.3262	96.31	79.0	1.0	0.9102
Q9BYT8	2	24	175	152	1.20.1050.40	0.6908	0.0	0.3092	91.05	24.19	0.9145	0.8289
Q9BYT8	3	385	535	151	3.40.390.10	0.3179	0.2583	0.4238	96.31	79.0	1.0	0.9073
Q9BYV1	1	120	401	282	3.40.640.10	0.3759	0.1241	0.5	96.36	76.81	1.0	0.9433
Q9BYV1	2	85	505	421	3.90.1150.10	0.38	0.1758	0.4442	96.65	76.81	1.0	0.9596
Q9BYZ2	1	51	211	161	3.40.50.720	0.4596	0.1491	0.3913	94.62	72.44	1.0	0.8447
Q9BYZ2	2	212	379	168	3.90.110.10	0.4524	0.1964	0.3512	96.78	86.44	1.0	0.994
Q9BZ23	1	372	546	175	3.30.420.40	0.4514	0.2229	0.3257	97.85	82.06	1.0	0.9829
Q9BZ23	2	204	371	168	3.30.420.510	0.3988	0.3155	0.2857	92.43	51.81	0.9821	0.75
Q9BZJ4	1	1	76	76	1.50.40.10	0.4342	0.0	0.5658	57.63	23.47	0.4211	0.2237
Q9BZJ4	2	87	352	266	1.50.40.10	0.7782	0.0	0.2218	79.76	37.03	0.8008	0.2895
Q9GZT3	1	2	108	107	3.30.70.330	0.1682	0.2617	0.5701	81.1	41.69	0.7383	0.5981
Q9GZT6	1	62	158	97	1.20.5.340	0.9175	0.0	0.0825	93.16	82.12	1.0	0.8041
Q9GZT8	1	22	147	126	3.40.1390.30	0.3651	0.1667	0.4683	96.26	37.62	0.9683	0.9603
Q9GZT8	2	218	342	125	3.40.1390.30	0.328	0.328	0.344	96.67	83.31	1.0	0.944
Q9H078	1	573	663	91	1.10.8.60	0.6484	0.1099	0.2418	86.77	43.72	0.9011	0.5055
Q9H078	2	120	212	93	1.25.40.20	0.5376	0.0215	0.4409	75.46	27.16	0.7204	0.086
Q9H078	3	244	331	88	1.25.40.20	0.5909	0.0	0.4091	82.11	55.06	0.7841	0.1932
Q9H078	4	332	569	238	3.40.50.300	0.5126	0.1345	0.3529	87.15	45.31	0.9538	0.4538
Q9H0C2	1	16	308	293	1.50.40.10	0.7782	0.0	0.2218	93.35	79.38	1.0	0.7304
Q9H0N5	1	27	130	104	3.30.1360.20	0.4712	0.2212	0.3077	95.04	46.44	0.9519	0.9231
Q9H0R6	1	3	502	500	3.90.1300.10	0.43	0.148	0.422	95.97	57.06	0.972	0.942
Q9H0U6	1	38	180	143	3.30.420.80	0.3147	0.1678	0.5175	95.54	71.5	1.0	0.9371
Q9H1K1	1	34	167	134	3.90.1010.10	0.4627	0.2164	0.3209	92.02	33.62	0.9403	0.8657
Q9H1K4	1	2	304	303	1.50.40.10	0.7591	0.0132	0.2277	73.49	24.98	0.7492	0.0033
Q9H1U9	1	31	297	267	1.50.40.10	0.8165	0.0	0.1835	86.99	55.41	0.8839	0.5318
Q9H2D1	1	22	307	286	1.50.40.10	0.7727	0.0	0.2273	88.64	53.72	0.9476	0.5874
Q9H2K0	1	76	148	73	3.10.20.80	0.3699	0.3151	0.3151	93.87	83.5	1.0	0.8904
Q9H2K0	2	158	242	85	3.30.110.10	0.3412	0.3765	0.2824	92.15	73.56	1.0	0.8235
Q9H2U2	1	36	334	299	3.90.80.10	0.2007	0.2676	0.5318	91.99	33.28	0.9064	0.8595
Q9H2W6	1	145	279	135	3.90.79.10	0.2	0.3407	0.4593	84.49	40.94	0.8889	0.4074
Q9H300	1	161	352	192	1.20.1540.10	0.724	0.0677	0.2083	94.67	78.06	1.0	0.8698
Q9H3H1	1	134	208	75	1.10.20.140	0.6133	0.0	0.3867	84.14	36.12	0.84	0.48
Q9H3H1	2	393	432	40	3.30.160.60	0.6	0.2	0.2	85.27	74.69	1.0	0.15
Q9H3H1	3	25	371	347	3.40.50.300	0.5533	0.1037	0.3429	91.57	36.12	0.9568	0.7666
Q9H3J6	1	14	127	114	3.30.160.20	0.307	0.1404	0.5526	81.21	44.09	0.6842	0.4912
Q9H4A6	1	50	298	249	1.10.3630.10	0.5261	0.0884	0.3855	92.53	36.5	0.9558	0.8193
Q9H4B0	1	39	373	335	3.30.420.40	0.4985	0.197	0.3045	96.44	74.56	1.0	0.9463
Q9H4B0	2	164	351	188	3.30.420.40	0.4628	0.1755	0.3617	96.54	84.69	1.0	0.9574
Q9H4I8	1	13	300	288	3.40.50.1820	0.4479	0.2326	0.3194	92.48	52.12	0.9757	0.7917
Q9H4K7	1	71	223	153	2.70.210.12	0.0458	0.3268	0.6275	90.8	55.44	0.9608	0.7059
Q9H4K7	2	224	396	173	3.40.50.300	0.3757	0.1965	0.4277	79.3	33.66	0.7919	0.0751
Q9H5Q4	1	61	304	244	3.40.50.150	0.3443	0.2295	0.4262	86.15	26.83	0.8279	0.7049
Q9H611	1	188	396	209	3.40.50.300	0.4258	0.1435	0.4306	86.58	29.17	0.9091	0.6842
Q9H611	2	510	591	82	3.40.50.300	0.122	0.4024	0.4756	86.82	66.56	0.9634	0.4512
Q9H649	1	117	334	218	3.40.50.150	0.4404	0.2385	0.3211	95.64	80.38	1.0	0.8807
Q9H649	2	5	115	111	6.20.240.40	0.3243	0.1261	0.5495	85.4	27.59	0.8559	0.6486
Q9H6R3	1	557	686	130	3.30.300.30	0.3615	0.2692	0.3692	84.83	53.97	0.9231	0.4
Q9H6R3	2	60	556	497	3.40.50.12780	0.338	0.2555	0.4064	94.06	45.81	0.9738	0.8431
Q9H7H0	1	160	312	153	3.40.50.150	0.4641	0.2026	0.3333	96.12	77.25	1.0	0.9412
Q9H7Z7	1	223	377	155	1.20.1050.10	0.7419	0.0129	0.2452	95.49	38.75	0.9806	0.9548
Q9H7Z7	2	88	179	92	3.40.30.10	0.413	0.2609	0.3261	93.46	68.56	0.9891	0.8261
Q9H7Z7	3	180	222	43	6.20.200.30	0.3023	0.186	0.5116	92.14	78.0	1.0	0.7209
Q9H825	1	176	291	116	3.40.50.150	0.2328	0.1897	0.5776	87.81	34.47	0.8534	0.7328
Q9H845	1	61	175	115	1.10.540.10	0.713	0.0	0.287	96.09	85.06	1.0	0.9826
Q9H845	2	290	437	148	1.20.140.10	0.7973	0.0338	0.1689	96.6	76.19	1.0	0.9527
Q9H845	3	486	609	124	1.20.140.10	0.8387	0.0	0.1613	95.83	77.0	1.0	0.9355
Q9H845	4	176	289	114	2.40.110.10	0.0789	0.5263	0.3947	97.3	86.0	1.0	0.9737
Q9H857	1	211	407	197	3.40.50.1000	0.5533	0.1523	0.2944	93.96	79.44	1.0	0.8426
Q9H8M1	1	75	221	147	3.30.530.20	0.3061	0.4762	0.2177	93.0	72.0	1.0	0.7619
Q9H903	1	56	339	284	3.40.50.10860	0.4155	0.1761	0.4085	97.18	81.56	1.0	0.9613
Q9H903	2	54	322	269	3.40.50.720	0.3866	0.1859	0.4275	97.15	81.56	1.0	0.9591
Q9H936	1	2	310	309	1.50.40.10	0.7605	0.0	0.2395	79.25	28.91	0.8511	0.0777
Q9H9J2	1	55	186	132	1.10.1520.10	0.6136	0.0152	0.3712	92.6	57.16	0.9545	0.8864
Q9H9J2	2	234	319	86	3.30.160.20	0.314	0.2791	0.407	94.91	74.25	1.0	0.9651
Q9H9P8	1	133	412	280	3.30.9.10	0.3464	0.2786	0.375	92.48	46.91	0.9679	0.7714
Q9H9P8	2	50	449	400	3.50.50.60	0.345	0.255	0.4	93.62	46.91	0.9775	0.815
Q9HA77	1	357	551	195	1.20.120.1910	0.6718	0.0615	0.2667	87.01	31.91	0.8872	0.5795
Q9HA77	2	39	356	318	3.40.50.620	0.3711	0.2421	0.3868	93.0	44.62	0.9497	0.827
Q9HA92	1	13	274	262	3.20.20.70	0.458	0.187	0.355	91.21	31.14	0.9008	0.855
Q9HAC7	1	263	350	88	3.30.1540.10	0.4659	0.1364	0.3977	97.83	93.5	1.0	1.0
Q9HAC7	2	37	438	402	3.40.50.10540	0.408	0.1567	0.4353	96.85	45.84	0.995	0.9776
Q9HAV7	1	159	215	57	2.30.22.10	0.0	0.5789	0.4211	92.23	81.88	1.0	0.7719
Q9HAV7	2	48	158	111	3.90.20.20	0.8198	0.0	0.1802	88.99	29.91	0.9279	0.7297
Q9HBH1	1	64	243	180	3.90.45.10	0.3611	0.3278	0.3111	97.57	82.25	1.0	0.9833
Q9HBH5	1	40	334	295	3.40.50.720	0.4915	0.1424	0.3661	92.18	46.41	0.9322	0.8169
Q9HC21	1	10	312	303	1.50.40.10	0.7855	0.0	0.2145	86.84	55.66	0.934	0.4851
Q9HC36	1	101	193	93	3.30.1330.30	0.4301	0.2258	0.3441	91.79	82.62	1.0	0.7097
Q9HC36	2	203	411	209	3.40.1280.10	0.3828	0.177	0.4402	82.49	26.0	0.7895	0.6938
Q9HC38	1	1	148	148	3.10.180.10	0.1959	0.3919	0.4122	83.97	36.44	0.777	0.6486
Q9HC38	2	149	293	145	3.10.180.10	0.269	0.3586	0.3724	96.08	73.38	1.0	0.9172
Q9HCC0	1	29	300	272	3.90.226.10	0.4632	0.2022	0.3346	96.65	79.5	1.0	0.9596
Q9HCC0	2	301	563	263	3.90.226.10	0.4601	0.1749	0.365	96.81	83.19	1.0	0.9924
Q9HD23	1	156	335	180	1.20.58.340	0.8389	0.0	0.1611	86.34	55.81	0.8611	0.5
Q9HD23	2	75	154	80	2.40.128.330	0.1	0.4625	0.4375	83.84	40.75	0.875	0.4125
Q9HD33	1	59	159	101	6.10.330.20	0.6931	0.0	0.3069	94.25	51.38	0.9604	0.9307
Q9HD36	1	15	170	156	1.10.437.10	0.7244	0.0	0.2756	89.31	46.5	0.9103	0.6859
Q9NNW7	1	394	524	131	3.30.390.30							
Q9NNW7	2	40	384	345	3.50.50.60							
Q9NNW7	3	202	325	124	3.50.50.60							
Q9NNZ3	1	23	112	90	1.10.287.110	0.5333	0.0	0.4667	82.0	44.25	0.7778	0.5111
Q9NP58	1	252	577	326	1.20.1560.10	0.865	0.0	0.135	88.38	35.75	0.9755	0.4969
Q9NP58	2	581	841	261	3.40.50.300	0.3716	0.2375	0.3908	88.67	37.94	0.9464	0.6858
Q9NP80	1	434	763	330	3.40.1090.10	0.4727	0.1606	0.3667	89.19	39.06	0.9182	0.697
Q9NP81	1	58	171	114	1.10.287.40	0.8158	0.0	0.1842	93.89	70.19	1.0	0.8333
Q9NP81	2	172	490	319	3.30.930.10	0.2978	0.2696	0.4326	97.27	56.72	0.9906	0.953
Q9NPB1	1	49	103	55	1.10.40.40	0.5818	0.0	0.4182	98.45	97.25	1.0	1.0
Q9NPB1	2	39	221	183	3.40.50.1000	0.3552	0.1475	0.4973	98.35	93.19	1.0	1.0
Q9NPH0	1	33	428	396	3.40.50.1240	0.4293	0.1515	0.4192	94.51	38.81	0.9394	0.9116
Q9NPJ3	1	1	140	140	3.10.129.10	0.2714	0.4071	0.3214	96.29	53.25	0.9929	0.9357
Q9NQ50	1	83	181	99	6.10.250.3440	0.6263	0.0	0.3737	91.85	62.06	0.9596	0.7677
Q9NQE9	1	54	182	129	3.30.428.10	0.3256	0.2093	0.4651	95.62	84.75	1.0	0.9535
Q9NQG6	1	135	458	324	1.10.1410.40	0.4877	0.1852	0.3272	94.44	58.56	0.9907	0.9105
Q9NQG6	2	149	340	192	3.30.460.90	0.3229	0.3021	0.375	93.3	58.56	0.9844	0.875
Q9NQH7	1	67	246	180	3.40.350.10	0.4222	0.2	0.3778	96.13	60.5	0.9778	0.9611
Q9NQH7	2	247	507	261	3.90.230.10	0.3946	0.1762	0.4291	97.37	47.69	0.9923	0.954
Q9NQR4	1	2	276	275	3.60.110.10	0.2945	0.2873	0.4182	97.76	54.34	0.9927	0.9818
Q9NQZ5	1	124	327	204	3.30.530.20	0.2108	0.3873	0.402	87.18	31.42	0.9216	0.6667
Q9NR28	1	56	239	184	1.20.58.70	0.8859	0.0	0.1141	92.39	43.91	0.9239	0.8043
Q9NRA0	1	317	645	329	2.60.200.40	0.1277	0.2523	0.6201	71.42	24.27	0.617	0.5866
Q9NRA0	2	169	316	148	3.40.50.10330	0.4527	0.1824	0.3649	94.13	70.0	0.9932	0.8716
Q9NRD5	1	145	353	209	1.20.1270.60	0.9378	0.0	0.0622	89.07	50.44	0.9904	0.5215
Q9NRD5	2	15	126	112	2.30.42.10	0.25	0.3393	0.4107	92.69	77.06	1.0	0.7679
Q9NRG7	1	2	293	292	3.40.50.720	0.4178	0.1781	0.4041	97.2	85.81	1.0	0.9863
Q9NRK6	1	151	483	333	1.20.1560.10	0.8799	0.003	0.1171	94.52	36.38	0.991	0.976
Q9NRK6	2	484	736	253	3.40.50.300	0.3676	0.249	0.3834	91.89	56.19	0.9684	0.7708
Q9NRN9	1	2	209	208	3.40.50.150	0.375	0.274	0.351	92.86	59.97	0.9423	0.8125
Q9NRV9	1	18	189	172	3.20.80.10	0.1977	0.4651	0.3372	87.85	46.53	0.9477	0.5581
Q9NRX2	1	3	125	123	3.90.1030.10	0.5122	0.1382	0.3496	94.9	58.06	0.9512	0.9106
Q9NS18	1	54	164	111	3.40.30.10	0.5946	0.1532	0.2523	95.31	69.0	0.991	0.9279
Q9NSE4	1	535	585	51	1.10.10.830	0.549	0.098	0.3529	90.84	66.25	0.9608	0.6863
Q9NSE4	2	711	1011	301	1.10.730.20	0.5316	0.1429	0.3256	93.47	63.5	0.9934	0.887
Q9NSE4	3	98	257	160	3.40.50.620	0.5312	0.175	0.2938	93.28	69.31	0.9938	0.8063
Q9NSE4	4	586	708	123	3.40.50.620	0.3821	0.1707	0.4472	92.21	65.94	0.9756	0.7236
Q9NSE4	5	258	468	211	3.90.740.10	0.237	0.3839	0.3791	93.61	74.12	1.0	0.8483
Q9NTG7	1	151	299	149	3.30.1600.10	0.3893	0.1946	0.4161	91.8	63.09	0.9262	0.7718
Q9NTG7	2	127	384	258	3.40.50.1220	0.4186	0.1899	0.3915	94.01	63.09	0.9574	0.8682
Q9NTX5	1	36	288	253	3.90.226.10	0.5178	0.166	0.3162	96.03	76.56	1.0	0.9486
Q9NUB1	1	551	684	134	3.30.300.30	0.403	0.2537	0.3433	82.26	48.06	0.8582	0.2015
Q9NUB1	2	56	550	495	3.40.50.12780	0.3192	0.2505	0.4303	94.81	47.34	0.9838	0.8485
Q9NUJ1	1	62	301	240	3.40.50.1820	0.4042	0.2375	0.3583	97.08	86.44	1.0	0.9667
Q9NUL7	1	88	354	267	3.40.50.300	0.427	0.1461	0.427	88.18	47.12	0.9513	0.5618
Q9NUL7	2	361	529	169	3.40.50.300	0.426	0.1834	0.3905	88.36	56.5	0.9527	0.5503
Q9NUT2	1	203	469	267	1.20.1560.10	0.8764	0.0037	0.1199	89.41	76.62	1.0	0.5019
Q9NUT2	2	470	715	246	3.40.50.300	0.3862	0.2602	0.3537	90.69	46.34	0.9756	0.7114
Q9NVH0	1	62	258	197	3.30.420.10	0.4975	0.1929	0.3096	90.58	26.91	0.9289	0.7817
Q9NVH1	1	3	97	95	1.10.287.110	0.6421	0.0	0.3579	74.81	35.72	0.7684	0.0105
Q9NVH6	1	37	137	101	3.30.2020.30	0.1584	0.3564	0.4851	88.79	29.2	0.8713	0.8416
Q9NVH6	2	138	421	284	3.60.130.10	0.3345	0.2923	0.3732	96.55	84.25	1.0	0.9507
Q9NVI7	1	305	492	188	3.40.50.300	0.4894	0.1543	0.3564	89.24	56.38	0.9574	0.6489
Q9NVS2	1	68	132	65	4.10.640.10	0.4923	0.0308	0.4769	95.52	88.75	1.0	0.9692
Q9NVS9	1	51	261	211	2.30.110.10	0.2749	0.3318	0.3934	94.94	58.5	0.9763	0.9052
Q9NVV4	1	333	519	187	1.10.1410.10	0.4652	0.0802	0.4545	95.18	56.59	0.9626	0.9251
Q9NVV4	2	200	332	133	3.30.460.10	0.3534	0.2406	0.406	92.12	47.03	0.9173	0.8271
Q9NW81	1	66	232	167	3.80.10.10	0.3952	0.1497	0.4551	94.59	86.56	1.0	0.9341
Q9NWU1	1	35	303	269	3.40.47.10	0.4052	0.2007	0.3941	97.92	69.31	0.9963	0.9777
Q9NWU1	2	304	458	155	3.40.47.10	0.3806	0.2323	0.3871	98.64	96.19	1.0	1.0
Q9NWU5	1	41	206	166	3.90.470.10	0.3494	0.2771	0.3735	94.97	56.22	0.988	0.9157
Q9NWX6	1	30	298	269	3.30.70.3000	0.4796	0.223	0.2974	95.14	42.06	0.9777	0.8848
Q9NX18	1	62	151	90	1.10.150.250	0.6667	0.0	0.3333	95.9	87.88	1.0	0.9889
Q9NX20	1	55	232	178	3.90.1170.10	0.3258	0.2416	0.4326	95.65	88.44	1.0	0.9944
Q9NX36	1	35	112	78	1.10.287.110	0.6282	0.0	0.3718	81.84	31.05	0.859	0.3974
Q9NX47	1	3	74	72	3.30.40.10	0.3194	0.1111	0.5694	86.0	54.62	0.8889	0.5417
Q9NX74	1	8	257	250	3.20.20.70	0.364	0.224	0.412	96.86	77.62	1.0	0.932
Q9NX74	2	343	443	101	3.30.160.20	0.2871	0.2277	0.4851	87.78	30.75	0.9109	0.6535
Q9NXA8	1	68	226	159	3.30.1600.10	0.3396	0.195	0.4654	96.25	59.78	0.9748	0.9434
Q9NXA8	2	49	296	248	3.40.50.1220	0.3589	0.2056	0.4355	96.6	59.78	0.9839	0.9637
Q9NXH9	1	443	501	59	3.30.56.70	0.4746	0.2203	0.3051	97.26	93.5	1.0	1.0
Q9NXH9	2	54	440	387	3.40.50.150	0.3359	0.2713	0.3928	90.51	24.19	0.8992	0.8346
Q9NXH9	3	592	650	59	4.10.1000.10	0.2542	0.0339	0.7119	62.7	22.86	0.5593	0.0
Q9NYK5	1	74	128	55	3.10.20.30	0.2545	0.3455	0.4	93.6	78.62	1.0	0.9455
Q9NYK5	2	137	302	166	3.30.980.10	0.3976	0.3133	0.2892	92.18	59.59	0.9759	0.7892
Q9NYQ3	1	2	351	350	3.20.20.70	0.4714	0.1429	0.3857	93.22	29.55	0.9286	0.8829
Q9NYZ2	1	25	177	153	1.50.40.10	0.7059	0.0	0.2941	76.79	20.47	0.8235	0.2092
Q9NYZ2	2	178	337	160	1.50.40.10	0.7937	0.0	0.2062	85.88	51.72	0.9688	0.3625
Q9NZ45	1	61	108	48	3.40.5.90	0.1875	0.1875	0.625	95.41	83.38	1.0	0.8542
Q9NZB8	1	58	384	327	3.20.20.70	0.3547	0.1774	0.4679	93.21	55.31	0.9878	0.8135
Q9NZB8	2	479	636	158	3.30.70.640	0.2911	0.3165	0.3924	92.34	50.75	0.9684	0.7658
Q9NZE8	1	102	163	62	4.10.410.60	0.3871	0.1613	0.4516	97.05	94.5	1.0	1.0
Q9NZJ6	1	96	332	237	3.40.50.150	0.3882	0.2658	0.346	87.52	38.25	0.8692	0.6793
Q9NZJ7	1	85	388	304	1.50.40.10	0.6711	0.0362	0.2928	85.28	37.62	0.8388	0.5888
Q9P015	1	86	177	92	3.100.10.10	0.3043	0.2609	0.4348	94.82	78.0	1.0	0.9022
Q9P0J1	1	72	537	466	3.60.40.10	0.412	0.1996	0.3884	91.7	35.62	0.9227	0.7876
Q9P0M9	1	35	148	114	2.40.50.100	0.0702	0.2982	0.6316	95.08	69.75	0.9912	0.9035
Q9P0S9	1	1	112	112	1.10.10.1740	0.7768	0.0	0.2232	62.62	32.62	0.3839	0.0
Q9P291	1	192	452	261	1.25.10.10	0.7663	0.0077	0.2261	95.29	70.06	1.0	0.9272
Q9P2J9	1	71	524	454	3.60.40.10	0.3987	0.2004	0.4009	90.17	42.66	0.9119	0.7335
Q9P2R7	1	73	163	91	3.30.1490.20	0.2747	0.3077	0.4176	94.22	66.62	0.989	0.8352
Q9P2R7	2	54	296	243	3.30.470.20	0.3416	0.2881	0.3704	95.4	66.62	0.9959	0.9177
Q9P2R7	3	300	446	147	3.40.50.261	0.4762	0.2109	0.3129	92.89	74.19	1.0	0.7823
Q9UBJ2	1	95	427	333	1.20.1560.10	0.9009	0.0	0.0991	86.2	44.06	0.9399	0.4084
Q9UBJ2	2	467	709	243	3.40.50.300	0.3951	0.2346	0.3704	91.29	77.06	1.0	0.6914
Q9UBQ7	1	9	320	312	3.40.50.720	0.3846	0.1635	0.4519	97.56	92.0	1.0	1.0
Q9UBQ7	2	106	294	189	3.40.50.720	0.381	0.1587	0.4603	97.79	92.31	1.0	1.0
Q9UBX3	1	8	284	277	1.50.40.10	0.8014	0.0072	0.1913	78.71	46.62	0.8339	0.0397
Q9UDR5	1	729	827	99	1.10.1870.10	0.5556	0.0202	0.4242	91.01	63.38	0.9394	0.7677
Q9UDR5	2	604	866	263	3.30.360.10	0.3422	0.2548	0.403	93.53	63.38	0.9772	0.8631
Q9UDR5	3	25	152	128	3.40.50.720	0.2734	0.2188	0.5078	93.13	71.69	1.0	0.7891
Q9UDR5	4	153	407	255	3.40.50.720	0.3608	0.1686	0.4706	91.13	38.06	0.9608	0.749
Q9UDR5	5	482	916	435	3.40.50.720	0.4	0.2276	0.3724	93.68	63.38	0.9862	0.8345
Q9UDW1	1	2	63	62	1.20.5.260	0.7581	0.0	0.2419	95.46	65.31	0.9677	0.9194
Q9UF12	1	55	451	397	3.20.20.220	0.597	0.1234	0.2796	90.46	47.09	0.9345	0.7154
Q9UFN0	1	26	136	111	3.30.70.100	0.3964	0.3423	0.2613	93.59	50.88	0.9369	0.9099
Q9UFN0	2	138	245	108	3.30.70.100	0.4074	0.3519	0.2407	96.99	88.31	1.0	0.9722
Q9UGC7	1	235	323	89	3.30.160.20	0.4944	0.191	0.3146	90.72	67.56	0.9888	0.6966
Q9UGC7	2	130	354	225	3.30.70.1660	0.3467	0.32	0.3333	92.75	67.56	0.9956	0.8044
Q9UGC7	3	61	123	63	6.10.140.1950	0.8571	0.0	0.1429	85.95	68.19	0.9841	0.254
Q9UGM6	1	217	327	111	1.10.240.10	0.5495	0.045	0.4054	95.8	84.31	1.0	0.964
Q9UGM6	2	36	358	323	3.40.50.620	0.5944	0.0929	0.3127	94.44	55.41	0.9721	0.8793
Q9UH62	1	63	213	151	1.25.10.10	0.7152	0.0	0.2848	79.25	31.0	0.6556	0.6225
Q9UH62	2	214	368	155	1.25.10.10	0.7806	0.0129	0.2065	88.27	51.59	0.871	0.6065
Q9UHK6	1	210	298	89	3.30.1540.10	0.4382	0.1461	0.4157	97.45	91.81	1.0	1.0
Q9UHK6	2	3	316	314	3.40.50.10540	0.4331	0.1433	0.4236	96.67	76.38	1.0	0.9554
Q9UHN1	1	59	379	321	3.30.930.10	0.3956	0.2897	0.3146	86.53	29.97	0.8879	0.5576
Q9UHN1	2	380	485	106	3.40.50.800	0.5	0.2264	0.2736	92.18	70.06	1.0	0.8019
Q9UI17	1	767	844	78	2.40.30.110	0.0385	0.6026	0.359	98.68	97.25	1.0	1.0
Q9UI17	2	474	734	261	3.30.1360.120	0.3027	0.3218	0.3755	98.63	95.25	1.0	1.0
Q9UI17	3	537	760	224	3.30.70.1400	0.2902	0.2991	0.4107	98.62	95.25	1.0	1.0
Q9UI17	4	131	375	245	3.30.9.10	0.298	0.3102	0.3918	98.4	93.56	1.0	1.0
Q9UI17	5	52	430	379	3.50.50.60	0.3298	0.2533	0.4169	98.46	93.56	1.0	1.0
Q9UI32	1	69	149	81	1.10.238.210	0.716	0.0494	0.2346	88.47	63.59	0.963	0.4444
Q9UI32	2	484	580	97	1.25.40.20	0.6392	0.0	0.3608	91.04	75.44	1.0	0.732
Q9UI32	3	150	479	330	3.40.710.10	0.4455	0.1242	0.4303	94.51	58.38	0.9758	0.8939
Q9UI43	1	51	246	196	3.40.50.150	0.3316	0.2449	0.4235	94.7	32.56	0.9694	0.9184
Q9UIF7	1	92	306	215	1.10.1670.10	0.6744	0.0	0.3256	96.67	85.69	1.0	0.9581
Q9UIF7	2	107	230	124	1.10.340.30	0.6855	0.0	0.3145	96.31	85.69	1.0	0.9355
Q9UIF7	3	361	500	140	3.90.79.10	0.2571	0.35	0.3929	90.16	52.94	0.9786	0.6571
Q9UII2	1	26	72	47	1.20.5.500	0.6596	0.0	0.3404	80.55	40.03	0.7872	0.4255
Q9UII2	2	73	106	34	1.20.5.500	0.8824	0.0	0.1176	95.68	65.25	0.9706	0.9118
Q9UIJ7	1	2	227	226	3.40.50.300	0.4602	0.1549	0.385	91.62	29.33	0.9381	0.8319
Q9UJ68	1	24	235	212	3.30.1060.10	0.25	0.184	0.566	93.33	31.47	0.9387	0.8774
Q9UJA2	1	101	298	198	1.20.120.1760	0.7374	0.0303	0.2323	85.71	51.5	0.8485	0.5354
Q9UJS0	1	6	88	83	1.10.238.10	0.494	0.0964	0.4096	90.5	47.25	0.9518	0.7229
Q9UJS0	2	90	248	159	1.10.238.10	0.6226	0.0503	0.327	90.53	58.88	0.9748	0.6981
Q9UJS0	3	323	609	287	1.50.40.10	0.7561	0.0	0.2439	81.53	44.34	0.885	0.0732
Q9UJZ1	1	64	196	133	3.30.479.30	0.4586	0.3383	0.203	94.05	84.31	1.0	0.9474
Q9UK39	1	116	429	314	3.60.10.10	0.2389	0.3408	0.4204	96.18	34.5	0.9777	0.9522
Q9UKA2	1	285	426	142	3.80.10.10	0.493	0.0986	0.4085	93.89	68.38	0.9859	0.9085
Q9UKA2	2	427	619	193	3.80.10.10	0.3731	0.1347	0.4922	96.65	77.38	1.0	0.9845
Q9UKG9	1	17	537	521	1.10.275.20	0.5163	0.1305	0.3532	98.3	91.81	1.0	1.0
Q9UKG9	2	394	590	197	3.30.559.10	0.4264	0.2132	0.3604	98.36	94.5	1.0	1.0
Q9UKG9	3	82	559	478	3.30.559.70	0.4644	0.159	0.3766	98.25	91.81	1.0	1.0
Q9UKK9	1	1	208	208	3.90.79.10	0.226	0.4087	0.3654	94.13	38.41	0.9423	0.8894
Q9UKU0	1	80	555	476	3.40.50.12780	0.4034	0.2101	0.3866	92.84	45.81	0.9769	0.7668
Q9UKU7	1	23	155	133	1.10.540.10	0.609	0.0	0.391	94.9	35.53	0.9398	0.9323
Q9UKU7	2	266	415	150	1.20.140.10	0.8133	0.0267	0.16	98.5	92.06	1.0	1.0
Q9UKU7	3	157	265	109	2.40.110.10	0.0917	0.4862	0.422	98.52	95.94	1.0	1.0
Q9UL12	1	819	900	82	2.40.30.110	0.0732	0.5366	0.3902	96.86	92.81	1.0	1.0
Q9UL12	2	482	787	306	3.30.1360.120	0.3007	0.3007	0.3987	96.82	89.06	1.0	0.9902
Q9UL12	3	576	813	238	3.30.70.1400	0.2899	0.3067	0.4034	96.87	89.06	1.0	0.9874
Q9UL12	4	149	387	239	3.30.9.10	0.2803	0.3305	0.3891	96.92	89.38	1.0	0.9874
Q9UL12	5	69	446	378	3.50.50.60	0.3386	0.2672	0.3942	97.04	89.38	1.0	0.9921
