accession	source	n_domains	first_domain_start	first_domain_end
Q8WWF5	Chainsaw	2	76	92
Q8TC59	Chainsaw	4	233	381
Q8TDU6	Chainsaw	1	17	287
Q8TD06	Chainsaw	1	44	165
Q8WU49	Chainsaw	1	22	165
Q8TCT6	Chainsaw	2	1	5
Q8WVH0	Chainsaw	1	33	154
Q8TDN7	Chainsaw	1	28	258
Q8TDS7	Chainsaw	1	1	300
Q8TDJ6	Chainsaw	4	2	283
Q8WU08	Chainsaw	2	20	103
Q8WVI0	Chainsaw	1	4	69
Q8WXE9	Chainsaw	2	378	417
Q8WUM9	Chainsaw	3	19	224
Q8WWB3	Chainsaw	1	1	135
Q8WXB1	Chainsaw	1	9	211
Q8WUH1	Chainsaw	1	3	99
Q8WXF0	Chainsaw	1	11	96
Q8TDM0	Chainsaw	1	26	156
Q8WVF1	Chainsaw	3	5	190
Q8WUU8	Chainsaw	1	32	93
Q8WTP8	Chainsaw	1	107	283
Q8WUA4	Chainsaw	1	301	304
Q8WXA2	Chainsaw	1	46	116
Q8WWI1	Chainsaw	3	1	226
Q8TEQ8	Chainsaw	3	1	29
Q8TDI0	Chainsaw	4	1797	1904
Q8WY22	Chainsaw	1	9	198
Q8WUY3	Chainsaw	1	1	355
Q8WXT5	Chainsaw	1	37	191
Q8TD33	Chainsaw	1	3	93
Q8TD31	Chainsaw	1	79	771
Q8WXI8	Chainsaw	1	81	214
Q8TCF1	Chainsaw	1	136	266
Q8WW24	Chainsaw	1	79	432
Q8TE04	Chainsaw	2	238	372
Q8WVT3	Chainsaw	1	220	226
Q8WW33	Chainsaw	1	14	90
Q8TDT2	Chainsaw	1	30	306
Q8WW35	Chainsaw	1	41	140
Q8TD55	Chainsaw	1	19	123
Q8TF62	Chainsaw	5	13	33
Q8WU03	Chainsaw	2	2	134
Q8WUY1	Chainsaw	1	21	168
Q8WTQ7	Chainsaw	3	4	37
Q8TER0	Chainsaw	7	36	338
Q8TDS5	Chainsaw	1	50	331
Q8WW43	Chainsaw	1	1	255
Q8WUJ1	Chainsaw	1	36	170
Q8TCW9	Chainsaw	1	52	347
Q8WVP7	Chainsaw	2	1	223
Q8WVE0	Chainsaw	1	48	211
Q8TET4	Chainsaw	4	18	163
Q8TF01	Chainsaw	1	16	474
Q8TDQ1	Chainsaw	1	22	126
Q8TDM6	Chainsaw	6	3	108
Q8WXD0	Chainsaw	1	416	697
Q8WTV1	Chainsaw	1	23	63
Q8WXK3	Chainsaw	1	22	276
Q8TD84	Chainsaw	10	1	123
Q8WUZ0	Chainsaw	1	2	62
Q8WUJ3	Chainsaw	5	37	162
Q8TCE9	Chainsaw	1	8	138
Q8TCD5	Chainsaw	2	5	14
Q8WU90	Chainsaw	3	11	96
Q8TCD1	Chainsaw	1	4	35
Q8TCD6	Chainsaw	2	2	14
Q8WVL7	Chainsaw	1	49	235
Q8WWM9	Chainsaw	1	21	169
Q8WUU5	Chainsaw	1	137	223
Q8TD35	Chainsaw	1	48	188
Q8TF76	Chainsaw	1	372	793
Q8TCJ0	Chainsaw	3	15	31
Q8TDW4	Chainsaw	2	29	147
Q8WUX1	Chainsaw	1	50	468
Q8WTZ4	Chainsaw	1	13	186
Q8TDV0	Chainsaw	1	9	318
Q8WXG6	Chainsaw	5	14	107
Q8TE23	Chainsaw	4	5	185
Q8WWZ4	Chainsaw	6	2	126
Q8WUR7	Chainsaw	1	55	151
Q8WYB5	Chainsaw	2	715	998
Q8TD16	Chainsaw	1	8	805
Q8TDY3	Chainsaw	3	4	175
Q8WWF3	Chainsaw	1	32	214
Q8TF20	Chainsaw	3	97	471
Q8TED1	Chainsaw	1	51	208
Q8WYJ6	Chainsaw	1	13	295
Q8WW12	Chainsaw	1	109	172
Q8TE56	Chainsaw	7	103	188
Q8TEF2	Chainsaw	1	16	105
Q8WXH5	Chainsaw	1	264	432
Q8TCH9	Chainsaw	1	31	122
Q8WWM7	Chainsaw	1	117	126
Q8WWC4	Chainsaw	1	118	287
Q8TDD5	Chainsaw	2	28	75
Q8WTV0	Chainsaw	2	5	43
Q8TDU5	Chainsaw	1	1	206
Q8WXG1	Chainsaw	1	74	356
Q8TEV9	Chainsaw	3	28	191
Q8WVE6	Chainsaw	1	9	198
Q8WWV6	Chainsaw	1	49	170
Q8WVM7	Chainsaw	3	1230	1234
Q8TE54	Chainsaw	2	23	25
Q8WYK2	Chainsaw	1	40	162
Q8WXW3	Chainsaw	1	48	697
Q8TES7	Chainsaw	1	71	1085
Q8WWL7	Chainsaw	1	1127	1392
Q8TDX9	Chainsaw	5	1067	1080
Q8TEE9	Chainsaw	1	35	108
Q8TDE3	Chainsaw	1	10	153
Q8WVD3	Chainsaw	2	232	243
Q8WUJ0	Chainsaw	1	23	182
Q8TCY9	Chainsaw	2	27	137
Q8WV24	Chainsaw	1	138	305
Q8TD46	Chainsaw	3	7	31
Q8TDN4	Chainsaw	1	473	631
Q8WVQ1	Chainsaw	1	97	400
Q8WUD4	Chainsaw	1	4	164
Q8WU39	Chainsaw	1	36	171
Q8TF68	Chainsaw	2	228	384
Q8WU68	Chainsaw	1	20	187
Q8TF45	Chainsaw	3	7	480
Q8TCT1	Chainsaw	2	27	36
Q8WTQ1	Chainsaw	1	1	70
Q8TE69	Chainsaw	1	2	151
Q8WXJ9	Chainsaw	1	18	292
Q8WV83	Chainsaw	2	62	132
Q8WY21	Chainsaw	5	11	24
Q8TCU5	Chainsaw	5	37	243
Q8WV48	Chainsaw	1	7	163
Q8WW01	Chainsaw	1	39	156
Q8WXG8	Chainsaw	1	4	97
Q8WVN6	Chainsaw	1	37	134
Q8TEB1	Chainsaw	1	108	511
Q8WW62	Chainsaw	1	41	140
Q8TD26	Chainsaw	4	1389	1398
Q8WWZ1	Chainsaw	1	8	151
Q8WVE7	Chainsaw	1	11	143
Q8TD10	Chainsaw	1	106	433
Q8WUB2	Chainsaw	1	70	260
Q8WV37	Chainsaw	3	4	114
Q8WX93	Chainsaw	3	269	366
Q8TDQ0	Chainsaw	1	25	130
Q8WVZ1	Chainsaw	1	24	261
Q8WU10	Chainsaw	3	9	116
Q8TF39	Chainsaw	4	34	163
Q8WYH8	Chainsaw	1	1	119
Q8WTS1	Chainsaw	2	32	181
Q8TEM1	Chainsaw	13	9	22
Q8WUF8	Chainsaw	2	72	201
Q8WY07	Chainsaw	3	1	1
Q8TF27	Chainsaw	3	122	186
Q8WU67	Chainsaw	2	57	248
Q8TE82	Chainsaw	4	892	1311
Q8TDY8	Chainsaw	6	16	138
Q8WTX7	Chainsaw	2	2	76
Q8WY98	Chainsaw	1	5	131
Q8WW27	Chainsaw	1	6	233
Q8WWA1	Chainsaw	1	145	226
Q8TF40	Chainsaw	2	5	5
Q8TEV8	Chainsaw	1	29	93
Q8WWZ7	Chainsaw	7	10	58
Q8TDG2	Chainsaw	3	4	176
Q8TCZ7	Chainsaw	1	1	51
Q8WXS4	Chainsaw	1	21	186
Q8WWY3	Chainsaw	3	3	24
Q8TD07	Chainsaw	2	10	27
Q8WV19	Chainsaw	1	1	158
Q8WXR4	Chainsaw	5	706	789
Q8TC94	Chainsaw	3	52	199
Q8WY54	Chainsaw	1	134	491
Q8WV07	Chainsaw	1	7	120
Q8WVJ9	Chainsaw	1	61	151
Q8TDU9	Chainsaw	1	33	314
Q8TC99	Chainsaw	1	99	104
Q8WWG1	Chainsaw	1	7	112
Q8TDH9	Chainsaw	1	27	185
Q8WWW8	Chainsaw	1	6	120
Q8WXB4	Chainsaw	4	636	790
Q8TEA8	Chainsaw	1	2	146
Q8WWX8	Chainsaw	2	26	445
Q8TEU7	Chainsaw	6	1506	1539
Q8WW34	Chainsaw	1	6	185
Q8TF09	Chainsaw	1	1	92
Q8TD94	Chainsaw	1	195	287
Q8TDS4	Chainsaw	1	3	299
Q8WUD1	Chainsaw	1	5	187
Q8WXS5	Chainsaw	1	1	246
Q8TDQ7	Chainsaw	1	2	274
Q8TDX5	Chainsaw	1	3	334
Q8TE02	Chainsaw	1	2	212
Q8WXG9	Chainsaw	10	31	140
Q8WU20	Chainsaw	2	20	122
Q8TCY5	Chainsaw	1	18	93
Q8TE99	Chainsaw	2	86	244
Q8WUG5	Chainsaw	2	80	89
Q8WWZ3	Chainsaw	1	112	208
Q8WU79	Chainsaw	1	2	143
Q8TDV2	Chainsaw	1	46	334
Q8WW18	Chainsaw	1	80	159
Q93084	Chainsaw	5	4	43
Q96AJ9	Chainsaw	1	3	173
Q92748	Chainsaw	1	13	142
Q93091	Chainsaw	1	30	149
Q96A26	Chainsaw	1	4	152
Q92614	Chainsaw	3	219	432
Q8WYP3	Chainsaw	3	16	47
Q969T9	Chainsaw	1	2	135
Q92928	Chainsaw	1	7	173
Q92185	Chainsaw	1	54	343
Q92572	Chainsaw	1	2	129
Q969M2	Chainsaw	1	2	250
Q969I6	Chainsaw	1	77	249
Q969S2	Chainsaw	2	4	62
Q96AY4	Chainsaw	5	68	569
Q92538	Chainsaw	4	4	224
Q92619	Chainsaw	3	112	248
Q92737	Chainsaw	1	2	195
Q93096	Chainsaw	1	10	151
Q969E3	Chainsaw	1	3	158
Q969Q4	Chainsaw	1	12	189
Q92576	Chainsaw	2	732	784
Q96B49	Chainsaw	1	22	64
Q92804	Chainsaw	1	235	317
Q93074	Chainsaw	4	110	440
Q92764	Chainsaw	1	96	407
Q92847	Chainsaw	1	28	337
Q96AT9	Chainsaw	1	6	227
Q93077	Chainsaw	1	18	98
Q96A98	Chainsaw	1	10	98
Q969E8	Chainsaw	1	1	125
Q8WYN3	Chainsaw	3	69	195
Q92922	Chainsaw	4	765	938
Q92826	Chainsaw	1	225	281
Q96BQ5	Chainsaw	1	125	259
Q8WZ92	Chainsaw	1	14	289
Q92551	Chainsaw	2	388	439
Q92766	Chainsaw	1	17	342
Q902F9	Chainsaw	2	23	114
Q93015	Chainsaw	1	61	190
Q96A70	Chainsaw	2	10	43
Q969Q0	Chainsaw	1	2	93
Q8WZ69	Chainsaw	1	18	210
Q92876	Chainsaw	1	26	229
Q96BI3	Chainsaw	1	1	232
Q92527	Chainsaw	1	23	243
Q92914	Chainsaw	1	68	206
Q96A57	Chainsaw	1	31	114
Q92478	Chainsaw	1	40	147
Q96AM1	Chainsaw	1	45	314
Q92833	Chainsaw	3	550	612
Q96BQ1	Chainsaw	1	54	219
Q96BD5	Chainsaw	1	500	626
Q92823	Chainsaw	9	36	142
Q96A19	Chainsaw	1	65	512
Q8WZ94	Chainsaw	1	11	310
Q969X6	Chainsaw	2	5	10
Q96AT1	Chainsaw	1	16	86
Q92599	Chainsaw	1	27	308
Q969L4	Chainsaw	1	7	107
Q92734	Chainsaw	1	11	90
Q969V1	Chainsaw	1	6	339
Q96BF6	Chainsaw	2	12	128
Q96BY6	Chainsaw	9	1219	1387
Q92781	Chainsaw	2	30	208
Q92604	Chainsaw	2	6	47
Q92963	Chainsaw	1	21	190
Q96A72	Chainsaw	1	7	143
Q969N4	Chainsaw	1	28	336
Q92915	Chainsaw	1	67	207
Q969X5	Chainsaw	2	5	51
Q96A59	Chainsaw	1	172	398
Q8WZ64	Chainsaw	6	1671	1697
Q92934	Chainsaw	1	102	159
Q8WZ26	Chainsaw	1	1	130
Q92625	Chainsaw	3	2	43
Q8WZ04	Chainsaw	1	78	287
Q96A99	Chainsaw	1	272	476
Q93062	Chainsaw	1	25	98
Q969F8	Chainsaw	1	37	337
Q96AA8	Chainsaw	1	11	495
Q92543	Chainsaw	2	79	272
Q8WZA9	Chainsaw	3	424	433
Q92673	Chainsaw	7	91	666
Q92482	Chainsaw	1	20	265
Q969M7	Chainsaw	1	32	184
Q93086	Chainsaw	3	2	57
Q92600	Chainsaw	1	11	284
Q969Z3	Chainsaw	2	51	61
Q92504	Chainsaw	1	7	29
Q8WYQ4	Chainsaw	1	2	115
Q8WZ55	Chainsaw	1	3	56
Q92597	Chainsaw	2	32	168
Q92520	Chainsaw	1	57	223
Q92794	Chainsaw	3	7	83
Q92747	Chainsaw	1	2	363
Q8WZ42	Chainsaw	5	1241	1301
Q92730	Chainsaw	1	11	188
Q92785	Chainsaw	2	1	82
Q96BN6	Chainsaw	1	93	297
Q92738	Chainsaw	1	1	352
Q92973	Chainsaw	2	17	568
Q96BW5	Chainsaw	1	8	346
Q96BX8	Chainsaw	1	4	216
Q92988	Chainsaw	1	126	180
Q8WZA6	Chainsaw	1	11	342
Q96BP2	Chainsaw	1	46	110
Q96AC6	Chainsaw	3	713	740
Q93045	Chainsaw	1	1	178
Q96A29	Chainsaw	1	3	347
Q92802	Chainsaw	1	383	556
Q92686	Chainsaw	1	14	48
Q8WZA2	Chainsaw	5	8	169
Q92688	Chainsaw	1	3	145
Q96BK5	Chainsaw	1	73	191
Q92874	Chainsaw	1	21	296
Q969M3	Chainsaw	1	93	256
Q8WYN0	Chainsaw	1	28	206
Q96BV0	Chainsaw	2	107	382
Q92618	Chainsaw	1	6	229
Q96A61	Chainsaw	1	234	296
Q96AE7	Chainsaw	4	20	101
Q969V4	Chainsaw	1	13	395
Q92838	Chainsaw	1	249	386
Q96A84	Chainsaw	1	43	82
Q96AP0	Chainsaw	1	13	159
Q8WYR1	Chainsaw	2	8	313
Q969H4	Chainsaw	4	4	76
Q96AH0	Chainsaw	1	11	101
Q969U7	Chainsaw	1	2	263
Q969E2	Chainsaw	1	8	179
Q92989	Chainsaw	3	307	420
Q96B42	Chainsaw	1	14	137
Q92558	Chainsaw	1	25	543
Q93075	Chainsaw	1	495	759
Q96BR6	Chainsaw	3	360	444
Q96B02	Chainsaw	1	1	141
Q92633	Chainsaw	1	30	327
Q92623	Chainsaw	1	50	221
Q92546	Chainsaw	3	3	161
Q969V6	Chainsaw	1	728	758
Q96AB6	Chainsaw	2	3	198
Q96A00	Chainsaw	1	37	118
Q8WYQ9	Chainsaw	1	10	221
Q92626	Chainsaw	6	1401	1401
Q92901	Chainsaw	2	42	55
Q92598	Chainsaw	4	4	232
Q92904	Chainsaw	1	35	116
Q969K7	Chainsaw	1	4	186
Q92954	Chainsaw	1	4	112
Q8WZ84	Chainsaw	1	11	306
Q92681	Chainsaw	1	352	415
Q92839	Chainsaw	2	19	83
Q92817	Chainsaw	6	1624	1624
Q969S0	Chainsaw	1	3	319
Q92930	Chainsaw	1	7	184
Q92522	Chainsaw	1	47	120
Q969W0	Chainsaw	1	1	67
Q92982	Chainsaw	1	38	140
Q96A04	Chainsaw	1	42	118
Q96BW1	Chainsaw	1	95	306
Q96A58	Chainsaw	1	7	198
Q92621	Chainsaw	6	472	475
Q96B23	Chainsaw	1	177	270
Q969D9	Chainsaw	1	36	152
Q92186	Chainsaw	1	90	367
Q96B96	Chainsaw	1	5	132
Q96AH8	Chainsaw	1	5	189
Q92481	Chainsaw	2	6	24
Q96AN5	Chainsaw	3	44	272
Q969Y0	Chainsaw	3	97	192
Q8WZ33	Chainsaw	1	50	121
Q96A08	Chainsaw	1	39	126
Q969S6	Chainsaw	1	5	135
Q92542	Chainsaw	2	36	224
Q969H8	Chainsaw	1	36	168
Q92187	Chainsaw	1	75	352
Q92979	Chainsaw	1	42	241
Q96B26	Chainsaw	1	35	273
Q96AQ2	Chainsaw	1	31	174
Q92508	Chainsaw	7	2111	2197
Q969I3	Chainsaw	2	2	133
Q969V3	Chainsaw	3	1	35
Q93073	Chainsaw	1	574	838
Q92932	Chainsaw	4	50	171
Q96AV8	Chainsaw	1	147	365
Q92793	Chainsaw	4	348	409
Q92820	Chainsaw	1	35	317
Q8WZA0	Chainsaw	1	1	169
Q92613	Chainsaw	2	134	460
Q96BD0	Chainsaw	1	94	476
Q92617	Chainsaw	1	17	242
Q8WYQ3	Chainsaw	1	102	136
Q8WYR4	Chainsaw	1	19	215
Q96AZ1	Chainsaw	1	26	220
Q969E4	Chainsaw	1	123	159
Q92913	Chainsaw	1	65	205
Q969T7	Chainsaw	2	6	44
Q969X2	Chainsaw	1	83	328
Q969G5	Chainsaw	1	22	195
Q969L2	Chainsaw	1	29	174
Q92949	Chainsaw	1	37	210
Q96BM9	Chainsaw	1	1	183
Q92636	Chainsaw	4	1	19
Q92953	Chainsaw	3	24	153
Q96BA8	Chainsaw	1	27	390
Q96BM0	Chainsaw	1	4	99
Q969F0	Chainsaw	1	10	182
Q92871	Chainsaw	2	11	94
Q92637	Chainsaw	1	22	187
Q92499	Chainsaw	3	1	79
Q92805	Chainsaw	1	1	742
Q92935	Chainsaw	3	52	201
Q8WZ82	Chainsaw	1	7	223
Q92878	Chainsaw	3	3	189
Q93050	Chainsaw	3	10	103
Q969F1	Chainsaw	1	24	108
Q969E1	Chainsaw	1	40	70
Q92616	Chainsaw	5	1	677
Q92530	Chainsaw	1	4	152
Q92772	Chainsaw	1	4	291
Q969T4	Chainsaw	1	61	206
Q93079	Chainsaw	1	38	125
Q92824	Chainsaw	6	16	28
Q92886	Chainsaw	1	33	153
Q92834	Chainsaw	1	13	387
Q8WZ59	Chainsaw	1	4	107
Q92535	Chainsaw	1	48	266
Q96A47	Chainsaw	2	101	185
Q96B21	Chainsaw	1	4	234
Q92583	Chainsaw	1	44	93
Q96AW1	Chainsaw	1	3	85
Q969H9	Chainsaw	1	38	102
Q96BT3	Chainsaw	1	477	547
Q92547	Chainsaw	6	1026	1026
Q96B33	Chainsaw	1	5	194
Q92674	Chainsaw	3	672	738
Q96A05	Chainsaw	1	89	216
Q92769	Chainsaw	1	12	373
Q92819	Chainsaw	2	1	74
Q92526	Chainsaw	2	1	143
Q96AX2	Chainsaw	1	28	220
Q969J3	Chainsaw	1	47	176
Q96BF3	Chainsaw	1	23	134
Q92902	Chainsaw	4	342	387
Q92859	Chainsaw	7	54	149
Q969X1	Chainsaw	1	92	307
Q92889	Chainsaw	5	17	204
Q92539	Chainsaw	2	1	102
Q96B45	Chainsaw	1	7	105
Q96DE0	Chainsaw	1	5	188
Q96G30	Chainsaw	1	36	70
Q96FJ0	Chainsaw	2	7	11
Q96D59	Chainsaw	1	27	119
Q96GS6	Chainsaw	1	35	37
Q96DZ7	Chainsaw	1	5	208
Q96JI7	Chainsaw	6	1181	1182
Q96IS3	Chainsaw	1	36	90
Q96C01	Chainsaw	1	1	137
Q96E09	Chainsaw	1	84	121
Q96JT2	Chainsaw	2	477	550
Q96DR5	Chainsaw	1	22	238
Q96JA4	Chainsaw	3	32	207
Q96J94	Chainsaw	5	94	125
Q96EX1	Chainsaw	1	1	77
Q96JM2	Chainsaw	4	1193	1248
Q96G42	Chainsaw	2	174	266
Q96J42	Chainsaw	1	191	311
Q96EN9	Chainsaw	1	38	199
Q96KF7	Chainsaw	1	32	91
Q96G79	Chainsaw	1	13	322
Q96JM3	Chainsaw	1	26	93
Q96CS7	Chainsaw	1	3	109
Q96ET8	Chainsaw	1	34	250
Q96HA4	Chainsaw	1	1	179
Q96HQ2	Chainsaw	1	1	114
Q96GM1	Chainsaw	1	13	288
Q96IK0	Chainsaw	1	1	255
Q96K78	Chainsaw	3	9	42
Q96HC4	Chainsaw	3	3	86
Q96EP9	Chainsaw	1	96	383
Q96CS2	Chainsaw	1	4	275
Q96IL0	Chainsaw	1	15	205
Q96I45	Chainsaw	1	3	95
Q96EE3	Chainsaw	1	15	320
Q96FG2	Chainsaw	1	83	339
Q96EX3	Chainsaw	1	146	533
Q96JQ2	Chainsaw	1	8	294
Q96F24	Chainsaw	1	7	224
Q96DF8	Chainsaw	2	36	158
Q96EC8	Chainsaw	1	59	232
Q96HH6	Chainsaw	1	2	331
Q96IC2	Chainsaw	3	26	145
Q96JP2	Chainsaw	4	1204	1207
Q96HU8	Chainsaw	1	8	194
Q96CG3	Chainsaw	1	13	152
Q96CH1	Chainsaw	1	17	313
Q96D53	Chainsaw	3	88	334
Q96D98	Chainsaw	1	49	156
Q96FK6	Chainsaw	1	4	371
Q96CM4	Chainsaw	1	2	156
Q96I15	Chainsaw	2	32	38
Q96H12	Chainsaw	1	15	261
Q96HA9	Chainsaw	1	1	238
Q96DN2	Chainsaw	1	673	721
Q96E40	Chainsaw	1	1	163
Q96FZ5	Chainsaw	1	44	173
Q96DZ1	Chainsaw	3	43	87
Q96C92	Chainsaw	1	111	426
Q96DZ9	Chainsaw	1	13	214
Q96EB1	Chainsaw	1	52	382
Q96HJ5	Chainsaw	1	41	208
Q96KG7	Chainsaw	2	4	30
Q96FJ2	Chainsaw	1	6	87
Q96EK9	Chainsaw	2	3	118
Q96IT6	Chainsaw	1	4	54
Q96IX5	Chainsaw	1	4	47
Q96G01	Chainsaw	1	4	805
Q96DG6	Chainsaw	1	23	244
Q96IZ2	Chainsaw	1	4	219
Q96J66	Chainsaw	4	62	104
Q96C74	Chainsaw	1	19	210
Q96JG8	Chainsaw	2	50	109
Q96HN2	Chainsaw	2	172	363
Q96E39	Chainsaw	1	9	83
Q96EK6	Chainsaw	1	11	168
Q96JK9	Chainsaw	1	665	780
Q96CP7	Chainsaw	1	8	230
Q96HG1	Chainsaw	1	12	82
Q96K17	Chainsaw	1	32	119
Q96DE5	Chainsaw	1	25	103
Q96E16	Chainsaw	1	16	104
Q96FH0	Chainsaw	1	1	107
Q96HT8	Chainsaw	1	24	126
Q96GC9	Chainsaw	1	50	405
Q96D71	Chainsaw	2	740	790
Q96HJ3	Chainsaw	1	139	302
Q96HP8	Chainsaw	1	28	233
Q96DX8	Chainsaw	1	5	159
Q96J65	Chainsaw	3	51	420
Q96GF1	Chainsaw	1	49	90
Q96IU4	Chainsaw	1	5	208
Q96F83	Chainsaw	1	169	321
Q96E17	Chainsaw	1	25	201
Q96CG8	Chainsaw	1	105	242
Q96GP6	Chainsaw	1	24	155
Q96CD2	Chainsaw	1	18	199
Q96GX2	Chainsaw	1	6	43
Q96CW6	Chainsaw	2	5	79
Q96D21	Chainsaw	1	16	263
Q96GY3	Chainsaw	1	12	129
Q96D31	Chainsaw	1	52	291
Q96FX2	Chainsaw	1	6	63
Q96EY5	Chainsaw	1	12	151
Q96D03	Chainsaw	1	44	180
Q96D42	Chainsaw	1	3	128
Q96KC2	Chainsaw	1	1	175
Q96GL9	Chainsaw	1	3	65
Q96JC9	Chainsaw	1	16	110
Q96FX8	Chainsaw	1	8	181
Q96EK2	Chainsaw	1	4	500
Q96FQ6	Chainsaw	1	7	102
Q96IG2	Chainsaw	1	18	410
Q96IZ6	Chainsaw	2	163	371
Q96HA7	Chainsaw	3	3	292
Q96C10	Chainsaw	4	5	210
Q96C00	Chainsaw	2	457	459
Q96FV3	Chainsaw	1	15	269
Q96H35	Chainsaw	1	26	103
Q96CV9	Chainsaw	1	32	576
Q96IM9	Chainsaw	1	3	163
Q96JF0	Chainsaw	1	201	516
Q96EZ4	Chainsaw	1	6	312
Q96D96	Chainsaw	1	88	229
Q96DC9	Chainsaw	2	13	48
Q96CS4	Chainsaw	3	31	124
Q96JJ6	Chainsaw	1	4	209
Q96GE9	Chainsaw	1	38	106
Q96FT7	Chainsaw	2	42	97
Q96HR8	Chainsaw	1	199	292
Q96H15	Chainsaw	2	3	20
Q96FE5	Chainsaw	1	422	515
Q96G61	Chainsaw	1	17	146
Q96J01	Chainsaw	1	33	345
Q96G27	Chainsaw	1	27	130
Q96E22	Chainsaw	1	73	286
Q96K62	Chainsaw	2	425	507
Q96DC7	Chainsaw	1	16	492
Q96HR9	Chainsaw	1	1	183
Q96GU1	Chainsaw	1	87	125
Q96BY9	Chainsaw	2	36	142
Q96ER3	Chainsaw	1	12	470
Q96D15	Chainsaw	2	24	127
Q96DU7	Chainsaw	1	411	682
Q96HZ7	Chainsaw	1	19	51
Q96EA4	Chainsaw	1	2	438
Q96II8	Chainsaw	2	42	283
Q96FV0	Chainsaw	1	15	168
Q96J77	Chainsaw	1	26	133
Q96DI7	Chainsaw	1	59	355
Q96IQ9	Chainsaw	1	109	199
Q96BZ8	Chainsaw	1	14	252
Q96HJ9	Chainsaw	1	7	85
Q96EL2	Chainsaw	1	51	166
Q96F85	Chainsaw	1	8	163
Q96BY7	Chainsaw	4	7	349
Q96JD6	Chainsaw	1	8	308
Q96G97	Chainsaw	2	7	56
Q96GD0	Chainsaw	2	5	87
Q96J92	Chainsaw	3	144	431
Q96F25	Chainsaw	1	1	211
Q96DS6	Chainsaw	1	31	146
Q96EV8	Chainsaw	1	1	258
Q96DM1	Chainsaw	3	14	243
Q96HA8	Chainsaw	1	18	200
Q96DA0	Chainsaw	1	19	148
Q96F81	Chainsaw	3	179	225
Q96JH8	Chainsaw	5	406	708
Q96IV6	Chainsaw	1	71	311
Q96GM8	Chainsaw	2	33	288
Q96HZ4	Chainsaw	1	28	217
Q96DR4	Chainsaw	1	7	204
Q96EM0	Chainsaw	2	20	160
Q96DD0	Chainsaw	1	2	323
Q96G23	Chainsaw	2	36	68
Q96JE7	Chainsaw	1	299	299
Q96FW1	Chainsaw	1	48	270
Q96CB5	Chainsaw	1	27	111
Q96DE9	Chainsaw	1	2	151
Q96C90	Chainsaw	1	62	136
Q96FS4	Chainsaw	4	116	327
Q96EY4	Chainsaw	1	22	166
Q96C19	Chainsaw	1	82	177
Q96E14	Chainsaw	1	23	145
Q96DZ5	Chainsaw	3	65	267
Q96E93	Chainsaw	1	79	186
Q96F07	Chainsaw	6	7	15
Q96HM7	Chainsaw	1	6	252
Q96GM5	Chainsaw	4	8	10
Q96DT6	Chainsaw	1	3	418
Q96C55	Chainsaw	1	85	224
Q96HP0	Chainsaw	7	56	136
Q96D05	Chainsaw	1	63	120
Q96HE7	Chainsaw	2	31	79
Q96JN2	Chainsaw	4	1132	1137
Q96DX5	Chainsaw	1	22	292
Q96D09	Chainsaw	1	564	830
Q96CD0	Chainsaw	1	10	372
Q96FB5	Chainsaw	2	11	102
Q96EN8	Chainsaw	3	14	59
Q96J86	Chainsaw	1	12	93
Q96FC9	Chainsaw	4	21	74
Q96DA2	Chainsaw	1	7	191
Q96GN5	Chainsaw	1	325	453
Q96I13	Chainsaw	3	28	50
Q96HH4	Chainsaw	1	137	265
Q96HE9	Chainsaw	1	1	338
Q96G91	Chainsaw	1	13	334
Q96E66	Chainsaw	1	16	179
Q96G46	Chainsaw	2	125	204
Q96FT9	Chainsaw	1	111	191
Q96J88	Chainsaw	1	61	295
Q96JB5	Chainsaw	2	4	139
Q96IU2	Chainsaw	1	44	107
Q96CN9	Chainsaw	1	14	762
Q96EE4	Chainsaw	1	8	111
Q96CE8	Chainsaw	1	1	196
Q96IK1	Chainsaw	1	41	164
Q96F10	Chainsaw	1	4	168
Q96IZ7	Chainsaw	1	170	329
Q96HE8	Chainsaw	1	17	142
Q96DB2	Chainsaw	1	18	18
Q96IR2	Chainsaw	3	842	966
Q96HV5	Chainsaw	1	1	260
Q96FN9	Chainsaw	1	10	167
Q96FF7	Chainsaw	1	4	176
Q96FZ2	Chainsaw	1	4	266
Q96IZ0	Chainsaw	1	17	339
Q96JQ5	Chainsaw	1	13	212
Q96GS4	Chainsaw	1	200	355
Q96GI7	Chainsaw	1	29	133
Q96FL8	Chainsaw	2	29	349
Q96DX7	Chainsaw	1	165	323
Q96DD7	Chainsaw	1	9	88
Q96GX5	Chainsaw	1	32	221
Q96KR1	Chainsaw	3	28	32
Q96R09	Chainsaw	1	9	308
Q96KX0	Chainsaw	1	24	141
Q96RT6	Chainsaw	1	12	469
Q96MV1	Chainsaw	1	1	260
Q96RD3	Chainsaw	1	13	309
Q96S59	Chainsaw	2	539	727
Q96N03	Chainsaw	1	42	164
Q96M19	Chainsaw	1	25	107
Q96KS0	Chainsaw	1	8	13
Q96LP2	Chainsaw	1	110	449
Q96MY1	Chainsaw	1	184	295
Q96MS3	Chainsaw	2	2	138
Q96KP6	Chainsaw	1	26	263
Q96QE3	Chainsaw	3	915	1266
Q96QD8	Chainsaw	1	73	500
Q96MT8	Chainsaw	1	1	702
Q96R27	Chainsaw	1	11	310
