accession	source	n_domains	datasets	groel_class	protein_length	length_n_domain	length_c_region	length_diff	net_charge_n_domain	net_charge_c_region	net_charge_diff	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	foldx_total_energy
P77213	Chainsaw	2	proteome_bg		372	118	242	-124	-8	-3	-5	0.3559322033898305	0.396694214876033	-0.0407620114862025	0.4322033898305085	0.5991735537190083	-0.1669701638884997	0.2542372881355932	0.140495867768595	0.1137414203669981	92.96415251392428	96.26710737244156	-3.302954858517282	1.0	1.0	0.0	0.3138870680775353	0.2827511169757159	0.0311359511018194	-81.62
P77215	Chainsaw	2	proteome_bg		401	149	12	137	-6	2	-8	0.3825503355704698	0.0833333333333333	0.2992170022371365	0.3825503355704698	0.0	0.3825503355704698	0.2147651006711409	0.0833333333333333	0.1314317673378076	98.58724827094366	98.3125	0.274748270943661	1.0	1.0	0.0	0.2923273594414534			-52.26
P77216	Chainsaw	3	proteome_bg		406	201	194	7	-7	8	-15	0.4029850746268656	0.3298969072164948	0.0730881674103708	0.3383084577114428	0.5824742268041238	-0.2441657690926809	0.2139303482587064	0.0	0.2139303482587064	95.681393030271	91.26484540565728	4.416547624613742	1.0	0.9845360824742267	0.0154639175257731	0.2224900343005469	0.150647472969575	0.0718425613309719	21.82
P77221	Chainsaw	3	proteome_bg		472	31	438	-407	-1	-18	17	0.4516129032258064	0.4360730593607306	0.0155398438650758	0.4193548387096774	0.4840182648401826	-0.0646634261305051	0.2580645161290322	0.2168949771689497	0.0411695389600824	88.34870910644531	97.16595880517131	-8.817249698726016	1.0	1.0	0.0	0.5182101977107181	0.2194388267765609	0.2987713709341571	-83.64
P77223	Chainsaw	2	proteome_bg		192	55	103	-48	-2	-8	6	0.3272727272727272	0.3689320388349514	-0.0416593115622241	0.6	0.1067961165048543	0.4932038834951456	0.0	0.1844660194174757	-0.1844660194174757	90.65890905206854	84.44116522039025	6.217743831678291	1.0	0.883495145631068	0.1165048543689319	0.336198347107438	0.2858683926645091	0.0503299544429288	66.98
P77228	Chainsaw	2	proteome_bg		427	196	231	-35	4	4	0	0.5408163265306123	0.4978354978354978	0.0429808286951144	0.8724489795918368	0.7402597402597403	0.1321892393320964	0.0	0.0	0.0	90.65714273647386	89.37705627045074	1.2800864660231213	0.9948979591836736	0.8917748917748918	0.1031230674087817	0.3546261553948933	0.3880995961532874	-0.033473440758394	-110.19
P77231	Chainsaw	3	proteome_bg		292	138	140	-2	-1	-5	4	0.4420289855072464	0.3857142857142857	0.0563146997929606	0.7318840579710145	0.8	-0.0681159420289855	0.0	0.0	0.0	97.58869591312131	94.63299988337926	2.9556960297420574	1.0	0.9571428571428572	0.0428571428571428	0.2572265779678466	0.2850462487153135	-0.0278196707474668	-71.43
P77239	Chainsaw	4	proteome_bg		407	35	331	-296	-3	-2	-1	0.3428571428571428	0.4199395770392749	-0.077082434182132	0.1142857142857142	0.2326283987915408	-0.1183426845058265	0.3714285714285714	0.4410876132930513	-0.0696590418644799	73.07857088361467	93.2135042150215	-20.134933331406828	0.7714285714285715	0.972809667673716	-0.2013810962451445	0.4779220779220779	0.2811755820152834	0.1967464959067945	34.33
P77243	Chainsaw	3	proteome_bg		483	270	200	70	-3	-5	2	0.4407407407407407	0.39	0.0507407407407407	0.6037037037037037	0.58	0.0237037037037037	0.0555555555555555	0.125	-0.0694444444444444	97.71692609433777	96.95624996185305	0.7606761324847184	1.0	1.0	0.0	0.2444973544973545	0.2690555555555555	-0.024558201058201	23.49
P77245	Chainsaw	2	proteome_bg		285	108	175	-67	0	4	-4	0.3611111111111111	0.4114285714285714	-0.0503174603174603	0.7129629629629629	0.6057142857142858	0.1072486772486771	0.0462962962962962	0.1314285714285714	-0.0851322751322751	85.8722224412141	95.5161141531808	-9.643891711966702	0.925925925925926	0.9657142857142856	-0.0397883597883598	0.2200659563673262	0.251969111969112	-0.0319031556017857	-37.83
P77249	Chainsaw	2	proteome_bg		230	115	89	26	6	2	4	0.4260869565217391	0.348314606741573	0.077772349780166	0.0347826086956521	0.0674157303370786	-0.0326331216414264	0.5391304347826087	0.5056179775280899	0.0335124572545187	94.82852172851562	95.71629213483146	-0.8877704063158376	1.0	1.0	0.0	0.3286661753868828	0.2743445692883895	0.0543216060984932	-6.18
P77252	Chainsaw	2	proteome_bg		239	112	126	-14	-1	2	-3	0.3839285714285714	0.4206349206349206	-0.0367063492063491	0.6428571428571429	0.5317460317460317	0.1111111111111111	0.1160714285714285	0.1825396825396825	-0.0664682539682539	97.04526792253766	97.3380953470866	-0.2928274245489319	1.0	1.0	0.0	0.2906808035714285	0.3139589169000934	-0.0232781133286648	-18.94
P77256	Chainsaw	2	proteome_bg		326	241	31	210	-7	-4	-3	0.4066390041493776	0.4838709677419355	-0.0772319635925579	0.3817427385892116	0.7741935483870968	-0.3924508097978851	0.2614107883817427	0.0	0.2614107883817427	95.98282148432436	95.8954832015499	0.0873382827744535	1.0	1.0	0.0	0.2486916758404606			-78.12
P77257	Chainsaw	2	proteome_bg		511	225	275	-50	-1	0	-1	0.4222222222222222	0.3927272727272727	0.0294949494949495	0.3866666666666666	0.3818181818181818	0.0048484848484848	0.2711111111111111	0.2181818181818181	0.0529292929292929	89.18622226291232	84.75458184675738	4.4316404161549485	0.9866666666666668	0.8618181818181818	0.1248484848484848	0.2910847189231987	0.2755063404179317	0.0155783785052669	-72.62
P77260	Chainsaw	2	proteome_bg		486	274	208	66	-15	-2	-13	0.4452554744525547	0.4038461538461538	0.0414093206064009	0.3686131386861314	0.7307692307692307	-0.3621560920830993	0.2116788321167883	0.0192307692307692	0.192448062886019	97.46113143698142	97.76995200377245	-0.3088205667910273	1.0	1.0	0.0	0.2271267418712674	0.270899854862119	-0.0437731129908515	-139.7
P77263	Chainsaw	2	proteome_bg		236	123	86	37	4	0	4	0.3333333333333333	0.2790697674418604	0.0542635658914728	0.0	0.0465116279069767	-0.0465116279069767	0.5772357723577236	0.3604651162790697	0.2167706560786538	93.14341462918414	89.57465131892714	3.5687633102569976	1.0	0.9186046511627908	0.0813953488372093	0.3348517920976875	0.26875	0.0661017920976875	16.81
P77265	Chainsaw	2	proteome_bg		590	316	274	42	7	-15	22	0.5253164556962026	0.3759124087591241	0.1494040469370784	0.9556962025316456	0.3722627737226277	0.5834334288090178	0.0	0.2153284671532846	-0.2153284671532846	93.58509493477736	90.39883219586672	3.1862627389106564	0.9968354430379748	0.9525547445255474	0.0442806985124272	0.3536080932921359	0.2438488442822384	0.1097592490098975	76.16
P77268	Chainsaw	3	proteome_bg		328	84	239	-155	0	-2	2	0.3928571428571428	0.4142259414225941	-0.0213687985654513	0.1904761904761904	0.4309623430962343	-0.2404861526200438	0.4761904761904761	0.1338912133891213	0.3422992628013548	94.26380920410156	91.00292898521263	3.2608802188889285	1.0	0.9748953974895398	0.0251046025104602	0.370863599677159	0.168582914337283	0.2022806853398759	-51.57
P77269	Chainsaw	2	proteome_bg		327	135	24	111	1	-2	3	0.3777777777777777	0.3333333333333333	0.0444444444444444	0.4814814814814814	0.4583333333333333	0.0231481481481481	0.2148148148148148	0.125	0.0898148148148148	96.3970373083044	96.57750034332275	-0.1804630350183487	1.0	1.0	0.0	0.5862595419847328	0.25	0.3362595419847328	-39.8
P77272	Chainsaw	3	proteome_bg		474	100	368	-268	3	1	2	0.39	0.5489130434782609	-0.1589130434782608	0.46	0.7608695652173914	-0.3008695652173913	0.22	0.0353260869565217	0.1846739130434782	75.08999988555908	89.71918470963188	-14.629184824072794	0.75	0.9755434782608696	-0.2255434782608695	0.263125	0.1775018171005682	0.0856231828994317	-87.63
P77277	Chainsaw	2	proteome_bg		278	141	6	135	-9	0	-9	0.4184397163120567	0.3333333333333333	0.0851063829787234	0.4468085106382978	0.0	0.4468085106382978	0.2765957446808511	0.0	0.2765957446808511	92.13418438417692	50.40500005086263	41.72918433331429	0.9716312056737588	0.0	0.9716312056737588	0.4639653733833959			-45.83
P77279	Chainsaw	2	proteome_bg		225	106	5	101	-3	0	-3	0.3584905660377358	0.4	-0.0415094339622642	0.2264150943396226	0.0	0.2264150943396226	0.4339622641509434	0.0	0.4339622641509434	89.45226417397554	38.1	51.352264173975534	0.9150943396226416	0.0	0.9150943396226416	0.6903409090909091			-44.32
P77286	Chainsaw	2	proteome_bg		466	123	333	-210	-4	-5	1	0.3089430894308943	0.2822822822822823	0.026660807148612	0.024390243902439	0.066066066066066	-0.041675822163627	0.5121951219512195	0.6696696696696697	-0.1574745477184501	93.79398380062445	91.74507487070812	2.0489089299163368	0.959349593495935	0.924924924924925	0.03442466857101	0.2404181184668989	0.1764500349406009	0.063968083526298	3.69
P77293	Chainsaw	2	proteome_bg		306	192	113	79	-8	9	-17	0.4166666666666667	0.4778761061946903	-0.0612094395280236	0.4427083333333333	0.7256637168141593	-0.282955383480826	0.2395833333333333	0.0088495575221238	0.2307337758112094	88.64343770345052	79.82221245554696	8.821225247903556	0.9270833333333334	0.8230088495575221	0.1040744837758113	0.2514173497267759	0.4298356510745891	-0.1784183013478131	-39.1
P77297	Chainsaw	2	proteome_bg		287	90	195	-105	-3	-2	-1	0.4	0.3897435897435897	0.0102564102564102	0.0888888888888888	0.7076923076923077	-0.6188034188034188	0.5111111111111111	0.0	0.5111111111111111	94.35133344862196	94.54082048856296	-0.1894870399409995	1.0	0.9743589743589745	0.0256410256410256	0.3582777777777777	0.3358348968105065	0.0224428809672712	-50.4
P77300	Chainsaw	2	proteome_bg		252	62	186	-124	0	0	0	0.3548387096774194	0.4139784946236559	-0.0591397849462365	0.5645161290322581	0.4354838709677419	0.1290322580645161	0.1612903225806451	0.2365591397849462	-0.075268817204301	94.739193208756	93.9405378526257	0.7986553561302969	1.0	0.989247311827957	0.010752688172043	0.3466419883659439	0.2019876181166504	0.1446543702492935	-46.84
P77302	Chainsaw	3	proteome_bg		410	100	304	-204	-5	-1	-4	0.38	0.3848684210526316	-0.0048684210526315	0.28	0.4243421052631579	-0.1443421052631578	0.43	0.2565789473684211	0.1734210526315789	92.71160041809082	90.48523009450813	2.2263703235826995	1.0	0.924342105263158	0.0756578947368421	0.2762569832402234	0.1282455303334672	0.1480114529067562	-65.92
P77304	Chainsaw	2	proteome_bg		500	238	260	-22	4	1	3	0.5084033613445378	0.5692307692307692	-0.0608274078862314	0.8361344537815126	0.8269230769230769	0.0092113768584357	0.0	0.0307692307692307	-0.0307692307692307	90.89319330103255	90.46065378922682	0.4325395118057429	0.9369747899159664	0.9384615384615383	-0.001486748545572	0.3525452734285204	0.3321250691754289	0.0204202042530914	-163.58
P77306	Chainsaw	4	proteome_bg		553	214	339	-125	-6	-11	5	0.4439252336448598	0.3982300884955752	0.0456951451492845	0.514018691588785	0.7640117994100295	-0.2499931078212445	0.2803738317757009	0.0	0.2803738317757009	89.3314019319053	73.03613574947931	16.29526618242599	0.9626168224299064	0.6076696165191741	0.3549472059107325	0.2010612543632473	0.0240904621435594	0.1769707922196879	292.62
P77308	Chainsaw	2	proteome_bg		340	74	264	-190	0	-7	7	0.4864864864864865	0.5378787878787878	-0.0513923013923013	0.8108108108108109	0.7651515151515151	0.0456592956592957	0.0	0.0075757575757575	-0.0075757575757575	88.96864875587258	90.92522740364076	-1.9565786477681684	1.0	0.9659090909090908	0.034090909090909	0.2389758179231863	0.2946276928577813	-0.0556518749345949	-92.74
P77309	Chainsaw	3	proteome_bg		293	74	217	-143	1	-3	4	0.4324324324324324	0.4055299539170507	0.0269024785153817	0.7297297297297297	0.3732718894009216	0.356457840328808	0.1081081081081081	0.2764976958525346	-0.1683895877444264	91.02405393445814	90.71811053719938	0.3059433972587584	0.972972972972973	0.9539170506912442	0.0190559222817288	0.3024160524160524	0.3055780302763804	-0.003161977860328	-62.42
P77316	Chainsaw	2	proteome_bg		412	232	12	220	-4	0	-4	0.3836206896551724	0.4166666666666667	-0.0330459770114942	0.2629310344827586	0.0	0.2629310344827586	0.25	0.0	0.25	96.20689658460944	45.02916685740153	51.177729727207925	1.0	0.1666666666666666	0.8333333333333334	0.3142711598746081			-29.26
P77318	Chainsaw	2	proteome_bg		560	380	122	258	-8	-7	-1	0.3289473684210526	0.3032786885245901	0.0256686798964624	0.3684210526315789	0.4508196721311475	-0.0823986194995686	0.1763157894736842	0.180327868852459	-0.0040120793787748	96.55847350672671	94.8210654024218	1.7374081043049188	1.0	0.9918032786885246	0.0081967213114754	0.3131457676449187	0.2037226775956284	0.1094230900492903	206.32
P77319	Chainsaw	4	proteome_bg		556	286	197	89	-5	-6	1	0.4265734265734265	0.3604060913705584	0.0661673352028681	0.4055944055944055	0.3604060913705584	0.0451883142238471	0.3251748251748251	0.350253807106599	-0.0250789819317738	88.72639852136999	87.64649742629928	1.07990109507071	0.9475524475524476	0.934010152284264	0.0135422952681836	0.277436732648459	0.1471918521410907	0.1302448805073683	75.42
P77324	Chainsaw	3	proteome_bg		318	46	268	-222	-2	6	-8	0.4130434782608695	0.417910447761194	-0.0048669695003244	0.391304347826087	0.3171641791044776	0.0741401687216093	0.2608695652173913	0.208955223880597	0.0519143413367942	96.48913060063902	97.3442164036765	-0.8550858030374826	1.0	0.9925373134328358	0.0074626865671642	0.5488021295474712	0.2003149147877633	0.3484872147597079	-9.85
P77328	Chainsaw	2	proteome_bg		433	359	67	292	9	0	9	0.5097493036211699	0.5522388059701493	-0.0424895023489794	0.7632311977715878	0.6716417910447762	0.0915894067268116	0.0167130919220055	0.0	0.0167130919220055	90.28662941382788	91.3847759303762	-1.0981465165483115	0.9693593314763232	0.9850746268656716	-0.0157152953893484	0.4284905988857939	0.4392324093816631	-0.0107418104958691	-138.17
P77329	Chainsaw	3	proteome_bg		555	120	425	-305	-7	-4	-3	0.425	0.3694117647058823	0.0555882352941176	0.3583333333333333	0.428235294117647	-0.0699019607843137	0.4166666666666667	0.1458823529411764	0.2707843137254902	96.70791702270508	88.45296471090877	8.254952311796302	1.0	0.9011764705882352	0.0988235294117647	0.2359447004608295	0.2346518105849582	0.0012928898758712	79.05
P77333	CATH	2	groel	II	299	87	208	-121	-1	3	-4	0.4712643678160919	0.3942307692307692	0.0770335985853227	0.735632183908046	0.3125	0.4231321839080459	0.0919540229885057	0.3173076923076923	-0.2253536693191865	86.18505736603134	90.1624041062135	-3.977346740182156	0.8850574712643678	0.908653846153846	-0.0235963748894783	0.253800519095291	0.3263567257349979	-0.0725562066397069	-36.14
P77334	Chainsaw	4	proteome_bg		661	116	545	-429	-3	-3	0	0.3620689655172414	0.4128440366972477	-0.0507750711800063	0.3534482758620689	0.4954128440366973	-0.1419645681746283	0.3793103448275862	0.2605504587155963	0.1187598861119898	81.66982788875185	88.88735776428783	-7.217529875535973	0.8879310344827587	0.963302752293578	-0.0753717178108193	0.2388333035554761	0.0773225059922307	0.1615107975632453	117.16
P77337	Chainsaw	3	proteome_bg		429	258	60	198	-7	4	-11	0.4651162790697674	0.4333333333333333	0.031782945736434	0.3953488372093023	0.7666666666666667	-0.3713178294573644	0.2751937984496124	0.0	0.2751937984496124	96.0885659447012	92.18350003560384	3.90506590909736	0.996124031007752	1.0	-0.003875968992248	0.3079573934837092	0.5011904761904762	-0.1932330827067669	-45.57
P77338	Chainsaw	4	proteome_bg		1120	421	656	-235	-11	10	-21	0.3705463182897862	0.4954268292682927	-0.1248805109785064	0.8764845605700713	0.6600609756097561	0.2164235849603152	0.0	0.1204268292682926	-0.1204268292682926	85.17888358653016	84.43085365179108	0.7480299347390797	0.9168646080760094	0.899390243902439	0.0174743641735704	0.2224813162620937	0.0740139169950651	0.1484673992670286	235.68
P77357	Chainsaw	2	proteome_bg		436	309	7	302	-16	1	-17	0.4174757281553398	0.4285714285714285	-0.0110957004160887	0.4271844660194174	0.0	0.4271844660194174	0.1715210355987055	0.0	0.1715210355987055	97.29326869137464	81.43571472167969	15.857553969694962	0.9967637540453076	1.0	-0.0032362459546925	0.3531083013471814			-95.57
P77359	Chainsaw	3	proteome_bg		483	62	418	-356	-7	-29	22	0.3709677419354839	0.3995215311004784	-0.0285537891649945	0.7419354838709677	0.6770334928229665	0.0649019910480012	0.0	0.0047846889952153	-0.0047846889952153	78.49193572998047	82.34700969988079	-3.855073969900317	0.8387096774193549	0.8229665071770335	0.0157431702423214	0.3978494623655914	0.0746523875276966	0.3231970748378948	113.48
P77374	Chainsaw	4	proteome_bg		808	64	706	-642	1	1	0	0.34375	0.3385269121813031	0.0052230878186969	0.1875	0.330028328611898	-0.142528328611898	0.34375	0.178470254957507	0.1652797450424929	84.81281250715256	96.83923530038288	-12.026422793230324	0.859375	1.0	-0.140625	0.2577319587628865	0.203152061544245	0.0545798972186415	249.72
P77376	Chainsaw	2	proteome_bg		346	119	223	-104	-1	-9	8	0.4201680672268907	0.3721973094170404	0.0479707578098503	0.4621848739495798	0.3408071748878923	0.1213776990616875	0.226890756302521	0.273542600896861	-0.0466518445943399	97.44731056790393	95.72008948903448	1.727221078869448	1.0	0.9775784753363228	0.022421524663677	0.2273351648351648	0.2691131163178265	-0.0417779514826616	-88.28
P77377	Chainsaw	2	proteome_bg		492	236	254	-18	3	15	-12	0.5296610169491526	0.5511811023622047	-0.0215200854130521	0.885593220338983	0.9133858267716536	-0.0277926064326705	0.0	0.0	0.0	86.80622884782694	83.37350417309858	3.4327246747283624	0.9703389830508474	0.8937007874015748	0.0766381956492726	0.33180749721638	0.2410771911707757	0.0907303060456042	0.03
P77378	Chainsaw	2	proteome_bg		312	164	145	19	-5	4	-9	0.4207317073170731	0.4206896551724138	4.2052144659354695e-05	0.3231707317073171	0.3517241379310344	-0.0285534062237173	0.3658536585365853	0.1862068965517241	0.1796467619848612	95.99932935761242	93.85027581576644	2.149053541845987	1.0	0.9655172413793104	0.0344827586206896	0.3042141309665245	0.2141616214793366	0.0900525094871878	-43.93
P77379	Chainsaw	2	proteome_bg		284	161	121	40	-2	2	-4	0.422360248447205	0.4462809917355372	-0.0239207432883322	0.3602484472049689	0.7107438016528925	-0.3504953544479235	0.3291925465838509	0.0	0.3291925465838509	91.60403731446829	92.81793376828028	-1.2138964538119978	1.0	0.9586776859504132	0.0413223140495867	0.300981018169153	0.2215184984938595	0.0794625196752935	-79.42
P77381	Chainsaw	3	proteome_bg		475	52	421	-369	-3	-23	20	0.3846153846153846	0.4085510688836104	-0.0239356842682257	0.75	0.6460807600950119	0.103919239904988	0.0	0.004750593824228	-0.004750593824228	82.53576938922589	83.95510681677884	-1.4193374275529465	1.0	0.836104513064133	0.1638954869358669	0.4840425531914893	0.0811379831569855	0.4029045700345038	97.53
P77389	Chainsaw	2	proteome_bg		389	175	210	-35	4	7	-3	0.5714285714285714	0.5476190476190477	0.0238095238095237	0.9314285714285714	0.8285714285714286	0.1028571428571427	0.0057142857142857	0.0047619047619047	0.0009523809523809	94.50942844935824	90.38047645205543	4.128951997302821	1.0	0.9095238095238096	0.0904761904761904	0.424720041862899	0.386050986050986	0.0386690558119129	-114.17
P77390	Chainsaw	3	proteome_bg		352	120	228	-108	-4	7	-11	0.4166666666666667	0.3771929824561403	0.0394736842105263	0.3583333333333333	0.5043859649122807	-0.1460526315789473	0.3833333333333333	0.131578947368421	0.2517543859649123	90.93624998728434	90.92192982790765	0.0143201593767088	1.0	0.912280701754386	0.087719298245614	0.1850921273031825	0.2321030905436966	-0.0470109632405141	-82.06
